 	le	ragazze	vogliono	guardate	</S>
t	0.537873492539	0.0107063192128	0.124887223394	0.023041766006	0.303491187433
a	0.5344445506	0.38153638604	0.0129021566493	0.0518149840644	0.0193019264395
k	0.22028821098	0.654805666	0.0096822265616	0.075097773365	0.0401261349525
o	0.311540434786	0.514712722	0.058790126354	0.09630467577	0.01865204166
r	0.0833255369	0.869909268	0.038153972442	0.004825770518	0.0037854380042
à	0.07662760506	0.5441699406	0.0714494504	0.20203611236	0.10571684772
s	0.2443545918	0.462005642	0.106296003273	0.173479901883	0.013863865615
i	0.11374471012	0.471343821	0.08464147012	0.223047057968	0.107222960381
a	0.048888961073	0.417876545	0.42021125288	0.089742332856	0.023280880154
t	0.00258316641074	0.2475716981	0.604311387404	0.117569413007	0.0279643152287
è	0.012533089524	0.02790125528	0.53160179554	0.318548544	0.10941532542
l	0.0342677161468	0.33949067564	0.45636360948	0.11864779046	0.051230230568
o	0.12806307608	0.151859549	0.394975344	0.2315690812	0.093532985
n	0.0354644591181	0.276468412688	0.2326924522	0.375653438	0.0797212538
e	0.0151149401378	0.00627286778	0.29102919832	0.6568503804	0.03073262786
k	0.00753311466907	0.162367020123	0.3389113526	0.3208698268	0.1703186746
a	0.01123268526	0.02238349826	0.23789214964	0.67277058	0.05572107414
n	0.00108826723214	0.0428555319672	0.3097039016	0.407213852	0.23913841
o	0.0178533910777	0.01891376706	0.12960736324	0.711864468	0.1217610194
n	0.00100178750205	0.0160944051425	0.19402767098	0.3929674092	0.39590873
i	0.0111295278944	0.016258545532	0.090546945	0.71175676	0.1703082814
m	0.000527162580425	0.00480632981034	0.07116594074	0.421220382	0.502280198
m	0.014248685582	0.009019023372	0.04218834942	0.81339442	0.12114950252
è	0.193575205094	0.02725564768	0.1881114086	0.39386389	0.197193836685
n	0.00279381764559	0.0013811220098	0.012036393824	0.58384887	0.399939796
a	0.249126396063	0.012276674992	0.04930635474	0.5265781914	0.1627123703
</S>	0.0127806934078	0.00460374759727	0.017010867219	0.170673625	0.794931042
