 	le	melanzane	vogliono	girate	</S>
i	0.557501982523	0.0163371371614	0.065275234421	0.0590069145349	0.30187872776
m	0.262315736958	0.716296182	0.0125005783992	0.0050075720851	0.00387992092797
a	0.1196447866	0.5764729506	0.171588468808	0.10778810348	0.02450570378
r	0.06803455254	0.891749014	0.021795380594	0.0045345785321	0.0138864703506
a	0.19718320528	0.544674716	0.068607762866	0.0801170791	0.109417246432
n	0.069313305968	0.909949	0.019076706518	0.00050065011908	0.00116034134116
g	0.010003069016	0.5033588421	0.06098806912	0.12028603628	0.305363956258
i	0.509828268	0.1959065334	0.1105761606	0.132758753041	0.0509302696468
à	0.0765224320271	0.659623985	0.2227650679	0.0086058509292	0.032482682326
n	0.0044768681977	0.549260654	0.41975357422	0.0212866022754	0.005222352962
e	0.0580739824	0.1524270498	0.3032736776	0.3197105784	0.1665147138
i	0.0505862303245	0.3949259454	0.52758693498	0.0120845516	0.0148163516
t	0.00116554001963	0.21253453244	0.73016690476	0.036372590679	0.0197604498682
è	0.0024567335712	0.019964115736	0.50870344416	0.297942042	0.1709336608
l	0.03205442309	0.290981106548	0.3354448372	0.28885938694	0.05266028714
u	0.06574976928	0.1099034033	0.2685171652	0.455215679	0.100613982
n	0.0192101267337	0.161738357806	0.2470552008	0.346771298	0.225225014
e	0.0191537406666	0.00271580648	0.21833102462	0.70340099	0.05639843304
v	0.00565818053312	0.098026850611	0.23519632148	0.3582701816	0.302848456
o	0.0099132202	0.120358922954	0.19036160474	0.6432444114	0.0361218045
t	0.00171430952833	0.0847309791506	0.2694127163	0.303726395	0.340415568
i	0.0149067655212	0.0728752293952	0.20641968522	0.6189094988	0.08688876304
m	0.000655263379011	0.0049205941514	0.12474008522	0.2685163366	0.601167746
m	0.006731992222	0.01220710969	0.04460621552	0.797455476	0.13899921582
è	0.14244946113	0.013770710132	0.2060347341	0.419369714	0.218375399807
n	0.00169320489971	0.0019445167914	0.022977256814	0.62010496	0.353280096
e	0.220444307389	0.004742570296	0.04014185832	0.5778203368	0.1568509181
</S>	0.00845941734865	0.00506115009428	0.0233456220004	0.0878750182	0.875258778
