 	non	è	li	dimentichiamo	mai	i	i	padri	e	le	madri	</S>
e	0.561550168619	0.077887574583	0.0037710546608	0.0012124071262	0.003808203582	0.0153793134534	0.0143467844308	0.0200419517986	0.0190387003289	0.0581820259631	0.0822967594362	0.142485054116
n	0.602720420968	0.14066596822	0.03348167924	0.02097724056	0.196353457138	0.00218786610023	0.000868722659329	0.000421267168248	7.6152567224e-05	0.000554610655887	6.49884105649e-05	0.00162758762982
è	0.1623444498	0.232578078	0.1837098681	0.12507269458	0.143792331936	0.00882554747474	0.0086315135915	0.0100560477244	0.00452676682192	0.00258800757907	0.00641109036288	0.111463566878
n	0.05516157338	0.732811664	0.0691697934	0.114809032948	0.0131607542126	0.0109083522397	0.00292588050489	0.000655362559286	4.6251292352e-05	2.30749390037e-05	1.02643845314e-05	0.000318002502155
a	0.022231931518	0.488180617	0.1531734272	0.065671604308	0.195552029752	0.0246429802983	0.0154840697639	0.00421281342132	0.0109238128926	0.0109996044059	0.00662673052981	0.00230038842195
l	0.0158398848564	0.2066673614	0.594615334	0.0548764454	0.118788354326	0.0035876434458	0.00272873045298	0.00234561588454	0.000348034377421	2.32290487291e-05	1.12407030457e-05	0.000168095736248
l	0.010582661076	0.148662195	0.1132665958	0.2455743388	0.22016054648	0.0319831948762	0.0157836889183	0.009793530246	0.00539429775546	0.0455842155444	0.140785952958	0.0124288223916
i	0.0158055386	0.0997553028	0.34443901138	0.488531064	0.02349606118	0.009041409943	0.0143734576454	0.00041621252	0.00034839835556	0.000839374759574	0.000161522510781	0.00279264446369
m	0.00959487616101	0.142651106014	0.34474027	0.2878781864	0.19263807092	0.005375139274	0.0035111784016	0.002301915711	0.00283696310074	0.00010393367311	8.22790810414e-05	0.00828605378347
o	0.026741750418	0.02292258123	0.1039079266	0.4654896576	0.1380953436	0.02813707742	0.007517083022	0.045870692926	0.018189912915	0.131849766188	0.00857239807131	0.0027057860596
n	0.0171852630386	0.0932399203036	0.3283290128	0.2630174768	0.2582994194	0.014997182574	0.008483811596	0.00628854361448	0.00450801779482	0.000202399276862	0.000780259068236	0.00466869174687
ì	0.0206190142477	0.03004624052	0.1903745776	0.2302735464	0.3801513848	0.01753104066	0.014409993349	0.03300410101	0.035015317474	0.0272345342958	0.00725083107389	0.0140893639685
s	0.00621365537107	0.0567261293397	0.09161802988	0.2648388508	0.35567733448	0.083971855192	0.021078883058	0.097771898588	0.014780497004	0.00543705013394	0.0012445988321	0.000641199572655
u	0.0178784395005	0.05669604912	0.092056967	0.281846606	0.29728152	0.036704431	0.049702093502	0.054765690372	0.022870153424	0.0240748597156	0.0424717344741	0.023651442418
m	0.014975805404	0.0418009325276	0.104766989276	0.05375871594	0.525824351	0.12364536516	0.028731779228	0.079289507292	0.024695118944	0.00146094398008	0.000574442597026	0.000476047835475
e	0.0510372432214	0.0109859196613	0.033319110982	0.17189497866	0.4138789048	0.06883286794	0.01854556186	0.10244394928	0.034937662214	0.070447925862	0.0186391669429	0.0050366989568
m	0.0153850480952	0.0311777795396	0.049760520728	0.03302147842	0.47061495	0.14066275426	0.056727022248	0.067659592444	0.117342512608	0.0035435038846	0.0019629558514	0.0121419114277
a	0.0219646580703	0.00975681277436	0.0229224281606	0.11415560458	0.3503135816	0.1127415529	0.04479941268	0.1262826975	0.04515872832	0.113457903034	0.0207578016542	0.01768881414
i	0.0130612595258	0.0137446361435	0.02478781297	0.01493183982	0.325838228	0.191816854394	0.0870809018	0.143886607	0.160668902836	0.007946919304	0.0036267770518	0.0126092578416
t	0.000949585028998	0.00207247615752	0.007161825644	0.0118967118016	0.1025170442	0.16227067266	0.1409697751	0.3363340898	0.1848097192	0.03910883426	0.00776054603706	0.00414870800988
u	0.0121646383728	0.0139924285446	0.0175135244	0.05603954968	0.13105490346	0.051351538	0.12122954102	0.25536665432	0.114930044	0.037164887	0.0883940079784	0.100798249212
s	0.00385286407028	0.00614183136389	0.0151785289104	0.01500310538	0.14561839854	0.094958955148	0.21104353926	0.1830169244	0.289304172	0.024023536624	0.00790330744	0.003954824436
t	0.0035420499046	0.009860447334	0.01003632236	0.01692737496	0.1125401718	0.057778256024	0.12524852622	0.224308628	0.15668971868	0.06457070374	0.156539903761	0.06195789216
a	0.00242673500365	0.0052309469368	0.004929956386	0.02444751198	0.084544351614	0.0938500929	0.18655601792	0.21105811906	0.1061714598	0.1577381564	0.07220828636	0.0508383510202
c	0.00247713831976	0.00210369203242	0.00273476505451	0.00625262591834	0.052998208352	0.01634905732	0.062919157508	0.2467164514	0.42655852	0.10481776709	0.029266200932	0.04680643512
i	0.0521889907495	0.0123699611821	0.0158642727454	0.0084103839	0.119651142576	0.0945139627268	0.106808738768	0.1489012381	0.075768785	0.16703577666	0.162501413232	0.0359853120772
ù	0.00417839512867	0.00739868329849	0.00842577408854	0.016164121556	0.10729328086	0.0525809594	0.1313556488	0.21251981	0.298011798	0.113461025212	0.03183150944	0.01677903932
r	0.000128757983273	0.00032374120058	0.00050543253674	0.0030776259648	0.024094508586	0.096175931596	0.101409135614	0.1867270976	0.2493681608	0.26900726002	0.042323112384	0.02685926124
i	0.0308014339543	0.011481717216	0.018376274622	0.023504769022	0.03607779354	0.03541284936	0.2423361986	0.1513946864	0.1174745362	0.0993535184	0.151042919326	0.08274330928
a	0.00395668465281	0.00400849265974	0.003777790938	0.0032555493453	0.029449077575	0.006797748192	0.019178923648	0.1207219134	0.328857308	0.227264273128	0.1500070854	0.1027251718
m	0.000204669928267	0.000505785750436	0.00194283706942	0.0009171505015	0.007624577126	0.007258264666	0.009757370668	0.23076428516	0.218873124	0.35913826116	0.0963154074	0.0666982765
a	0.0394382196472	0.00593480155351	0.010779635898	0.00849247727412	0.0311302001912	0.03061147626	0.0934869488	0.08047445578	0.0669871794	0.314146546	0.2281782584	0.0903397737
t	0.00392009334172	0.000912086901191	0.0012679610128	0.00269103695468	0.016384301344	0.012733584414	0.030454938492	0.13291857288	0.2843203526	0.176144314868	0.239164887	0.099087862
e	0.0123074717786	0.00854175864302	0.008210941112	0.0068721060942	0.0324700732412	0.007613294176	0.0176513807	0.09983300334	0.12830594008	0.2081743468	0.39671152314	0.073308146892
s	0.0029817115635	0.000863762291533	0.0015953108358	0.00074902777146	0.0095188867686	0.0019129465714	0.007721440168	0.1123537919	0.215568241	0.17737552846	0.24604731	0.223312058
m	0.00408041136332	0.0043298001128	0.005172567134	0.0051364873032	0.0168946599	0.005362496928	0.00881855393	0.0686968548	0.06828094926	0.1893261073	0.4765739896	0.147327136814
à	0.0192760746226	0.006925297816	0.00437883588	0.00815761506	0.012706795068	0.0147859011	0.08171369128	0.09097452892	0.0765223066	0.2854420474	0.237842474	0.161274415724
n	0.000360637122716	0.00021721636854	0.00011064197398	0.0052018991539	0.00086996362092	0.00098618170934	0.0045481091975	0.004103242273	0.04206608848	0.120246248219	0.2751680368	0.546121738
e	0.0882929720767	0.0117606769979	0.0099416033076	0.00642822844134	0.0102961413846	0.008800366712	0.014055256192	0.03277493832	0.0386352656	0.1447210826	0.487643988	0.14664944976
</S>	0.00164440255349	0.0039100906424	0.00119507966246	0.0126020141885	0.0019430712479	0.00181814197371	0.0028643674164	0.01381320348	0.0339195207	0.07735905645	0.193676974	0.655254068
