 	dovevo	comprare	pane	ogni	giorno	</S>
ì	0.562535003859	0.0190548019976	0.01482010715	0.047043660202	0.13279393508	0.223752463132
c	0.787866050396	0.031011584149	0.17293648818	0.00787040017974	6.5222185598e-06	0.000308939598466
h	0.55034575594	0.209239832591	0.147249318344	0.0667040299541	0.00596607660681	0.0204950250188
a	0.2760932236	0.5272249	0.161846666312	0.0166032979565	0.000147193693472	0.018084761314
n	0.47316002066	0.445852972684	0.0681790363052	0.0119368812219	3.80486781337e-05	0.000833003334635
a	0.0770702810558	0.5832854572	0.2221730104	0.115089980505	0.00104488296049	0.00133642074928
v	0.20852819194	0.6636297652	0.114330212654	0.0101797485816	3.24861574648e-05	0.00329959310075
o	0.0057507467808	0.25264801288	0.471453604	0.20382740436	0.04648994307	0.0198303310062
r	0.23065951036	0.3270917772	0.333981771	0.07438318166	0.025459083209	0.0084246573334
à	0.045318741444	0.4456867894	0.0955652708	0.2069615872	0.0381603096172	0.16830727679
s	0.100107196092	0.03093415462	0.3511012782	0.371960101	0.05658594994	0.089311300732
o	0.072530015778	0.06656287952	0.442132753	0.2217987663	0.06761905264	0.12935655218
t	0.182517373657	0.0491333077842	0.39085272	0.312302855	0.015930152534	0.04926356892
s	0.0131856191266	0.020868670904	0.4284317346	0.3169945068	0.11991078274	0.1006087052
o	0.068672543888	0.097344946586	0.575194722	0.1330184142	0.01269177972	0.11307760226
m	0.0147268118576	0.00182926644774	0.05562989874	0.321317578	0.10043887508	0.5060575868
ì	0.18772191217	0.150660487804	0.168169236	0.272807101	0.1357998141	0.08484140944
k	0.00924529841758	0.00157556313187	0.0927644572	0.3913375978	0.2928144192	0.2122626492
u	0.0118580488509	0.003273081968	0.0933881398	0.3061883272	0.4685062596	0.1167861358
à	0.0108454772132	0.0018317144654	0.00907079895	0.2749701704	0.388105268	0.315176554
i	0.003489322483	0.000784016144866	0.0114512061722	0.22357246336	0.723616885	0.0370861008
m	0.0435469523687	0.00191683562245	0.00736903872974	0.1562203618	0.52945226	0.261494574
è	0.0339075466584	0.0889055893766	0.065638084754	0.144180862	0.6402185923	0.02714936492
r	0.000345990756036	7.905285991e-05	0.00082595530404	0.0489150218	0.828257914	0.1215760402
i	0.135080396517	0.003539486184	0.014404985824	0.10487414548	0.6799113534	0.0621896384
</S>	0.000978586313503	0.00120500914681	0.00038777846946	0.005496818968	0.1433229544	0.848608858
