 	vivendo	la	mia	figlia	la	avevo	portata	alla	chiesa	</S>
z	0.731336202627	0.0350454079009	0.0016657161981	0.0152676478906	0.00254131998336	0.0028443708617	0.000603246335704	0.00144580729283	0.0188946270705	0.190355676077
ì	0.5087527552	0.355401225	0.04792774328	0.0580510908	0.003498379462	0.00169091950232	0.006167528914	0.00322933571055	0.00601846676394	0.00926256095635
s	0.4783518726	0.453962692	0.055105641712	0.0107126481246	0.00158588113392	6.35714595929e-05	6.84261200634e-05	9.87183366812e-06	8.4950411819e-07	0.000138537529104
o	0.122836739442	0.4947095048	0.1357591852	0.0672242890378	0.0233717554754	0.0933533952578	0.0143200660203	0.0246553906695	0.00618995071762	0.017579747553
n	0.064700749682	0.703661586	0.1772137408	0.04848860627	0.0038725814866	0.00158767693083	0.000422863936766	2.17819963338e-05	4.75106163241e-07	2.99485837807e-05
t	0.021407458182	0.4853946922	0.1376690392	0.020104703082	0.040321122632	0.110051304344	0.0652854321066	0.0736269446148	0.0188188927379	0.02732043656
a	0.095980715406	0.470522816	0.1250020236	0.17248582672	0.0508823085358	0.0412506255411	0.0361882064916	0.0041660055091	2.88334512526e-05	0.00349262041268
e	0.01263294968	0.328728326	0.514384724	0.1000120438	0.022489867064	0.0118978625653	0.00874496530256	0.000282856538406	1.53277110736e-06	0.000824834078008
k	0.05837632508	0.1183056672	0.2888708166	0.402251710688	0.07236061296	0.018299385416	0.0222194963172	0.011078661497	0.00438275969378	0.00385455047954
i	0.0909934364456	0.0417365935	0.2658843766	0.3570219418	0.06687554494	0.01853562266	0.04975537841	0.0934736610811	0.00760085114528	0.008122580889
a	0.0341389031408	0.13141256306	0.2788334992	0.41011948	0.12136798372	0.0068804619072	0.0165171822236	0.000501027247726	1.63676622638e-05	0.000212486805765
t	0.035725512084	0.06702784152	0.1647331533	0.332426439	0.14101304	0.06197714316	0.146712360646	0.0258208253902	0.0144380274739	0.0101256561863
è	0.03433796048	0.038631803	0.26056057	0.2270300534	0.1627736726	0.079451451	0.042936013966	0.0790663914172	0.0301477638133	0.0450643216848
r	0.0033539979	0.10474468296	0.15613872	0.1900712306	0.320073858	0.1505823675	0.06782767716	0.0023423750374	0.00229104969895	0.0025740649502
