 	tu	le	hai	cucinati	le	verdure	</S>
e	0.419501310869	0.0393735111154	0.027889927844	0.0058478745364	0.0048695763804	0.0411336464446	0.461384202267
s	0.5991862458	0.367650717643	0.0197152136	0.00704632228	0.00515946184554	6.481781696e-05	0.00117725570326
ù	0.3369271732	0.280159885	0.0799747606	0.16780851946	0.108999348064	0.00197180501794	0.0241585143358
t	0.5187743524	0.415402647352	0.06220047904	0.002798595086	0.0002875255316	2.2675694374e-05	0.000513617598052
a	0.1283120164	0.522700604	0.2055447708	0.09448606614	0.0410892733648	0.00634465896344	0.001522637256
m	0.27071168574	0.3597293404	0.265418906	0.0989388296	0.004250274472	2.822753056e-05	0.00092273139478
à	0.01430969014	0.1775238264	0.3319438053	0.14616417886	0.2720221367	0.0398132861346	0.018223081978
r	0.2557121582	0.22857634404	0.3893977014	0.0899281098	0.019068223812	0.0037742545314	0.0135431892162
e	0.15144762122	0.099963429	0.4195131988	0.153382211	0.14323798654	0.0271586646628	0.005296921406
t	0.0399918430485	0.0582260505564	0.2663099556	0.53047052226	0.075734302636	0.0008182023148	0.02844910526
s	0.014176460216	0.02614367268	0.3904497646	0.3152334178	0.2017335602	0.0393145181452	0.012948563468
e	0.0360220602	0.1810427176	0.28123675824	0.2405503381	0.2102490052	0.038316665486	0.012582413156
t	0.0487280585116	0.0668970109191	0.10758084595	0.3164951624	0.310488503533	0.0121781464	0.13763227114
a	0.0461282242496	0.01021484909	0.0764555580652	0.2186497814	0.386730202	0.20414928202	0.05767209368
l	0.0751189745183	0.0250646551063	0.153320600973	0.16226554316	0.32975013076	0.0192407596	0.2352393356
à	0.033699340892	0.00656098764	0.038829339522	0.042802253	0.5123539468	0.24139570932	0.12435843112
c	0.0546112208014	0.00403683198948	0.015842283902	0.16162510054	0.08061142308	0.5200430172	0.16323012
h	0.17797018109	0.0428310319439	0.0237675904011	0.10601855658	0.06668548308	0.578323569726	0.004403561432
a	0.0152580924763	0.03577588688	0.008168316018	0.0436452965	0.4783423086	0.401927962786	0.016882101694
n	0.00079950650486	0.00285892290786	0.00350447167808	0.04703638438	0.300075218272	0.317356951888	0.3283685514
a	0.0136251642928	0.009457465818	0.0177003126839	0.03741831458	0.37374005452	0.433731228	0.1143274968
</S>	0.0129344664954	0.0142532873181	0.00709758700194	0.0352335483608	0.109415587388	0.08750660796	0.733558932
