 	è	possibile	che	è	entrato	da	qui	</S>
i	0.653249206886	0.0563540121808	0.002682194425	0.0018839837999	0.0034478822783	0.0220244649954	0.0157757227439	0.244582602136
s	0.38091710956	0.3432898458	0.16611579176	0.063550926782	0.01881522868	0.0231334565861	0.00113868690126	0.00303894001948
o	0.3664843044	0.2673803294	0.095938667	0.08038524776	0.05933068606	0.100695048464	0.0042053258696	0.0255804141596
g	0.05795703828	0.4629647966	0.345260732	0.115566143145	0.012358777279	0.00284094299407	4.82126006641e-05	0.00300339228734
g	0.032166971866	0.2432874803	0.080680412	0.08773319754	0.22929612768	0.277847593296	0.0466024770696	0.0023857510478
è	0.2704792182	0.4469954128	0.142067715898	0.09113535178	0.042637058268	0.0048108078392	0.00020313792326	0.00167124799666
s	0.058417184984	0.583371198	0.152485597	0.069149645	0.115820721678	0.0051185598424	0.000126512747957	0.0155105599442
t	0.05897748098	0.318259921	0.1542449552	0.0933546466	0.1206127826	0.117079400433	0.108329339235	0.0291414677352
e	0.0495665618462	0.35071390006	0.18848508772	0.257401853274	0.02095050888	0.107965323886	0.00410570236745	0.0208110774004
k	0.0164425477698	0.08004835776	0.4850336888	0.264246855	0.050222829196	0.056695303594	0.0115117035938	0.0357987026995
a	0.0080990947147	0.087049654532	0.09419658038	0.1149740957	0.31358148674	0.252919034104	0.113058938339	0.016121129922
m	0.00815874030879	0.046784507542	0.2398470166	0.348756462	0.14197501898	0.1628338628	0.0293780813396	0.0222663139286
b	0.007779844297	0.020456927514	0.01274584158	0.0374631265	0.46504577802	0.334244930044	0.114061330977	0.008202270814
ì	0.0306462324	0.0761679435	0.04315148588	0.32966193054	0.3862784768	0.10021304692	0.02431199806	0.00956886978
k	0.0189886996747	0.04399727954	0.087289341408	0.18959122676	0.22590275796	0.1451018058	0.0617258577	0.2274030252
e	0.0127599880818	0.065682004504	0.05941148742	0.20585776314	0.37348464648	0.227562314792	0.0384162336648	0.016825572954
a	0.0039530441231	0.025913361846	0.033176259756	0.09362467866	0.18990463294	0.4483293774	0.1177754124	0.087323222774
p	0.00159525935216	0.00431411737208	0.0141694271274	0.04374887564	0.1596757272	0.3211262548	0.38202105848	0.0733492917168
ò	0.001057418553	0.00297738316826	0.00619875648088	0.011684575236	0.280666661	0.09094599226	0.59151660068	0.014952642172
t	0.000488557275209	0.00194963380847	0.00371883004526	0.032997253225	0.15706164164	0.214715503	0.56765257124	0.0214160427
t	0.00160098980839	0.00935914989148	0.003066577363	0.011106547614	0.223188954	0.13559653256	0.561350809014	0.054730447192
u	0.0620349449478	0.0135917971625	0.0136804137784	0.0840995329265	0.11479494692	0.2071191878	0.316008068	0.1886711206
</S>	0.000844664302711	0.00998934727028	0.00355186549797	0.00327362002154	0.019800439788	0.08892250026	0.275409616	0.598207976
