 	hai	già	mangiato	</S>
è	0.727918322788	0.0137293846544	0.023044059003	0.23530821667
c	0.749740212	0.2479250528	0.00135637538714	0.000978368957229
h	0.37730893502	0.3844926976	0.2346972024	0.00350117624
i	0.557068688	0.3952140042	0.00652403667	0.041193268166
g	0.1085375824	0.849545776	0.016065141874	0.025851522256
i	0.21319861468	0.268065008	0.4479199954	0.07081633902
à	0.046287583026	0.642245686	0.2107690297	0.1006977176
f	0.005665487546	0.3515074432	0.5445638448	0.09826319872
a	0.03320953206	0.1781994225	0.718563328	0.07002771568
m	0.00520107622467	0.13270296572	0.51368363	0.348412338
è	0.005571771524	0.04729119756	0.825801328	0.12133571344
n	0.00272986028052	0.01878427068	0.64218724	0.336298634
a	0.0324500690116	0.02562396554	0.714177962	0.22774798194
</S>	0.000559630415573	0.002357898617	0.1646487314	0.83243374
