 	quando	venne	Giovanni	Anna	aveva	già	dormito	</S>
m	0.61895699092	0.0321535625874	0.00595426390684	0.001308834376	0.00109940563056	0.00173156218278	0.0244033967424	0.314392004256
ò	0.797401067	0.00612883322	0.0002902529	0.00045687032948	0.000253649008598	0.000151637930966	0.0629662279067	0.13235150826
t	0.72329379	0.0879086262	0.00622474067377	7.69956559755e-05	4.75179449371e-05	0.000337336446903	0.003263903579	0.178847066921
t	0.71508618444	0.077629198514	0.0007511607046	0.00323998551804	0.00406398317573	0.0039701031996	0.169077290474	0.0261820969926
i	0.34126959218	0.54936233354	0.0644476004086	0.0118837380376	0.0029020920356	0.0122132938621	0.0058329199551	0.0120884328949
ì	0.2479211018	0.675524418	0.01855345088	0.0356031663921	0.00732753823795	0.000286000454794	0.000474547503721	0.0143097728075
r	0.201733830378	0.512091200537	0.0864279467797	0.00019405572536	0.00074308998338	0.00381016312424	0.0143887196849	0.180611005632
t	0.29477982216	0.2935032714	0.02206700146	0.130632248022	0.0243063599089	0.0216979385685	0.1893394814	0.0236738632646
e	0.347205910605	0.391628451494	0.1877629345	0.0240579949518	0.00487962576331	0.00288120793833	0.00142739816174	0.0401564271384
o	0.0496124351249	0.2931092312	0.49881842298	0.113949964498	0.0377492972147	0.00139584830637	0.000491221609383	0.00487354719247
G	0.199886813852	0.026516570684	0.555430693012	0.018525500442	0.0019732814408	0.00604918598973	0.161843131248	0.0297747718112
i	0.2656349844	0.1903289828	0.1684191424	0.055174263	0.013838253432	0.0449473134729	0.189084073004	0.0725729722
o	0.0343799114987	0.2288552556	0.65918361446	0.0538404728	0.01119100556	0.004809253818	0.0028422256429	0.0048982659583
v	0.198181676544	0.004297445264	0.352231395632	0.231549756336	0.014671205222	0.0054893564212	0.179544797144	0.0140343597282
à	0.2095559684	0.045852176	0.30227042548	0.19823488776	0.0133849323	0.041749876682	0.157548980086	0.031402740582
n	0.00620929966824	0.12244060506	0.26125104948	0.35117707474	0.0500525938	0.010114145596	0.012227903739	0.186527335805
n	0.008602470174	0.013610288848	0.04277423138	0.3989198218	0.0408636132	0.070500103	0.33838153138	0.08634793553
i	0.0916581277634	0.075445671396	0.1545907662	0.3730073516	0.0762696752	0.06575895748	0.05522755227	0.108041918618
e	0.0123459632215	0.0293423644358	0.06249111	0.454336452	0.2521385046	0.12582133186	0.019677464146	0.04384679325
A	0.0517055469824	0.00108358879136	0.010933163928	0.44395359732	0.2812567004	0.0217534728	0.180996833241	0.00831710123616
n	0.0874549519228	0.0359809058154	0.03326242065	0.3410143548	0.2625370676	0.034296839888	0.0801990597615	0.125254377666
n	0.0044720525874	0.0203329914362	0.01031925606	0.3043185834	0.208879238	0.1128484523	0.32014827712	0.018681129352
a	0.076097587297	0.0712711148237	0.072362155792	0.17532612	0.148908522	0.315016758	0.0773908562	0.06362687724
g	0.0101239462114	0.019616909507	0.021028323772	0.22690404692	0.182716708	0.391402564	0.0842414598	0.063966079
i	0.074168562908	0.0145925153048	0.008662461014	0.15967629662	0.1820190076	0.2407093094	0.2961756836	0.02399616036
à	0.0167484062893	0.0245208224861	0.056551454806	0.1463033284	0.1714241808	0.32564305	0.203096222	0.0557125308
ì	0.090460929982	0.00175154990064	0.00387203602668	0.0422230088	0.2715559172	0.1628945832	0.39230349614	0.03493848649
c	0.179067024888	0.00128571245692	0.00717333936972	0.07955901582	0.227586672114	0.246103128166	0.2230747344	0.0361503734
h	0.370618788559	0.010300605616	0.036499831846	0.0990549998158	0.0568792864808	0.0757869451572	0.304285924948	0.046573629452
e	0.044168859829	0.0266424355061	0.0598198243418	0.06579126508	0.117078008168	0.1964164076	0.3932473746	0.0968358321
p	0.000275801533577	0.000505652161481	0.00202672986314	0.02114473729	0.03641604532	0.0834215352	0.43894992	0.417259586
l	0.0313288150324	0.0041120015056	0.00211407398966	0.00948407749	0.02960288194	0.1477890484	0.73338318	0.04218591394
ò	0.199509783752	0.0234112603606	0.05095659128	0.0388370890818	0.042543184132	0.180642015	0.3467271734	0.1173729338
s	0.00033350077518	0.000818082953	0.0005906983252	0.0034939541322	0.0069545312872	0.0335582674	0.664961894	0.289289054
o	0.0142451091976	0.0121589224241	0.00945783651348	0.004856635964	0.0152357555	0.044076231	0.820159064	0.0798104258
n	0.0348990693015	0.0429192287962	0.023030404704	0.0260328392764	0.019578383098	0.0434586694	0.3407595514	0.469321858
t	0.0029634929491	0.00184238657238	0.00027704527328	0.0017565159112	0.0043885799	0.0444996614	0.697289532	0.24698278204
a	0.01543447411	0.0126977322265	0.0135618686146	0.023651529297	0.026500189912	0.1729602582	0.410682538	0.3245114262
</S>	0.00147816143038	0.000694369093701	0.0011272085052	0.0040157529258	0.005521041736	0.0385543962	0.21017655	0.738432504
