 	questa	canzone	venne	scritta	quattro	anni	fa	</S>
ì	0.697455443723	0.02441637474	0.0157126995008	0.030160263776	0.0072223086931	0.00962574536183	0.0180253191934	0.197381826045
s	0.671967946609	0.324728366769	0.00103103179613	0.000134921776885	5.3618636722e-06	9.59143815026e-06	0.00174552461048	0.000377221501797
o	0.58375437814	0.25158584204	0.001007604324	0.0019433736752	0.000224552037363	0.0032357462864	0.142396845313	0.015851675305
t	0.59931649588	0.39233663138	0.00740404146374	0.000775162335288	9.751741181e-06	9.88271163e-06	4.57351088107e-05	0.00010232351553
r	0.40367908884	0.2949921595	0.026204340446	0.0655179000276	0.0126148318319	0.00982563236418	0.0149841028166	0.172181942868
a	0.7194680346	0.0552666522631	0.222286186282	0.00135371370072	0.000267908119708	6.3142096676e-05	5.90356628917e-05	0.00123527301617
ù	0.232474427352	0.52377888	0.17225579654	0.0100030813	0.0002561634318	0.0019637319564	0.00583928054916	0.0534286498618
d	0.00645682523021	0.699625626	0.118303426552	0.0005366445292	0.000238709308588	0.00983072382666	0.101900261548	0.0631077633662
i	0.06244731092	0.2472252836	0.2118120898	0.1746764021	0.0510614416346	0.066547275204	0.16156131331	0.0246688794988
ì	0.0216130884875	0.239431917	0.5197246834	0.1411653084	0.004316516624	0.0126328379211	0.0259910491759	0.0351245839463
r	0.0016813151328	0.2361336098	0.5437183389	0.0210286547	0.011310329051	0.136579437119	0.0194570550772	0.0300913052879
t	0.0056524035714	0.05957786962	0.2266117586	0.342659512798	0.0583392958956	0.07873694082	0.200222465143	0.0281997698902
e	0.0824380416	0.017358338745	0.320254756046	0.38188197058	0.0594743996	0.048861553798	0.0238198212674	0.065911123822
g	0.00457258078911	0.0540310267328	0.1507606962	0.5745823348	0.06762999474	0.051442373006	0.0616792758628	0.0353017217903
r	0.0256101320515	0.02257215138	0.06521047524	0.4309558096	0.21956309154	0.06232787496	0.130329120356	0.0434313870514
a	0.06130536346	0.00632133308	0.1550559048	0.4541858128	0.0962023984	0.07373490408	0.05005560088	0.103138641716
m	0.00181914772253	0.0122118957062	0.07208165486	0.469528858	0.16903225126	0.1588377544	0.04458295404	0.071905495996
m	0.0084360644264	0.016877210548	0.021745763332	0.3843721886	0.1038168664	0.21802714686	0.197282068936	0.04944265183
è	0.181704335174	0.00402583714	0.205157710409	0.1079471858	0.08957135162	0.052701276908	0.12419016207	0.234702150182
n	0.00108587692298	0.002722211668	0.03012599234	0.460984726	0.1754365026	0.1961656601	0.03566982414	0.09780922862
o	0.039924397613	0.00753896015694	0.021841803582	0.2710146888	0.3013026658	0.13384784	0.19815041406	0.02637924338
t	0.00166505303254	0.00163785012377	0.034256007588	0.2056886372	0.381937464	0.247092063	0.05626850404	0.0714544307
è	0.0044544691612	0.00380687698719	0.010949189976	0.16998579714	0.3373692954	0.362443633	0.09571666278	0.01527407256
s	1.15281021026e-05	0.000702371898	0.0048673451	0.0975508412	0.412828232	0.231835662	0.18499491614	0.067209099194
s	0.0112265251146	0.0205716238782	0.0210295020346	0.2167494322	0.21615261306	0.2768832976	0.19705596926	0.0403310057
e	0.0416483685622	0.00364962722872	0.0410434901941	0.146305534	0.417367098	0.239342566	0.0618715924	0.04877171853
r	0.000463687184931	0.000229071075151	0.004935023093	0.04890131758	0.22951308	0.367884392	0.181764306	0.166309113
u	0.00745281038632	0.0015379018812	0.001745457948	0.02638681786	0.25831951626	0.583737716	0.1101037528	0.01071605332
c	0.00013547478742	0.000524977732038	0.0170651705636	0.142766087288	0.125754016	0.52005774	0.1080019082	0.0856946348
h	0.00237314120535	0.00923984456	0.002100088984	0.18705617536	0.129035866372	0.234188739	0.370940621128	0.06506555278
r	0.034153781358	0.00164016886	0.071923798229	0.1402871066	0.1244529208	0.3510028456	0.2423193278	0.03422004586
ò	0.0201994300139	0.0010135501976	0.006829216208	0.015662878086	0.12317691996	0.3073293408	0.4462029912	0.07958567445
n	9.16315545155e-05	0.0001067554923	0.0003905225804	0.0030615766666	0.0245454284	0.072319308	0.591531222	0.30795355
u	0.00333896723532	0.00454409624594	0.00755646187814	0.0617008168	0.1709330412	0.320686052	0.384435526	0.04680503
a	0.00288253511475	0.000279340312691	0.00488359805452	0.10116515582	0.10620058826	0.1833116092	0.1680212052	0.433255992
m	0.000761403933644	0.000607723426126	0.0085500296108	0.0075838753626	0.23695598286	0.2930435452	0.328013106	0.124484356
p	0.0039716373994	0.00189689055522	0.0012757760392	0.007771671306	0.040563158292	0.2829778042	0.603245456	0.0582975867
ì	0.16173289801	0.00360206464932	0.0368126735492	0.05254230082	0.13032561132	0.2717514488	0.3160945141	0.02713844826
</S>	0.000285147756769	0.00021135061686	0.0004222780815	0.00111410774	0.0101962079	0.0484856792	0.634835784	0.30444943
