 	se	vieni	ogni	giorno	a	casa	mia	compra	il	pane	</S>
a	0.472227497804	0.0066374015748	0.0047076964624	0.001605574276	0.00436465832	0.158505232856	0.009881702786	0.0659700748975	0.035509690437	0.0318780628697	0.208712404417
n	0.511767488172	0.25119005	0.03290177674	0.01404104104	0.04831758477	0.00070736695024	7.43314694e-05	0.000167970869824	0.0217195238168	0.100338315695	0.0187745783057
è	0.18512076846	0.226433403788	0.2692630064	0.13433027319	0.0371997359292	0.026332834289	0.0148797209301	0.00180554207564	0.000335996262952	8.0376680624e-05	0.10421838913
r	0.108777193868	0.5669653932	0.27691108108	0.041124194974	0.0056129256008	6.867344164e-05	1.8941496e-05	2.8142010744e-06	2.28748329447e-05	1.23500580635e-05	0.000483535488123
k	0.040808040372	0.2940054701	0.26302192041	0.0839254756	0.22439690472	0.0364008842392	0.011863913966	0.00595164073366	0.014017081446	0.00865965715934	0.0169490253552
e	0.15492209626	0.356012943	0.20624918588	0.146893914393	0.119354608147	0.006950469148	0.00660860689652	1.965180325e-05	0.000543066399073	7.54056889572e-05	0.00237004948107
s	0.088804885396	0.1993771192	0.4883234408	0.1503780046	0.049807391718	0.00886821226	0.0120777133655	0.000100980043884	9.69740446874e-05	6.61750800249e-06	0.00215860950175
e	0.0172770273	0.152473245152	0.39882998	0.17083134412	0.1654289504	0.028484918996	0.014204639598	0.00560857370022	0.0119347647746	0.0264490307374	0.00847750040139
k	0.00908433296384	0.027007953	0.5463239692	0.2227268486	0.1678523506	0.01050564974	0.015531878528	0.000308024377928	0.000280181145412	1.32722095026e-05	0.000365530452078
a	0.008594077756	0.019328803784	0.25185519263	0.29597888042	0.116302218	0.0554265852	0.03028803798	0.0194463681232	0.0861348328542	0.096262979503	0.0203820059132
i	0.00737784672975	0.02317787958	0.364180734	0.32166415	0.1779304	0.07177959532	0.031049886812	0.001835737068	0.0003255562798	5.704566704e-05	0.000621169217678
m	0.00155090075954	0.008652821874	0.0867779936	0.359456562	0.333597224	0.0486318291	0.04230186624	0.012373333868	0.030767937347	0.0131699100216	0.0627196574784
è	0.0104934219528	0.00689988829	0.03498188702	0.27928007096	0.140961764	0.1041469421	0.08397105068	0.104077478594	0.131044673828	0.07829378608	0.025849006888
r	0.00557399760884	0.0165342534482	0.076245498	0.39926361	0.240949588	0.1821137391	0.05458674978	0.0147763263476	0.0008612295644	0.0071183955984	0.00197662406496
i	0.0438253365705	0.0123195198	0.09100817748	0.24511932506	0.19595703	0.1951176428	0.061682619	0.0135195002076	0.0641981831406	0.03012400496	0.04712866495
è	0.00270464517219	0.00328816110078	0.014469315536	0.04937495936	0.299600011	0.403325792	0.1616305784	0.06120847417	0.0023932232	0.000606208518	0.00139864153692
s	0.00132243738563	0.0149758217662	0.072705464906	0.1042808744	0.180310982	0.3028745812	0.1061287062	0.03000471332	0.0567703772022	0.0770186498656	0.0536074030772
s	0.00266498043595	0.00484053009954	0.04467279764	0.0897337968	0.279125688	0.2469303162	0.15933462	0.010886407832	0.05705668108	0.06805432274	0.0366998702952
u	0.018605156487	0.007231161768	0.01530617616	0.019892211558	0.1421532832	0.3217219295	0.2775497452	0.016985099274	0.08438845508	0.08130629325	0.01486047796
m	0.00324402125118	0.00829972692782	0.00866787298088	0.024144446024	0.05495971986	0.290223357	0.45278093866	0.1097014836	0.032049661086	0.004406741546	0.011522012692
u	0.00463983633143	0.0337431907585	0.0443858486108	0.04212122298	0.0876239822	0.2715486358	0.22600321832	0.064831667	0.05033124402	0.1461173232	0.028653830566
a	0.00153207521199	0.0039672891225	0.0040146303322	0.012899184352	0.0277298966	0.1996810338	0.4337966376	0.2601946072	0.028429485674	0.006528989646	0.0212261934
v	0.000102054229213	0.00036891266024	0.0026371190904	0.0037465068772	0.01115745374	0.05453238056	0.2111511322	0.3290484606	0.11040736788	0.2063020416	0.07054657423
ò	0.0020750977641	0.00564943376786	0.00423775196678	0.01310190266	0.02732237946	0.20045986	0.1657213704	0.0546957832	0.08639209608	0.3981585826	0.042185715
r	0.000974447602004	0.0120178435069	0.0415144064172	0.01773997618	0.00844197966	0.1260481808	0.25410403606	0.2045378846	0.117508733296	0.176834671	0.0402778124
a	0.00313870112015	0.00194799175	0.00498203199	0.081920333288	0.05824087136	0.1402947254	0.1939686058	0.063799283788	0.066829214	0.3565108614	0.02836742396
s	0.00617237768518	0.0121702851638	0.010943524082	0.02461605378	0.004630125046	0.12162148814	0.0897124943	0.1130947284	0.33034039295	0.0949225516	0.191775953
o	0.0012732721838	0.0058789040836	0.0146325785697	0.0515708981068	0.015666963454	0.1171929922	0.11255389426	0.077397145246	0.1783305954	0.376081599	0.0494211451
t	0.000348075330291	0.000342848258789	0.000568361024139	0.00229795162287	0.0027192075484	0.195943415027	0.03984140996	0.1121492404	0.30325551654	0.19627052066	0.1462634632
o	0.000753926918986	0.00989008139848	0.0141931208777	0.0232353427863	0.0093532377808	0.0799900769	0.03634760354	0.068830573973	0.2107710326	0.507865368	0.0387696292
t	0.000155937779328	0.000144598387876	0.000255080651036	0.0015903550686	0.001877218968	0.192713380041	0.03137311672	0.09979405308	0.195297345326	0.28726712186	0.1895318058
s	0.00109399716225	0.00962227520727	0.0118327008681	0.018147584239	0.00753218857	0.0810738281	0.02337989774	0.0709490091866	0.19064634246	0.53722711	0.0484950811
o	0.0013776638802	0.003077788518	0.004799330168	0.003844091618	0.01020118946	0.09029938902	0.03173852086	0.0984571876	0.250253121	0.3305975968	0.17535412826
