 	la	casa	la	costruiscono	i	muratori	</S>
t	0.645892692876	0.0314383011726	0.0106577113072	0.0455031206624	0.0032786155546	0.0142807003085	0.248948794442
o	0.73384252	0.1633064524	0.037739050818	0.0359987680902	0.00188681961929	0.0142057709093	0.0130206145228
s	0.402322406	0.506508202	0.0694241612	0.0096274416872	0.00060483004856	3.7990597122e-05	0.0114749155772
p	0.21054904416	0.247676732	0.24351380734	0.16862398342	0.03271665722	0.002686884306	0.0942329779387
ì	0.484084416	0.2878350564	0.175430880997	0.0436644586472	0.00157336383707	2.9246793274e-05	0.00738261813027
t	0.186665585593	0.725069624	0.0758495552	0.011529846584	0.00062545784802	2.821593744e-05	0.000231725710988
i	0.1274998748	0.36981365392	0.3663252448	0.051565207626	0.0320818236684	0.0371979181551	0.015516300171
t	0.040335496116	0.411220384	0.460937442	0.0852242919	0.00166333767	7.7521836714e-05	0.000541559378777
o	0.04803132674	0.2387726339	0.449359394	0.09352528584	0.069312487576	0.0669910516302	0.0340078576868
f	0.0171950804398	0.17715475068	0.469482156	0.3313590846	0.003446082872	0.0002827383682	0.00108007276933
a	0.006769679938	0.04284595376	0.2766781253	0.4285748851	0.034243010071	0.181289013188	0.02959932812
b	0.00341936771471	0.0660670595	0.2574292964	0.62197528	0.04774162173	0.001007159568	0.002360203372
b	0.025329275526	0.0442524987	0.2692126226	0.4582819345	0.02152185852	0.16866831792	0.0127334947
r	0.342241700874	0.185905552852	0.03037928362	0.05986169714	0.205211428732	0.171863152499	0.00453719926
i	0.250948551133	0.02037474754	0.1827629661	0.2527108988	0.18929781694	0.0776209082	0.026284046116
k	0.0111138662912	0.0540878637724	0.1100040472	0.4823783668	0.163421804294	0.0105950425	0.16839899637
è	0.00902065547	0.038662194536	0.05982829512	0.434206367048	0.038742237	0.2367312757	0.18280895844
o	0.00248464455532	0.023929634562	0.04045710626	0.438824048	0.371099604914	0.0855371156	0.0376678534
n	0.00330640058137	0.0158745963618	0.01725511022	0.2742834838	0.41417583307	0.1990506728	0.07605392036
e	0.007261723438	0.0170201607	0.078306351076	0.151026338656	0.096412374	0.61677648	0.0331965842
i	0.000822632074873	0.0163026479163	0.0263973085	0.50085502554	0.27134431768	0.1571093154	0.02716874634
f	0.000299414191048	0.00732809341973	0.007394841844	0.19859295394	0.32848454666	0.414446318	0.043453840148
a	0.0115689028228	0.007360479144	0.022234659044	0.064115161748	0.1431145653	0.71810724	0.03349900266
b	0.00101804448973	0.00521241191438	0.009418864032	0.46419156266	0.12141275218	0.3066942668	0.0920520764
b	0.0149674448314	0.021985952146	0.069909196526	0.214218161883	0.07397411948	0.593864964	0.01108013601
r	0.298760589858	0.125035560291	0.034861401145	0.08063162518	0.16190721774	0.2887611908	0.01004238362
i	0.231236076477	0.0023281922681	0.032372481042	0.039609061312	0.17040357232	0.41632926	0.10772130684
k	0.00269630881445	0.0031519893331	0.00574180222342	0.0405348799146	0.214777295637	0.34633939	0.3867583248
a	0.005454627442	0.0311466448692	0.019620459914	0.134265358636	0.15879627023	0.5638987	0.08681793522
t	0.0622310328362	0.0254759184535	0.024649640172	0.171419131438	0.117688210127	0.3267285574	0.271807517
ò	0.00258989801	0.0110078919722	0.0474830212986	0.0366029073376	0.017800090408	0.861693316	0.0228228632
r	0.0112206488332	0.012285155039	0.009903060853	0.106270835586	0.196647651322	0.539453274	0.124219409
i	0.109463277631	0.0256393798226	0.040850385636	0.08681796666	0.1901353635	0.514355528	0.0327380706
</S>	0.00127992597663	0.0037753608442	0.00298109079495	0.0231443926976	0.0407108944284	0.25615547354	0.671952862
