 	la	pasta	vuole	sale	</S>
i	0.726949705242	0.0134915500797	0.0018770862551	0.0054862713812	0.252195423685
p	0.515502876	0.1647274012	0.29603040032	0.018753011714	0.00498630110465
à	0.0697499759	0.161396894	0.1629418412	0.437314795294	0.1685965037
s	0.1855981094	0.612032354	0.1909807608	0.0092326350242	0.0021561522136
t	0.27777545	0.366302452	0.276827514	0.051552199708	0.027542387585
a	0.04154501986	0.60851101946	0.02719545356	0.316360106721	0.00638838124
t	0.143996689132	0.3178579448	0.499314416	0.027274955134	0.01155598324
è	0.0079733983	0.0961199134	0.40623104362	0.48333432808	0.006341349548
l	0.0180318549886	0.158954275328	0.649188574	0.12280871704	0.051016605412
i	0.1923329478	0.1382883596	0.420712282	0.2027619238	0.04590450338
à	0.02800546296	0.0799272187112	0.3957358972	0.3664019342	0.12992950936
l	0.0002080862846	0.0295238111452	0.3979511604	0.533171674388	0.03914525906
a	0.0156913545468	0.00712381826	0.0896305138	0.721055468	0.1664988873
</S>	0.00283197362669	0.00932512171432	0.12535737812	0.3269865114	0.535498982
