 	noo	abbiamo	deciso	che	oggi	avevamo	andare	alla	spiaggia	con	mio	fratello	però	lui	sapeva	che	faceva	freddo	e	non	è	venuto	ma	ma	lì	che	il	mare	non	mi	piace	quando	fa	freddo	</S>
e	0.477636768933	0.003158452567	0.005865905946	0.0049140851028	0.005741702896	0.00572610701704	0.00996579546676	0.00807487666969	0.0113179745763	0.0173493090561	0.0140435548786	0.0206049595448	0.0132423678297	0.0106999192409	0.00514248338625	0.0109752744803	0.0172427609903	0.0234599589367	0.025504939401	0.0197273556806	0.0170152030746	0.00706315567317	0.0181495756701	0.0195449196305	0.0593380916075	0.0520898713927	0.0143930525621	0.00825389857052	0.0140836303207	0.00360319191099	0.0103540895939	0.00133072938252	0.00936758391628	0.0349554239619	0.0200630204117
m	0.540743509424	0.364172184609	0.0530955217548	0.0304984446668	0.00213007924145	0.000129388654685	0.00300758070529	0.0059644435527	1.13731644165e-05	6.21468556233e-06	3.9648892217e-07	1.22073036449e-06	2.8913129402e-06	2.01550753183e-07	4.04656416242e-06	2.95804814486e-07	7.13458028805e-05	1.47261384087e-06	1.15383050145e-06	3.30143647767e-07	4.67866669306e-07	9.31683654945e-06	5.98713592953e-07	4.25347787924e-07	2.1429224288e-07	3.13279865057e-07	3.42216249322e-07	9.51341556904e-07	2.2021751864e-07	1.58581620217e-07	3.28151605644e-07	7.13755505971e-06	4.18269145921e-07	3.88547562853e-06	0.000133117325195
ì	0.6668117032	0.125310941376	0.0118629071732	0.0206108822574	0.0105548835583	0.00586959094696	0.0362081126046	0.0456530033011	0.00570100005336	0.00817717054806	0.00319724128347	0.00607723367301	0.00245792526294	0.000375111626146	0.000488630023936	0.00159742990806	0.00191676930465	0.00255167073436	0.00585605659556	0.00547750009449	0.00469697832742	0.00800434988231	0.00441808415546	0.00258010793223	0.000779891829022	0.000230978493456	0.000174066935396	0.000156589940659	0.000118420363906	0.00017701109982	0.010407432056	0.000347607591926	8.9304473682e-05	0.000104259896111	0.000959148501627
d	0.15526466322	0.664795352	0.09439284324	0.069139018591	0.0100165600253	0.000439101237927	0.000429898839241	0.000368586068985	0.000287867910332	5.8536956292e-05	1.39379405393e-05	1.78959901408e-05	5.41289169183e-06	8.62561631968e-06	1.56218918571e-05	5.68333505903e-06	8.79329353853e-06	2.02185699434e-05	1.06782180526e-05	9.98329528645e-06	8.39676866844e-06	1.00115530818e-05	5.83055085638e-06	5.20800351457e-06	1.45510109374e-06	7.49110222998e-07	4.29307988467e-07	7.12335470136e-07	4.08410176e-07	2.55322556914e-07	1.68739966194e-07	2.09810496335e-07	1.59650018494e-07	1.8146424893e-05	0.00463859007985
e	0.32842501107	0.24105159928	0.1248591657	0.085234302764	0.0385966341652	0.00959332518549	0.0184576555779	0.0273326752153	0.0185086220887	0.00732929872969	0.00761629337958	0.0130861974672	0.00833394339207	0.00577752602203	0.00281809389556	0.00450182443943	0.00400960537611	0.0143176521053	0.00522569900119	0.00621076725696	0.00421124870567	0.00940109945884	0.00144932974587	0.00108708368445	0.000743720591922	0.000565260487258	0.000601390127659	0.00180657146318	0.00052595824553	0.000250738632166	0.000115613933998	0.000256807832398	0.000641411417823	0.00179710520444	0.00526075385295
c	0.017821668928	0.630568638	0.337372265	0.010610992764	0.0022434292231	0.0003237269827	8.5161692178e-05	0.000389329047918	7.89427923781e-05	3.20341978943e-05	9.55086216274e-06	1.0157597408e-05	3.35517477468e-06	1.77256911786e-05	8.94872926828e-06	3.65418852516e-06	1.14636805636e-05	2.25420727693e-05	6.717170285e-06	1.95698980977e-05	1.31661491625e-05	5.16451959465e-05	5.32303473709e-06	3.22452206743e-06	6.67409862035e-06	5.72032056435e-06	2.46840640853e-06	2.87937079643e-06	2.93867267164e-06	2.08215339914e-06	1.88787664542e-06	3.13916935588e-06	5.44721598117e-06	3.86824915638e-05	0.0002148213692
i	0.0886952305344	0.127182871381	0.21298215618	0.15417675342	0.098637860252	0.0136737067659	0.0178407967029	0.0959102776139	0.00927573148962	0.0062051164564	0.00244288342873	0.0122065164261	0.00193382244063	0.00297386137907	0.000923696050587	0.0157255300903	0.0369484264141	0.0062862656589	0.00413893985896	0.00513077362023	0.0059947121789	0.0372953480908	0.0181865696666	0.00426260695662	0.00103527027362	0.000946357938649	0.000235200800861	0.000688356586134	0.00023329062407	0.00058508884116	1.58281457234e-05	0.000158031737778	0.00012793935685	0.0161044084835	0.000839753556125
d	0.0038186370228	0.5152788972	0.442944626	0.0271934611	0.005128155467	0.0003657219215	0.000194935231834	0.0010893360519	0.000406890839669	6.21148084726e-05	2.68169909825e-05	4.24257731632e-05	1.8747152434e-05	6.43175809077e-05	9.2042062925e-06	1.57393924742e-05	8.57868172767e-05	0.000160968878615	0.00013203834134	9.64642655541e-05	7.2099307943e-05	0.000167089616431	5.35586769841e-05	1.88973074438e-05	1.97983079884e-05	2.0746620977e-05	1.02955145615e-05	2.16781593961e-05	1.96557382765e-05	1.80192617137e-05	1.11955645426e-05	6.73211109947e-06	1.83019597657e-05	3.52735991974e-05	0.00237143072924
è	0.0393162861593	0.11748783384	0.3594209108	0.1500713784	0.04640327508	0.00484044191804	0.0209416570464	0.0759140212954	0.0239305270215	0.0094850378039	0.00269825589036	0.0186910963436	0.0185585496882	0.00432591772671	0.000500059297125	0.00684265815546	0.0155287784252	0.0136615167294	0.0103859688403	0.00756663751848	0.00626659744524	0.0139094756542	0.00319716884801	0.00182287759598	0.00331777900536	0.00232986327187	0.000273872213146	0.00238033919948	0.000683439249383	0.00031987412397	0.000177378695211	0.000185779347742	0.00037260078958	0.000774414018973	0.0174177081479
t	0.0011981524174	0.2904765912	0.51780858	0.115295701	0.05806128242	0.00564749248124	0.00358680415501	0.00182465108004	0.00120929099786	0.000579435309404	0.000243487037369	0.00023700570194	2.7621944196e-05	8.83281519108e-05	0.000286544916914	4.96082377033e-05	5.4064618589e-05	0.000208460434732	0.000143683626637	0.000150736731569	0.000142635137145	0.000267437995147	0.000110971790564	0.000117653798171	3.77514278837e-05	2.40607705985e-05	7.7077377587e-06	1.59315811385e-05	1.14438178334e-05	6.08450757605e-05	6.4533421939e-06	6.25483604506e-06	1.89178096945e-06	1.55253749488e-05	0.00199589331464
