 	quando	è	arrivato	Giovanni	Anna	stava	e	dormiva	</S>
m	0.601871883544	0.052237728562	0.0101139190606	0.00398976730072	0.00183151812064	0.00161318323932	0.00687730854258	0.0441851871721	0.277279475548
ò	0.7881533714	0.01022776806	0.001335336014	0.000270440813	0.00037817013584	0.00020350829573	0.000344799871954	0.140651754761	0.0584348769837
t	0.723730452	0.1088994112	0.0087754764	0.000686228980375	1.53956912325e-05	9.00913330526e-06	0.000311673280966	0.0283526342522	0.129219734235
t	0.698513103914	0.09039232534	0.002254249004	0.0002479089054	0.00283795645044	0.00390232199254	0.00486644092773	0.180433702829	0.0165520510249
i	0.28080429072	0.411168576878	0.170973366244	0.122966268572	0.00335926346915	0.00227910831566	0.00104614844949	0.0021656973016	0.00523729998492
è	0.17869824222	0.571968286	0.2088969026	0.0090439121256	0.0164895031115	0.000260083678214	0.000243444007966	0.0014091981813	0.012990430831
t	0.214877409264	0.34057907908	0.230390756596	0.0168585708893	3.631585742e-05	6.80826522243e-05	0.00234088026016	0.102463256864	0.0923856540907
t	0.12701315494	0.40198614	0.19093547956	0.03107672696	0.0130526778692	0.014751616008	0.0124103870159	0.201741241591	0.00703259163519
a	0.265618445756	0.1539887263	0.3257114568	0.216180085244	0.0130436704541	0.00400214096431	0.00106787221142	0.00157961310884	0.0188080086657
s	0.067744617043	0.29499559676	0.5120687448	0.080875420064	0.0331433870272	0.00189166257923	0.00138831531556	0.000657402851333	0.0072348469804
e	0.03638065974	0.3333281712	0.2553357528	0.21028351764	0.02949475506	0.0602117143857	0.0230916715768	0.03141608635	0.0204576586156
o	0.0367149955948	0.15910758749	0.3482647932	0.4274934615	0.0118976473	0.0035430922468	0.0065607330304	0.000879675432184	0.00553799264152
G	0.19867348551	0.0041245705624	0.15266705378	0.432412838932	0.011866684988	0.000711274462	0.0084069896296	0.174916386982	0.0162207613209
i	0.1801728664	0.1589632324	0.1593673324	0.2196597696	0.0634092254	0.02951069454	0.03596817204	0.05005873435	0.102889965148
o	0.0367665158588	0.112682868984	0.355691324	0.4465731461	0.0325294208	0.00730869786	0.002774976928	0.000499950317431	0.00517311647108
v	0.186085518692	0.0074249812133	0.0893341315	0.331045952937	0.18161212084	0.004663423868	0.01340581602	0.178723355537	0.00770471000417
à	0.1359645724	0.08502586552	0.1505536534	0.22130592152	0.2225055288	0.04291141182	0.0303680762	0.0597503166596	0.051614692704
n	0.00041226182228	0.049676976194	0.1734846515	0.21390465898	0.3421713486	0.01588638118	0.006332524548	0.0437025172259	0.154428708545
n	0.009553912342	0.00607161024	0.02703902772	0.07339650224	0.3475365508	0.1165113598	0.0731334066	0.283641596401	0.06311600581
i	0.071405905782	0.0179018132841	0.0361151632	0.2403847686	0.3525138808	0.1085441782	0.0639583143	0.0445471713466	0.06462885705
e	0.0107323195878	0.0273130992057	0.0418110298528	0.1077584188	0.3858379608	0.319981572	0.0606567444	0.016120199724	0.029788682294
A	0.0183717015875	0.0074008982701	0.0127824520164	0.047931831152	0.4413881142	0.2477031982	0.0432520798	0.173729063678	0.00744067274541
n	0.00587511375564	0.067078003498	0.106161836306	0.154098498995	0.33019452262	0.1206527656	0.01442626936	0.132637409252	0.0688755915043
n	0.00561597772022	0.0156976181449	0.011728716324	0.02979742058	0.2540941368	0.2737104504	0.0673431654	0.32006405916	0.02194842977
a	0.0628996362368	0.0436340377693	0.040415315254	0.107156279294	0.20649179	0.352623684	0.1350577952	0.024267418604	0.02745400724
ì	0.00751945921649	0.0116024661492	0.021197724348	0.024142241822	0.19178924626	0.413428778	0.2698418018	0.022543677312	0.0379345752
s	0.125820112422	0.0310234572443	0.0341265491414	0.015373553959	0.1119233098	0.3288671218	0.1269987778	0.179637511819	0.0462296213268
t	0.0099952594348	0.0160424393533	0.01517015703	0.01760324962	0.1297499894	0.2859496048	0.1480958394	0.3239539634	0.05343948484
i	0.047933966343	0.0155144106047	0.029067939154	0.101362140868	0.07935190736	0.25318637	0.337546814	0.0392361224	0.096800295264
g	0.00688485505241	0.00989727876796	0.0129008765503	0.0120247148408	0.093390204654	0.27742397	0.3663873896	0.103468433626	0.117622286
g	0.0321017322579	0.0448423668187	0.0133817317418	0.0030926602128	0.09702798886	0.26500243252	0.351497878	0.1702501592	0.022803030542
h	0.17409212873	0.010161245034	0.06181269603	0.061558114666	0.040116713134	0.114514929	0.3231766632	0.166396226667	0.048171305772
e	0.0705958711236	0.0512268503923	0.01106453599	0.0161836401208	0.02298933852	0.1107868292	0.246218286	0.2362176852	0.234716963626
c	0.000689200675383	0.00108976519181	0.00142738944918	0.00122963901812	0.023151698684	0.1309696872	0.2401061026	0.241274572	0.360061974
è	0.0710278931803	0.051961370706	0.012012500612	0.014293796196	0.0316972024	0.103681336	0.320464118	0.342733524	0.052128261698
