 	se	vuoi	restare	sempre	magro	non	magniare	la	sera	</S>
a	0.601142431624	0.02376940844	0.002680765472	0.012131496728	0.00293795139275	0.066018937884	0.00296386493355	0.0461421612649	0.0383764821248	0.203836474278
t	0.208884368092	0.537376211	0.2340482095	0.017541666876	0.000923880873295	0.00034731030854	0.000159281439735	3.67877701988e-05	4.04678662405e-05	0.000641845182958
e	0.202500354453	0.5207616552	0.071512512194	0.0079741268168	0.0530473249442	0.017724530962	0.014775657194	0.00737472815804	0.00795625150545	0.0963728065542
l	0.0080023721	0.867466552	0.08724135388	0.034504327368	0.00225748068719	0.00027076022989	7.33315807192e-05	1.28208065805e-05	5.17338312593e-06	0.000165837831633
ì	0.131571346083	0.4090349158	0.1242781424	0.07630050826	0.0640804599907	0.0299492326538	0.027873143551	0.0272907996565	0.0730450051218	0.036576465469
s	0.0843244664716	0.638455426	0.233713204	0.03818354602	0.00452267416555	0.00045103831628	0.000174748371246	3.7192174655e-05	1.08348926546e-05	0.000126853574944
i	0.00902520303	0.496348262	0.230502478	0.07533042254	0.0658985977036	0.0437404547053	0.0295209371956	0.0190003996464	0.00474732937606	0.0258859579602
n	0.0140354458531	0.4324924772	0.4386063888	0.0996848206	0.011875090826	0.00265298125108	0.000434792480324	9.65698855736e-05	3.92441106285e-06	0.000117542516624
a	0.0012953942928	0.3983154704	0.2826971268	0.086798779	0.0689461157924	0.051867629716	0.0400994035305	0.00617029484604	0.0490648502118	0.0147449448811
m	0.0242818863224	0.253069862	0.509159181	0.181393555	0.0263174702	0.0043493940798	0.00096793786646	0.000263146509966	2.53757553e-05	0.000172182919696
ì	0.040041707602	0.104130754	0.3942214054	0.119080891	0.0961008321	0.07108578292	0.051858391816	0.042046889706	0.0711709892689	0.0102624097856
n	0.0376948317402	0.0970716194	0.5009538844	0.23771323	0.08864613008	0.021244209232	0.0153088277	0.0006802968606	3.710092632e-05	0.000649856377775
i	0.080239911103	0.08613151356	0.2759154772	0.2481619744	0.0534210192	0.107145748539	0.058793844396	0.052970947117	0.0168053540356	0.0204141937915
p	0.0103479001552	0.0598790057038	0.1419320436	0.511580822	0.228823948	0.02997956828	0.015456717792	0.001554425838	4.9348601334e-05	0.000396206536928
à	0.0465156840387	0.05835825374	0.2041961432	0.3129258212	0.11457733744	0.068319449544	0.10208636812	0.045890157106	0.0391479120138	0.007982916396
n	0.00150671101367	0.0348710273095	0.0721815446	0.456597078	0.3232436228	0.04621751292	0.05380951006	0.008504232338	0.0012763900699	0.00179239663584
t	0.0332167255743	0.041126954232	0.07544722136	0.3840528312	0.1478121132	0.103010991586	0.07943253654	0.08903619404	0.0353569912666	0.0115074482688
a	0.0242611625711	0.020781193514	0.026017866572	0.33550271868	0.26082268809	0.0457176051	0.197003870116	0.021823876332	0.0363317084106	0.0317373299268
l	0.00574144790046	0.0378993146315	0.031746921203	0.098794115	0.545767492	0.16018678686	0.08538954652	0.01620437066	0.0008834165064	0.0173866122252
e	0.0170453855122	0.0283721581918	0.0288955282	0.15051081516	0.269309290962	0.12437188234	0.1491552294	0.0957989274	0.118100135854	0.018440659326
t	0.00168291782027	0.0183719781206	0.006536939684	0.1758645008	0.417172124	0.212817249	0.119115182	0.03542015808	0.001807475336	0.01121145533
t	0.00168667272066	0.024502591876	0.01630536795	0.19127269662	0.310778889028	0.11446634836	0.08640409934	0.0393239044	0.14186920282	0.07339022376
ò	0.0078318081136	0.01213947876	0.0050305494	0.217350238918	0.33699526446	0.0738643034	0.08913098568	0.0424729714	0.16112576468	0.05405866347
m	0.000438409344586	0.0427107636054	0.0028275008374	0.0620484926	0.1734681772	0.1884341308	0.3609216672	0.0581776335	0.07140222714	0.0395709877
i	0.0412882043958	0.06361582148	0.018581898546	0.09429602048	0.167046659	0.1688728268	0.208102048	0.092894577	0.096731891666	0.04857003968
f	0.00122557670208	0.00999349676441	0.00378946768073	0.030268040748	0.1194694612	0.220518624	0.3327219	0.150263768	0.05137386842	0.08037578994
à	0.0111065286604	0.016656413304	0.0089774026864	0.03019688742	0.064143638994	0.12491513826	0.2731251844	0.2216370676	0.22340021662	0.0258415056
i	0.000163622928785	0.00829905373542	0.0011597966746	0.03413610112	0.12434446366	0.1262409212	0.3925496928	0.093915483	0.1729849882	0.04620584828
t	0.00647509863802	0.0154111482115	0.00528078083154	0.022599563278	0.19715321692	0.0493245042	0.2076182736	0.1371440084	0.1685658302	0.1904276052
o	0.00135569978446	0.0097723314548	0.00464785890248	0.009062830688	0.0164961451252	0.05197131096	0.1626190628	0.3201130288	0.347575546	0.07638618628
v	0.00024373145432	0.00247082933351	0.00049232997198	0.014664791388	0.118865761924	0.09335229668	0.1264538626	0.244963794	0.28325198316	0.11524060148
r	0.0078602152956	0.01675472313	0.0134642994358	0.029887915756	0.08134766815	0.043843072666	0.232884471	0.2314407886	0.28800484174	0.05451203568
à	0.004668601704	0.00711874414	0.0030480281794	0.01842524937	0.02293093914	0.0400365666	0.1086828438	0.3423339204	0.31694614	0.1358089704
i	0.000439106812747	0.0273657254237	0.00174360103654	0.0336712089744	0.0795528018564	0.032937684308	0.23300683582	0.0664303042	0.2772259516	0.2476267712
</S>	0.00414203577548	0.00972739863053	0.00471146527981	0.00641725624704	0.047549461712	0.014044306672	0.074634669	0.062692085	0.446396811	0.3296844612
