 	ora	che	loro	non	vengono	più	</S>
à	0.74041881038	0.0192442505542	0.0090945204724	0.008504939251	0.0012675635452	0.0172565086446	0.204213442777
r	0.818396772	0.1662164248	0.00333881398697	0.00580326595967	0.00133215460043	0.00443585890886	0.00047669476358
t	0.1905349648	0.36683583	0.07677621432	0.0885908382	0.166790969697	0.0918490824356	0.0186220821437
e	0.329779005988	0.4105247544	0.20644348836	0.0203221453	0.0232064465906	0.00705881333424	0.00266533876806
k	0.2492622916	0.652123406	0.06067726936	0.027383616856	0.0103029420514	0.000158021129496	9.2425067594e-05
a	0.02154869206	0.284736409	0.24600451772	0.1624919482	0.07619264903	0.192278095848	0.016747645146
c	0.14199243046	0.52026725	0.2869884342	0.04157312	0.0083262312126	0.000496118935556	0.000356428520502
ì	0.040955917332	0.0467367724	0.238139302238	0.3345479896	0.11275468092	0.219395694938	0.00746963274
n	0.1747809726	0.24606523	0.304581074988	0.2304855766	0.0231047574	0.0106014477284	0.0103808924182
i	0.152968248331	0.1051599754	0.35593659762	0.14951780854	0.1226026952	0.0460128820666	0.067801810542
e	0.0147511108795	0.08594284956	0.2451364672	0.5251150374	0.12375337818	0.0033694959742	0.0019316861288
n	0.0085700485687	0.124592149236	0.0917610119	0.591774092	0.06665582108	0.112932981793	0.00371389723266
è	0.00758188564	0.024572537112	0.1563814394	0.3465684238	0.283314162	0.12761185184	0.053969659702
r	0.011733321618	0.0916714957738	0.1914624128	0.357624182	0.2901098042	0.05010203496	0.007296778728
k	0.017451651884	0.0348928306	0.1386730734	0.334269338	0.2070846644	0.2150010076	0.05262743744
o	0.074940307338	0.024628958628	0.215645018752	0.1456076466	0.31623173774	0.09338648884	0.129559816816
t	0.00535838084318	0.0210901493992	0.039874256404	0.2337953795	0.426381822	0.1720282076	0.101471792
t	0.00624333333504	0.023418757458	0.0124122671608	0.09160895884	0.4505419044	0.4004085048	0.0153662758
e	0.0101241293884	0.02079531238	0.173161167149	0.08377268128	0.4660193718	0.0859682982	0.160159043706
p	0.000995090728952	0.00725332587191	0.010357963831	0.10035455486	0.2883899986	0.2658302772	0.326818756
l	0.00137216372834	0.012930851159	0.00090580094232	0.031354211	0.16237829546	0.759657528	0.03140118606
è	0.014838580512	0.083181888616	0.122470263271	0.064114410694	0.3616930776	0.281462674	0.0722391096
o	0.00241506568154	0.0008536582972	0.001251328976	0.0167162549	0.18956969508	0.658369954	0.1308240082
</S>	0.00100361462288	0.00165351058711	0.00034465336146	0.011787960364	0.0352585186	0.540755748	0.40919599
