 	mia	sorella	non	è	venuta	mai	qui	come	io	</S>
e	0.605490500245	0.05174318847	0.019746404612	0.0016382557642	0.004402122876	0.0096376090604	0.0289959255112	0.0154038116065	0.00528893343021	0.25765326695
d	0.41730972802	0.4212815578	0.0410674273	0.0033408270586	0.090343493042	0.0146117836065	0.000343164127031	0.000861878843468	0.00100608664853	0.00983407531589
e	0.23210798014	0.453252782	0.055038359	0.053090280706	0.0526692617	0.0677800367108	0.0143471495026	0.0631695741573	0.00295620125	0.00558838426798
r	0.17261956886	0.646935956	0.1508274576	0.02562515482	0.002233234444	0.0009712847524	0.00022629512528	0.00012162735846	9.81480252572e-05	0.000341295563966
f	0.106613442506	0.5471223234	0.10724422406	0.048783268054	0.03032688858	0.0219859221776	0.00599574737703	0.0292687363708	0.0126187649875	0.0900406417838
ì	0.3123057878	0.54089821342	0.068160017383	0.0376058628524	0.0033896452178	0.00700897596826	0.00538377731015	0.0232851287607	5.41647265997e-05	0.0019084801697
m	0.09451406874	0.568642106	0.1789497446	0.1330430378	0.018246308938	0.0046764419098	0.000796138641498	0.000416725917727	2.92553195752e-05	0.000686153382898
m	0.1662466358	0.446855034	0.1163075207	0.03252337322	0.07834573512	0.0200131893512	0.00518944715018	0.0196868370898	0.0309077930104	0.0839244225037
u	0.095144711712	0.370589362	0.044359145	0.11840683728	0.086230563696	0.044661390644	0.00147015934474	0.0607463224598	0.000237263260712	0.178154270952
e	0.0330836013371	0.07552199794	0.503776952	0.2566075568	0.083808911908	0.02473477548	0.0176173679702	0.00271794348934	0.00038308834825	0.00174780319602
n	0.00324981457693	0.02846407324	0.3475061532	0.2716994996	0.278470083	0.036402236	0.02346204875	0.0034910376492	0.00660886638102	0.000646172266651
è	0.012116998218	0.1406755641	0.1223704908	0.2041543708	0.266366922	0.0402435298	0.0239938543596	0.093793473641	0.063161139636	0.0331236632712
e	0.0103770726253	0.02745416868	0.1858637928	0.434581414	0.25650907584	0.04134452868	0.0318269751244	0.010831169342	0.0005746377824	0.000637183201257
r	0.00187137498849	0.0055639792154	0.088657104	0.15137818	0.5451566342	0.1180847414	0.04824049148	0.00841196131	0.030382511088	0.002253056942
t	0.028162820198	0.03018693453	0.03841305706	0.1649970872	0.3236140236	0.1258911908	0.06106560462	0.0812054153	0.11740185288	0.02906196971
o	0.119748276528	0.029382775394	0.0411514727	0.11363539782	0.33598502146	0.1359036412	0.01738208244	0.1874947088	0.003576033856	0.015740550349
m	0.00384091112011	0.00763248536962	0.047066391406	0.19726257034	0.2987932118	0.2752341286	0.0834033764	0.070454100728	0.0058999586618	0.0104128574088
è	0.037289119466	0.0184463085764	0.027531650846	0.02581166261	0.313250556	0.2613151168	0.04006684908	0.10757813206	0.157488946032	0.011221681004
