 	se	si	era	vestito	il	mio	fratello	l	avessi	portato	con	me	</S>
a	0.536733496952	0.039143793108	0.007290024556	0.018099821526	0.015770296572	0.0268397045096	0.00797781653939	0.038519708684	0.0280182008804	0.0161898924577	0.0421658783044	0.102422464405	0.120828917356
n	0.545864647802	0.2172779608	0.22614828	0.002681791788	0.0010835868178	0.0034134613578	0.00011276404056	0.00017561489991	1.869692158e-05	0.00032304771058	0.000660205881297	0.00150791079346	0.000731993389123
ì	0.189959347654	0.265633642	0.18799810146	0.110635637234	0.01939357403	0.0389807259642	0.0116891629098	0.0427895188073	0.0136451262006	0.0074887801956	0.00452337205843	0.00265116650132	0.104611866007
c	0.128822720806	0.736129468	0.1242813451	0.00665841994	0.002331152253	0.0006071092611	0.00023538564725	9.8119607376e-05	3.82978179459e-05	1.57732719645e-05	1.54694523061e-05	2.39461980801e-05	0.000742787827152
h	0.028645210986	0.331637616	0.132876615	0.1816905836	0.05600684122	0.01642624012	0.0313911401584	0.0666486187828	0.0396347698973	0.00938510666256	0.0116905162611	0.0216108747387	0.0723558879835
e	0.1228019108	0.3968984692	0.271861900444	0.12959765338	0.01166736188	0.011672621036	0.00141329868588	0.0014205652884	0.00210392543695	0.00677186402942	0.00189628334039	0.000312834332168	0.041581355874
n	0.021917163792	0.249464034	0.4229218148	0.2579664394	0.0246530672656	0.0077933649132	0.00240336218839	0.000879478934974	0.00711384068958	0.00181520641257	0.00151260742986	0.000351231627244	0.00120839082942
d	0.0033425540466	0.0609018422	0.4080037542	0.2216355433	0.01897472666	0.0049086203	0.0148549492836	0.0079607925392	0.0760662911255	0.00664222892564	0.00787309047883	0.154949664866	0.0138859112622
i	0.02059241454	0.2088107188	0.1552470248	0.3091432526	0.0876148252	0.09392616022	0.0212822551276	0.032001429328	0.00799676211498	0.030870462362	0.0184891796507	0.0038353906316	0.0101901172795
s	0.0348741672984	0.1458849168	0.1940753	0.4751388112	0.09392284268	0.02099158776	0.00824935192208	0.0012702130343	0.0163064334769	0.00360794187163	0.00087648861421	0.000177489890852	0.00462444212765
ò	0.0007875207904	0.03467038936	0.1871830726	0.3377457837	0.08813714596	0.0529333464	0.0526969867	0.01500490348	0.023000249452	0.024360837791	0.0148153831234	0.150087293987	0.0185770892572
n	0.0235564237332	0.075390155115	0.05201583866	0.553501184	0.1301941946	0.08616821888	0.0439762432	0.010169336302	0.0184814828672	0.00632595727977	0.000119650739388	1.0845377126e-05	9.04194909078e-05
t	0.0171439456969	0.065291179006	0.044209307	0.1846922252	0.26058723535	0.07828766748	0.0528173296	0.0187139704	0.170361480948	0.0156716653751	0.0258298608049	0.0401581820076	0.0262359729852
