 	mio	padre	ha	lavorato	sempre	</S>
o	0.593191586886	0.0170716159834	0.0011893531808	0.0562251768734	0.019254094446	0.313068127151
c	0.424223715274	0.377095254	0.0545413600774	0.016916754126	0.11822787921	0.00899503429171
i	0.125015592262	0.538611786	0.06602745162	0.1261309844	0.131476785505	0.0127374057148
ù	0.1953924071	0.522192077	0.20276468342	0.05889335686	0.0160845273718	0.00467292162071
r	0.135489319783	0.703545004	0.1345587282	0.022967148932	0.00188113568831	0.00155865770059
i	0.08401343594	0.557921996	0.2246444688	0.08361696706	0.0317255868	0.01807752008
m	0.075154596764	0.59929446	0.26810888	0.0530166887	0.002327593182	0.00209777356915
m	0.03044856834	0.4031396228	0.0569577864	0.2975406116	0.208185087272	0.003728297
u	0.11152011023	0.56132927172	0.079350381168	0.0773691786	0.109024706194	0.0614063843331
è	0.02016534145	0.1197814114	0.573371758	0.20905528234	0.007679075132	0.069947176426
p	0.00175944790284	0.0614539037	0.4916706862	0.36812501334	0.0677284304058	0.0092625549002
o	0.040662307164	0.2116164168	0.23335204	0.23455798874	0.241592966	0.03821826766
l	0.0121124349502	0.065316571381	0.2052553582	0.6024558734	0.0791859934	0.0356738049
e	0.0620022889672	0.050981503	0.0644361472	0.36463808	0.421317568	0.03662441128
m	0.0127282906716	0.055049080953	0.13799960374	0.53666087	0.2019581142	0.0556040022
i	0.0334139974452	0.020930444976	0.0184789938	0.39205344	0.46909399	0.06602916318
m	0.0123983424619	0.0478973874704	0.095052964488	0.343471088	0.280599668	0.220580557
m	0.0165454652588	0.012080677726	0.01297816822	0.2751190818	0.539312718	0.14396386848
è	0.111493061799	0.204510115043	0.01729871434	0.2049239954	0.25633290848	0.20544121314
n	0.00203477373154	0.00470090968492	0.02498544888	0.1060150306	0.480000714	0.382263112
a	0.101141286706	0.028127886674	0.031567065624	0.14301841	0.639913686	0.05623170368
p	0.0196841073166	0.0579736885133	0.0338169651911	0.0506357316	0.36685375	0.471035748
à	0.0407479210305	0.014474837813	0.0103013276596	0.04905967518	0.831833248	0.0535829738
n	0.00089819083807	0.0012493825972	0.009074689264	0.04257010232	0.763106666	0.1831009704
t	0.016536455578	0.0187217211404	0.010854319534	0.032863922	0.67581424	0.24520934506
a	0.10278337681	0.0269464894882	0.00508577889003	0.11932786522	0.4320762946	0.31378016914
</S>	0.00173204689403	0.00580293924475	0.00299400626347	0.009678479364	0.10399241	0.87580012
