 	mia	mamma	puliva	la	casa	ogni	giorno	</S>
i	0.519089820655	0.015340591868	0.000792648248	0.0058715650796	0.17967936498	0.00248255003255	0.0263460876051	0.250397396094
m	0.31483733704	0.366054742948	0.2134685881	0.0604807763	0.00191461748058	0.00318248988513	4.61001086412e-05	0.0400153368957
à	0.267759678	0.3901484818	0.15458600946	0.0513148613	0.081756804875	0.0288422446228	0.020752709454	0.00483919196
n	0.1882104954	0.4990728156	0.1933423653	0.089540784068	0.00708945470681	0.021625461312	0.000222832463038	0.000895768170857
a	0.20405236377	0.40104447474	0.1382888126	0.14743256238	0.0737312345438	0.0124738932945	0.00156930990576	0.021407366516
m	0.064227721008	0.5173029836	0.2470726872	0.12899855284	0.032084973427	0.00999513062227	0.000108414116762	0.000209516328383
u	0.22823625083	0.3534656548	0.2523115646	0.1191794552	0.01743969372	0.0105676855596	0.0158625767045	0.002937110364
i	0.033886351761	0.1719218868	0.600887966	0.12955926626	0.036472693827	0.0212290756526	0.00053813408128	0.00550459696841
p	0.0101318663255	0.025738994268	0.5666114	0.2105013708	0.116835098214	0.061429286496	0.004257356077	0.00449462486464
u	0.111309730934	0.05133741984	0.295570874	0.274283366	0.1563238708	0.05856311634	0.043970327076	0.00864131696
l	0.00916185841492	0.027028856508	0.4102897732	0.323831732	0.1344564784	0.089910710688	0.0039934341206	0.0013271587532
ì	0.09340679928	0.07689830016	0.26460982	0.2750719568	0.08454266814	0.0645344082	0.076374293738	0.0645617537
z	0.0009865056478	0.006188772645	0.179403138566	0.30290757198	0.2332904934	0.26854698494	0.007041580203	0.0016349606608
z	0.03386764594	0.0418267786	0.1237290618	0.353174226	0.227665303	0.030519557	0.09026576128	0.0989516755512
e	0.1513250757	0.1892639408	0.15986928152	0.167373023	0.17857683854	0.0455505848	0.017374674865	0.09066661083
t	0.00339319197124	0.0039906127331	0.026704206912	0.2362059083	0.3373108328	0.2330640208	0.06255416856	0.09677706934
o	0.082958113282	0.0526618305211	0.08104432982	0.1888651952	0.33259732002	0.135083734	0.080888713758	0.045900778
s	0.00180295056739	0.00490756615815	0.013149169386	0.1031923388	0.387111628	0.41914712	0.03083880134	0.039850446366
p	0.008035996962	0.0028681463626	0.02031959602	0.09280725996	0.34064980076	0.2471389252	0.205663238948	0.08251703306
ì	0.123281483	0.11915720752	0.0606156984	0.1062466066	0.211426941	0.2331181408	0.1105716837	0.035582251
t	0.00116126353107	0.0001637488491	0.002110517826	0.053586646144	0.240224751	0.2715749804	0.28597168	0.14520640212
i	0.0542243119082	0.029126101701	0.03034996297	0.09570594286	0.279494334	0.2707681952	0.12722962362	0.1131015118
k	0.00411610809364	0.00415534976474	0.00333887042424	0.009164946666	0.090250317	0.430054172	0.170602636	0.288317594
à	0.134676736493	0.0150669209035	0.019797957117	0.02182949244	0.169220729	0.329700818	0.2806490528	0.0290583031
i	0.000247375971043	4.868099584e-05	0.00040399574146	0.0031777347748	0.04551413288	0.27387147118	0.53406231	0.142674325
m	0.00854944317114	0.00253707044215	0.00398346604382	0.014659098204	0.12253843228	0.150993929	0.31058225	0.386156316
è	0.0544438951399	0.0190169102344	0.010391587009	0.014480924018	0.0297844097	0.28018715	0.543720524	0.0479746253
r	7.18032481348e-05	5.9784103714e-05	0.0002107689948	0.0004205779948	0.01692322936	0.127120099	0.636329864	0.218863867
i	0.0431101672087	0.0227556099506	0.01079756021	0.042466301492	0.07882543204	0.2085853276	0.50903581986	0.0844237374
</S>	0.00298781397957	0.00171880144928	0.000883768573993	0.0009056832543	0.0043043784	0.03069446092	0.21200733	0.746497762
