 	guardando	le	nuvole	capisco	che	piove	</S>
k	0.462366898076	0.078450000578	0.005966270126	0.006945345164	0.099886109227	0.0123733491423	0.334012010289
a	0.497066086	0.2133181456	0.0926669174386	0.10749071769	0.013935290295	0.0723290980055	0.00319373923
n	0.80973853	0.170313972197	0.0014333290582	0.000498008246	0.0085947982514	0.00109347106077	0.0083279401279
o	0.20625476578	0.454295393272	0.062278968468	0.214601230186	0.014575306828	0.0122903626985	0.0357039881272
n	0.5204575874	0.394524796703	0.0346679006968	0.0059204101488	0.0091319623312	0.00162095349783	0.0336764527221
ò	0.112670147024	0.25674587156	0.34621094328	0.128158333396	0.010011749544	0.103652717819	0.0425502270637
n	0.3350908626	0.547868978334	0.09677534332	0.00916166691	0.0064603758224	0.000419805826787	0.00422296119436
t	0.1221974719	0.34041412078	0.23513545054	0.0646613065	0.020306223094	0.180849547232	0.03643590262
a	0.318517968086	0.396069054	0.25464697644	0.006602016766	0.002245049152	0.000375466791907	0.0215434855132
t	0.1270060514	0.25550315014	0.319200387648	0.17105329768	0.05793266362	0.0383512901911	0.0309531454766
a	0.047385769178	0.2116749838	0.353704564046	0.08545217474	0.1211428773	0.120402332774	0.060237299496
s	0.127485894465	0.165742575828	0.25816276332	0.2883002636	0.1368636668	0.0100768244343	0.0133679582918
ì	0.0094427226522	0.0168842154	0.2987495442	0.24172294694	0.1862711662	0.0841877201582	0.16274165712
n	0.137589016591	0.056325045284	0.2233020244	0.3870541412	0.1617277162	0.0201758743846	0.013826115288
n	0.0041219246179	0.0263405491254	0.23625757618	0.3155615508	0.0689990122	0.26988851943	0.0788308364
e	0.0281057661711	0.09311863	0.2103337174	0.3077211495	0.23923345	0.066722416694	0.0547648578
f	0.00982241586222	0.0493030028825	0.045504107392	0.2877729714	0.5002957754	0.059601688962	0.0477000394
a	0.0174022168688	0.012134201744	0.113028962211	0.39666218853	0.1538180882	0.28502064569	0.02193368568
n	0.00497013168196	0.0124975412219	0.069955887694	0.235026632	0.46331006	0.1327763744	0.0814633811
o	0.0010588751784	0.004643461378	0.0455715564324	0.16567733452	0.2376435838	0.44351279206	0.10189240532
ò	0.00281665529316	0.0137156495696	0.0384495151548	0.15335742198	0.590421204	0.1419189336	0.059320612
k	0.00159572085843	0.000227051338248	0.000538631286	0.37346342806	0.3321156921	0.27534112356	0.01671835933
a	0.001763187038	0.00810924195	0.166768067683	0.253381435914	0.1887493414	0.3209899602	0.0602387813
v	0.00046668351287	0.0030582906764	0.12680912826	0.07921970862	0.0830120644	0.496224526	0.211209586
r	0.0801248300167	0.072246304238	0.005481896066	0.03095332448	0.2629730502	0.5276160034	0.0206046128
è	0.00047412065424	0.021772891748	0.14525986831	0.00521242852	0.1035838536	0.5444839668	0.1792128718
c	0.000848640914603	0.00023978498566	0.00174643946664	0.029096945866	0.009924249	0.68124395	0.2768999929
h	0.0127624712048	0.0896466082784	0.0516367319506	0.211380547397	0.1106012111	0.45157279556	0.072399642
i	0.000694281218475	0.0200982750426	0.13121876618	0.0689965807	0.157854254	0.15839575788	0.4627420592
</S>	0.000776065041188	0.000953528792898	0.00598462334697	0.00919729500474	0.012709614465	0.1554989568	0.814879938
