 	la	macchina	vuole	riparata	dal	meccanico	</S>
e	0.752969615471	0.0063639516756	0.0015692304448	0.0009165846152	0.0097985484324	0.0167659793188	0.211616063601
m	0.2509997666	0.499067128	0.04612869578	0.0406873423179	0.0197516422249	0.050370146512	0.0929953060245
à	0.2422680992	0.4123918192	0.0137052132	0.08460837082	0.176663824091	0.064745113192	0.0056175854964
k	0.0550696954	0.830877612	0.061201177836	0.0510572565632	0.0003304759858	5.83701306386e-05	0.00140537336812
i	0.331195746	0.468761438	0.0891966514	0.04278193942	0.0383221082604	0.0137404676277	0.0160016953554
n	0.15957213985	0.652264048	0.1807154802	0.005663407308	0.00097310051	8.0989698282e-05	0.000730822843486
a	0.01891680466	0.36195662	0.291278679	0.17235301216	0.138798896749	0.010291885124	0.00640407993542
t	0.0416284323594	0.3521123614	0.55773135	0.0423484892	0.004244982804	0.0010552093554	0.000879184887518
è	0.01232531742	0.06363439	0.50265302	0.1849760714	0.124499474552	0.071502754922	0.0404089525466
l	0.0162600679794	0.18573010126	0.605325854	0.1658069412	0.01823189963	0.0038784880304	0.00476666832942
i	0.1356751138	0.0954218526	0.356396809	0.3069623334	0.0379818261	0.03286000098	0.0347020532536
s	0.0306809625211	0.119882436106	0.244082604	0.475173938	0.1180386876	0.007001210296	0.0051401780016
t	0.00609811938	0.030673197474	0.299903092	0.44511395	0.12543830276	0.07413519886	0.0186380937764
i	0.0693277842	0.0104244603	0.07621885596	0.555520458	0.2404700808	0.02680114792	0.02123718802
a	0.00369339076128	0.0543446081574	0.06110623632	0.3478483172	0.3317089704	0.097732728568	0.103565781586
m	0.00020694266472	0.0196450010456	0.03315187736	0.307463581	0.408265514	0.150689619682	0.080577472684
m	0.0628359412082	0.0179213214952	0.01815047174	0.2108329395	0.197635872	0.425301984	0.06732148566
è	0.17736104881	0.0345788931766	0.0368449415	0.098618114	0.2657807372	0.1787621603	0.208054094797
n	0.00086535802472	0.0191810304469	0.023619912366	0.35458216874	0.3283327728	0.0796779432	0.193740828
i	0.182105306337	0.0220433124714	0.03522312533	0.21938453422	0.2327394724	0.2758103396	0.0326939416
a	0.00326333627322	0.016966950434	0.0168602502468	0.21461074044	0.483563316	0.19019532968	0.0745400616
t	0.000105158248537	0.00328556909151	0.0052938741427	0.187745004788	0.3672896504	0.3699070906	0.06637365974
t	0.0066871461532	0.00531198757523	0.0251901684432	0.05829045008	0.21117228	0.566071012	0.1272769268
o	0.103655529974	0.0174254502	0.01720681232	0.0886118794	0.235635435	0.3655674648	0.17189740595
m	0.00766761661468	0.00363733348078	0.0025410386752	0.087372990782	0.278407014	0.3082534872	0.3121205616
e	0.016731210148	0.029339052698	0.008284051164	0.03670800614	0.280619832	0.569841114	0.05847673108
k	0.0203700082522	0.0047992850363	0.00775576710282	0.150758401185	0.2427564996	0.2740268776	0.299533176
k	0.007306670106	0.00925059406	0.02085380064	0.031534519032	0.09862381588	0.784869744	0.04756085328
à	0.077775238984	0.02229738474	0.01612051849	0.0590808705	0.17485760568	0.484647816	0.16522057478
n	0.026120653406	0.001049086212	0.00088988272	0.0388320481	0.1082647672	0.2558494518	0.568994128
i	0.112808582189	0.0120184853084	0.0303660651176	0.01629850719	0.17870474374	0.571129858	0.07867375606
k	0.00735395636174	0.00794131848536	0.00654290595676	0.0862974159057	0.05679168568	0.1304761986	0.70459651
o	0.020343193189	0.00462005473332	0.00808212063612	0.01615544352	0.09744751712	0.791128386	0.0622232656
</S>	0.00589731846158	0.00261568106334	0.00222179742876	0.0272338861394	0.03698371572	0.161925084	0.763122508
