 	vuole	pianto	</S>
e	0.660879804395	0.06174675662	0.27737343644
t	0.949371642	0.042422626828	0.0082057358048
è	0.45458975094	0.4889308457	0.056479397084
l	0.7752190128	0.20099016486	0.02379079734
i	0.694983052	0.234034337112	0.0709826179192
k	0.31159828028	0.519615109	0.1687866508
l	0.32415214506	0.59876607532	0.07708179108
a	0.211924559702	0.695137968	0.0929374427314
m	0.010889154664	0.46460365146	0.5245072064
m	0.02478140754	0.78402922	0.1911893584
è	0.171849502849	0.6143901216	0.213760408693
n	0.100266346764	0.29352745	0.6062062
o	0.40848228544	0.41390465412	0.1776130678
</S>	0.00229973282265	0.198723302249	0.798976986
