 	è	pericoloso	di	nuotare	di	notte	</S>
è	0.754817235841	0.0029024736616	0.0016462508266	0.000348458749	0.0254093579758	0.00339304056478	0.211483236798
p	0.568459922461	0.418645322368	0.00951116821041	0.00315326170925	0.000149173147788	1.03578847118e-05	7.07718613316e-05
e	0.4448343933	0.340582307	0.07058703712	0.10272836854	0.0074867062712	0.0290090359973	0.00477217154946
r	0.3359317948	0.5326432488	0.11855950338	0.01207267704	0.00024050340743	0.000302648908459	0.000249588763589
i	0.07399437115	0.502420282	0.198733599	0.20562122986	0.006292783088	0.00964433764816	0.00329346185408
k	0.166299016998	0.513863516	0.28236285724	0.036677833766	0.0006486914414	9.2017184896e-05	5.6088771878e-05
o	0.02806063386	0.3109029932	0.2041163138	0.290331358	0.0621252465	0.084789289488	0.019674164929
l	0.128834710315	0.326730699	0.449542228	0.0909019828	0.003331378486	0.0002174398735	0.00044151562336
ò	0.0319625433	0.39947052	0.1381809676	0.195054455	0.0918791344	0.05721614252	0.08623624732
s	0.0545639307108	0.2261326192	0.5782002394	0.1258357964	0.0101695558	0.003796657952	0.0013012108892
o	0.05766288169	0.0786318064	0.282499072	0.34329877	0.08821422116	0.04324445133	0.106448830928
n	0.0338780715114	0.01824255344	0.639254804	0.2402796882	0.054306339	0.011457265375	0.0025813284512
a	0.009683619497	0.076064942006	0.2139808776	0.379140872	0.2119923024	0.08865967542	0.020477747074
n	0.0192595444535	0.01209656138	0.426372914	0.2074551568	0.299871215	0.0291137958	0.0058308330478
a	0.0078119393092	0.026300207904	0.0839465828	0.3605474914	0.2423992816	0.1713371372	0.10765731886
r	0.0199857844866	0.006529935828	0.21043401034	0.1201098708	0.57197747	0.06261743814	0.008345496906
è	0.00771353952	0.01253566868	0.02626223408	0.2621446816	0.266012144	0.3052487832	0.1200829216
t	0.00730600776438	0.119493066749	0.03330346926	0.23555808	0.274992182	0.3026255236	0.02672165224
s	0.0194366677656	0.032793631294	0.03864537112	0.20574148	0.4275295728	0.2160998034	0.05975347036
i	0.0990625772073	0.006807299636	0.01338089092	0.188771719	0.458556456	0.0708686846	0.162552403004
à	0.00727222324476	0.0136374539811	0.012610220754	0.09783794998	0.416009256	0.1783253302	0.274307542
t	0.00054644945892	0.0841709818747	0.003708196686	0.023259605898	0.1264974046	0.718696952	0.04312041172
s	0.00407180687731	0.06461603974	0.011056281214	0.10429140588	0.324505126	0.4323247972	0.059134574
e	0.121587153433	0.006979406184	0.0068415318	0.13125115998	0.258474602	0.2323333822	0.242532757954
n	0.00288864994767	0.0111888237835	0.0026474602112	0.0230936067992	0.1561014684	0.23502617	0.56905381
ì	0.010005614935	0.006136900417	0.0009038902094	0.0090037478554	0.1857138521	0.730474064	0.0577618954
t	0.00201254517224	0.00424951428584	0.0008883689849	0.008866887022	0.04500049868	0.744221738	0.194760472
t	0.00549434719803	0.0895620473783	0.00248424046	0.010652424974	0.178562983	0.623565796	0.0896781374
a	0.00705970833326	0.0153081505168	0.006858166679	0.206160487888	0.1103898034	0.311500236	0.3427234387
</S>	0.00150094597567	0.00717237680525	0.00108164270478	0.0034595638357	0.017613922934	0.1166961696	0.852475366
