 	questa	casa	la	costruirono	cinquanta	anni	fa	</S>
t	0.718680408658	0.0169879580052	0.00278727701	0.0068767498692	0.0038192038316	0.00648046581408	0.014270411629	0.230097514849
ù	0.5985673694	0.12472355078	0.0511119732993	0.0368167658657	0.00808325985674	0.00121640878235	0.0940616342427	0.0854190382022
t	0.664894122322	0.31583371078	0.0155944123677	0.000970334318796	0.000184372297475	3.26968450717e-05	0.00110646084594	0.00138387318882
t	0.573424711678	0.0747539451	0.0367597673	0.0741223017664	0.0367729135065	0.0197799742728	0.161124075052	0.0232622920306
o	0.758494064	0.0802788314	0.13891931344	0.0015841572178	0.00012628789404	0.000218710528884	0.000669882318723	0.019708762786
s	0.301739121084	0.601336044	0.083939042226	0.00791098858	0.0023887880073	7.050717551e-05	0.000283782519674	0.00233173618987
p	0.306056125484	0.286337982	0.1960231846	0.077296749952	0.0408416880426	0.019184210198	0.00491519040818	0.0693448576206
ì	0.3765686	0.29166696184	0.25009327205	0.0638823842041	0.00153071261071	0.00227367867313	0.000975835570885	0.0130085619236
t	0.05490508226	0.81533494	0.1082340676	0.017762612972	0.0030028146769	0.0002187920548	6.5186759386e-05	0.000476459586047
i	0.02898053618	0.32678564458	0.3263313532	0.07232873565	0.018399772982	0.0384469459844	0.151023786319	0.0377032078667
t	0.0116101337054	0.2226059132	0.58681107	0.13657714834	0.040084905828	0.0014428463215	0.000125588032271	0.000742406481082
o	0.00634720812	0.2235678998	0.3845588392	0.14428359054	0.030785453363	0.08674549703	0.0389631714361	0.0847483366019
f	0.0135242521264	0.09678564	0.491952016	0.3398633094	0.05269809496	0.00303724254	0.000771095690812	0.00136836600422
a	0.004349832206	0.04358441872	0.2161698538	0.4109862318	0.04895050752	0.1595424718	0.07318133834	0.043235355174
b	0.00259878499	0.046260998974	0.307953269	0.494563132	0.10352650012	0.02901909368	0.0085432038488	0.007535000038
b	0.01127821654	0.05369683304	0.2201406843	0.4485173646	0.03441531254	0.17224450394	0.04817122474	0.011535853912
r	0.374471043621	0.12468803676	0.11231137078	0.1697595942	0.031395140563	0.0864913373996	0.0883805623177	0.012502915716
i	0.201766974816	0.016591327288	0.2102568272	0.2780874806	0.07022093692	0.1379096348	0.07309760506	0.0120691776588
k	0.0229930082489	0.024311335483	0.1744389786	0.1810981762	0.369382086	0.05911963154	0.022743096072	0.145913695834
è	0.00469155607	0.0208052445032	0.037757878	0.28865250872	0.1634813186	0.2527363996	0.08188628888	0.149988822062
t	0.00206184191601	0.013302769016	0.0339892896	0.39317352	0.376606949	0.0418044912	0.0669557133	0.0721054007
s	0.049095674466	0.062596543027	0.0761783638	0.3888962128	0.1321448914	0.1328619104	0.14266163714	0.0155647744
a	0.0307612177539	0.0387125774016	0.04877284866	0.2763184008	0.2570853246	0.18239945434	0.067673262	0.0982768992
n	0.000415547085302	0.00806392485814	0.0078730694	0.08775907448	0.633951824	0.1421083576	0.044004313668	0.075823880534
o	0.00167411814613	0.0163542416792	0.038059652354	0.03479502066	0.2340035684	0.486601652	0.1740572836	0.014454457254
p	0.000310243832401	0.00621532633444	0.020433338162	0.28684065702	0.3348004872	0.3204487524	0.01754354776	0.0134076347272
e	0.00297526446108	0.015594506517	0.03588332626	0.0983600392	0.26451117588	0.312133844	0.2475691232	0.02297272054
t	0.000539079301204	0.00401025183018	0.01102201112	0.2702823342	0.373190658	0.2849090234	0.0267209148	0.02932574264
t	0.0055559043228	0.0067895832908	0.0423673841	0.10845420288	0.178693781292	0.378582985	0.2201967458	0.05935940082
ì	0.037400206956	0.0076584638	0.02107649986	0.0778219164	0.0902718202	0.344728108	0.2955020126	0.1255409767
n	0.000180273954756	0.00140100066416	0.001339901011	0.04169971596	0.2542319636	0.1336134082	0.372952777	0.1945809862
t	0.00224506301588	0.00588788699884	0.0108478793926	0.022625633592	0.19976077174	0.32729101	0.3670730212	0.0642686982
a	0.0158807916809	0.004094508981	0.007463381156	0.0194086104	0.08586658688	0.422852464	0.293746388	0.15068722674
c	0.0013784874695	0.00291425745545	0.00209302195346	0.045479405722	0.1660188486	0.2540338466	0.176950284	0.351131836
h	0.00329058092573	0.02022341623	0.01539583832	0.18513455544	0.1408905076	0.1122939328	0.4895308667	0.0332402729
r	0.020926113894	0.021895091014	0.02177925282	0.140697349446	0.11026851108	0.3301972012	0.2994773632	0.0547591448
ò	0.0111244401439	0.0021280060348	0.0044035491228	0.01368497206	0.03058018636	0.3417010094	0.536320711	0.0600571164
n	9.0433810237e-05	9.3090832628e-05	7.22157092e-05	0.0027296388208	0.02468711197	0.05731321916	0.603715422	0.311298858
u	0.00467773370836	0.0105895723585	0.02752804435	0.051455624488	0.1063247398	0.227288859	0.510906494	0.0612289254
a	0.00242038927011	0.0258525304296	0.00933412302898	0.104384308364	0.087027695946	0.121542974	0.1702719828	0.4791659992
m	0.000573631476521	0.00165551827271	0.0043504306927	0.0178903443959	0.02052287456	0.17577924	0.471193874	0.3080341092
p	0.00409404438	0.0021481606884	0.005277808417	0.005915218956	0.02276151378	0.2666916218	0.621619344	0.0714922412
ì	0.13833334962	0.0510299763	0.01987837646	0.05823454666	0.02712541162	0.2903054596	0.3720284688	0.0430643798
</S>	0.000235054579126	0.000245672863	0.0002238967042	0.0008303278024	0.00583436548	0.03807719654	0.661718608	0.292834886
