 	quest	anno	che	viene	mangio	quanti	voglio	</S>
f	0.708447334728	0.0394279511996	0.0059213718314	0.0025809783276	0.00717705085	0.0295408611097	0.021736867877	0.185167547636
è	0.55015413936	0.236016147226	0.00923267766	0.00309787214348	0.0012535448394	0.00072456279032	0.199132492613	0.00038859080984
o	0.4081118114	0.430169426	0.094230344006	0.00157755558792	0.00193299161714	0.000565373866715	0.0612979211486	0.00211459871195
p	0.20880306166	0.5376238894	0.03860749754	0.01883696746	0.0114804151092	0.00551695635457	0.176829109358	0.00230214925897
p	0.067434716944	0.50257054084	0.06953152916	0.13341218984	0.00803532144	0.015657461299	0.195935914888	0.00742234449528
ò	0.26976134012	0.5654372656	0.086527401492	0.040720169948	0.00753132389694	0.00184723453802	0.00990371308921	0.0182715687237
r	0.187063626357	0.594093042	0.2007200916	0.00717068216	0.0069870101208	0.00231067414857	0.000771941878335	0.000882948483327
k	0.0109455068406	0.4055736196	0.1964723588	0.105296989408	0.143512686808	0.00601941567246	0.0886160897529	0.0435633310324
e	0.182184028001	0.4537397112	0.23471514932	0.05879905462	0.02183223636	0.0172370108311	0.0262860844091	0.0052067533747
t	0.022341723109	0.127252202	0.621826478	0.1107537196	0.033550158508	0.0308215074796	0.0421186465803	0.0113355783336
e	0.0161272029055	0.11792322122	0.2583155	0.2057535874	0.19666609596	0.039439625148	0.130335114175	0.03543964817
e	0.0294378669188	0.080106986628	0.397072122	0.409548698	0.0611918466	0.016428247664	0.00246093097117	0.00375328224262
t	0.0214408855259	0.022193792536	0.110367898	0.3086952372	0.1242631422	0.259314476404	0.146799127431	0.00692541261386
r	0.00719775465256	0.009830484338	0.01569066748	0.2780310835	0.40845418896	0.0298496651884	0.071765204104	0.17918092686
ò	0.0923946892908	0.058809617	0.084673397	0.2261769502	0.300258228	0.0657425052	0.03773815662	0.134206446006
o	0.0492403461447	0.0291016516934	0.06927424176	0.0915930136	0.5107734308	0.1701382932	0.0508631646	0.029015869512
p	0.00730889375675	0.00275855142322	0.012526781762	0.13271029632	0.2292500654	0.4072354978	0.186580501	0.02162944812
ò	0.003837233362	0.006097376044	0.01051274348	0.01759716354	0.33671893368	0.353891958506	0.2398636972	0.03148089894
s	0.00349754274225	0.00337023223469	0.0061882700208	0.02311815576	0.3132090998	0.376087075	0.259488802	0.01504079252
s	0.0138713631756	0.020128380413	0.01887945396	0.0420996028	0.367131363	0.16707200306	0.3554826806	0.01533515288
a	0.0252717612726	0.004225102935	0.015531280996	0.0202199128	0.2123949552	0.42065642174	0.1779194452	0.12378112458
t	0.000535114452751	0.00103022621603	0.00400502473554	0.010024449192	0.02366904558	0.243615907	0.364750756	0.352369448
è	0.00250947830087	0.0194339840172	0.0303054273592	0.01072066942	0.0687991788	0.351418606756	0.461121924	0.0556907871
l	0.00182066606237	0.00189279175794	0.00248279706886	0.0066372393132	0.01913524372	0.1777179792	0.664943476	0.125369806
o	0.0113164377144	0.0392071714449	0.00993896765	0.009877300374	0.16730768226	0.1416340429	0.5910796552	0.0296387179
</S>	0.000826427219502	0.000775864368035	0.0117127252731	0.015129841198	0.037289764324	0.0877719458	0.2984661046	0.54802731
