 	tu	quante	bottiglie	hai	rotto	dieci	</S>
e	0.510486790648	0.019011141439	0.0182589152006	0.0917902184042	0.00286129906645	0.0286772161392	0.32891442815
s	0.5447816836	0.4233043914	0.0252762479392	0.00523743170857	0.0010701029616	0.000141572952597	0.000188572826259
ù	0.328005988	0.311654788	0.07604642452	0.0424899888234	0.130030711102	0.0065051736903	0.105266921504
p	0.32260390132	0.626119204	0.03846379568	0.0115372725229	0.00112760316114	1.32238767103e-05	0.000134992945167
ò	0.1309788446	0.494229906	0.18720377892	0.150241456491	0.0174263411194	0.00832292625187	0.0115967417311
s	0.237714133377	0.458611888	0.1916543622	0.075853094886	0.0204457593906	0.000722215893478	0.0149985778909
e	0.0943611452	0.382456832	0.273213436	0.1065861888	0.0682723147919	0.0186659740124	0.05644411967
b	0.022150657188	0.2359256124	0.560124584	0.14845478124	0.0278359373956	0.00109967951642	0.00440875478742
o	0.01654666394	0.050697846	0.2355229818	0.19221551706	0.209373197423	0.248342841235	0.0473009701642
t	0.038389732506	0.16403017042	0.407894822	0.27754089156	0.082910256574	0.0078546898955	0.021379434493
t	0.0284301043914	0.04014268812	0.1812941834	0.1485733286	0.364089116619	0.165456992234	0.07201357252
ì	0.05476783632	0.0411918678	0.253297699	0.1882686076	0.3991058917	0.02387791518	0.0394901986068
g	0.03595046827	0.0646851859872	0.14408130514	0.2066699624	0.289778591	0.184076468442	0.074758031688
l	0.015631167022	0.02835371628	0.1464160928	0.314511662	0.112995033526	0.330227696254	0.051864648394
i	0.13239386772	0.046012150232	0.12298270366	0.233652722	0.2372113726	0.13552011496	0.092227078406
e	0.00487911305827	0.0179329343132	0.0503176897014	0.08684608995	0.3809019668	0.25428175644	0.204840421964
ì	0.00736450952298	0.0153095019351	0.05189667523	0.31987764462	0.141601498	0.31290178992	0.151048368803
s	0.0329340294176	0.0256170446822	0.0241514199354	0.404745181164	0.1068182788	0.3537133372	0.0520206772377
e	0.0310989474197	0.013965782542	0.017365047388	0.14610247414	0.1487865578	0.5545844164	0.08809675356
g	0.0039120823979	0.00867686143223	0.0176301098526	0.0320432158394	0.28932496238	0.3038755758	0.34453714272
l	0.00152807769025	0.0030536806666	0.011479580078	0.0721451437	0.1012982915	0.751593224	0.0589020079
a	0.20506256366	0.030149615522	0.02315763896	0.0335567348	0.2180669072	0.261313878	0.2286926542
m	0.000520665819086	0.000553524776182	0.00087753991674	0.00717379138402	0.1941890072	0.19612863	0.6005568364
m	0.0109102317883	0.0103933888261	0.017482109338	0.0467635127368	0.04641611054	0.72192646	0.146108212
è	0.192099910313	0.0399483694788	0.0159421109504	0.007771904083	0.3048922149	0.22914188	0.210203621047
n	0.000993406544	0.00110143439607	0.00165135843837	0.012400083312	0.139069751556	0.450516366	0.394267604
a	0.0266095511712	0.008459762462	0.016924280138	0.02637513154	0.08968546866	0.708711404	0.12323438838
d	0.00389771373772	0.0021916590145	0.00161163413356	0.00406651230302	0.117571041262	0.1020165916	0.76864484
è	0.00873530139234	0.00114505782	0.003152046289	0.010639455297	0.0090460427	0.793305504	0.1739765602
k	0.0011323218144	0.00026030981838	0.0003891100908	0.00468612797558	0.03321972648	0.547548042	0.412764338
a	0.0103442678073	0.0029582035408	0.00405673359628	0.0123829986192	0.04810923403	0.82907245	0.093076126
</S>	0.00200871142555	0.00104346013607	0.0006918511524	0.00320873183446	0.0473031455108	0.1545311388	0.791212958
