 	lo	posso	finire	di	scrivere	</S>
o	0.581173700522	0.065309461099	0.013216536516	0.009453817281	0.00258697840926	0.328259468199
s	0.32370199686	0.2835690063	0.21689893278	0.029330107368	0.133021609923	0.0134783494838
ò	0.2573937879	0.48376742	0.045422662456	0.130087189005	0.0480243973594	0.0353045636168
z	0.1654676028	0.640961286	0.172892931374	0.0072836123771	0.0129166284535	0.00047796806446
o	0.21413243806	0.2279014032	0.08083373538	0.075268925724	0.237274921015	0.164588566087
s	0.13895673896	0.640876229	0.164105294	0.05408191552	0.000631774578	0.00134807080644
p	0.03663048506	0.3008977826	0.2666987112	0.25952372386	0.107625907769	0.0286234172079
i	0.3808871044	0.230216448	0.2448037381	0.09585239936	0.0098961919886	0.0383441024754
c	0.0248696665692	0.2792682938	0.55320237	0.1110166886	0.01897121644	0.0126717938928
c	0.00353596999646	0.04783067444	0.41063145792	0.08949626986	0.4299236324	0.018582009398
è	0.287019968706	0.0850506176	0.27882741126	0.091532054626	0.185782491146	0.071787461746
t	0.00559391592	0.12121662132	0.49202128	0.0833280612	0.2356463464	0.062193728504
s	0.0553176458	0.0380791554	0.560031653	0.2058654648	0.09626700438	0.04443909652
i	0.1021385629	0.11979919964	0.37796104	0.196656546	0.05359575218	0.149848909622
à	0.00105149232295	0.0227869139536	0.0929102991	0.60505389	0.114660973	0.1635364005
t	0.00011833318152	0.007753652758	0.16868558	0.35712723136	0.4269733324	0.0393418898388
s	0.0380365754931	0.07689710911	0.2487720897	0.37776959	0.2038158728	0.05470877648
e	0.078681811862	0.121448760236	0.0861766458	0.383723734	0.16121021872	0.16875879332
g	0.000370117088172	0.0130715063713	0.032563431238	0.487809188	0.213702376	0.2524833906
r	0.00762463573452	0.0223973424144	0.101302648684	0.219467863	0.472864574	0.176342931994
à	0.019374862676	0.017993939	0.07373900914	0.1945412272	0.4067211041	0.2876298412
t	0.000292143752424	0.0008174823392	0.0103143891984	0.0291042368	0.71492144	0.2445502908
s	0.0343781820645	0.0261122849614	0.24152113636	0.2517741562	0.291552642	0.1546615964
i	0.0394540532217	0.105977360141	0.069480242016	0.1567819006	0.1231690999	0.5051373318
</S>	0.000428157191936	0.00339512375224	0.0085480489252	0.03500705046	0.1442250144	0.80839657
