 	avete	fatto	già	le	verdure	</S>
i	0.594103250223	0.0054851536028	0.00113221965832	0.00414587610668	0.0422260150926	0.352907526088
k	0.472424822	0.351308888	0.08258106906	0.0916091580589	0.00012376353092	0.00195232225275
à	0.12269548506	0.3340294876	0.076677484874	0.342726943216	0.0112350616434	0.11263554344
m	0.2389026092	0.723845916	0.02899635626	0.003423455333	0.00025035303922	0.00458128520815
a	0.28531502564	0.2859595546	0.132185661	0.180688688364	0.093679983806	0.022171088206
t	0.24699862094	0.242707312	0.438405794	0.0393286623	8.5371501e-05	0.032474242322
o	0.12513622476	0.2749590254	0.2771291012	0.29138890132	0.0224823495478	0.0089043853
g	0.156638051856	0.06443981758	0.691226196	0.0528516594	0.0008550178916	0.0339893059544
i	0.021082461782	0.06593409266	0.3591036756	0.428392507	0.0953253636	0.03016194626
à	0.0365394608327	0.083877721674	0.553655614	0.27539053566	0.002148799972	0.04838781652
t	0.0189781055706	0.214618780416	0.3800258712	0.28770628854	0.0695104505	0.02916051198
a	0.0221433396704	0.031637424806	0.253322048	0.346154302	0.260782806	0.085960101
l	0.0568067270925	0.0165602194056	0.32334449394	0.41452283328	0.02522670334	0.1635390232
à	0.00961193731	0.01584241798	0.0772516124	0.465754848	0.3599988898	0.07154026182
c	0.00344701760252	0.0229454491274	0.0779858483	0.19022728154	0.5824657824	0.122928624
h	0.0947640920448	0.179764542523	0.107980642617	0.02556312038	0.586826692	0.0051009235
a	0.00758049317372	0.0067542881408	0.029456538714	0.393267174	0.544457448167	0.0184840487
n	0.00265828614187	0.00752510343214	0.041784640446	0.240259268679	0.312212648804	0.3955600546
a	0.0228408785989	0.010438359286	0.049526438114	0.3261906878	0.444429606	0.1465740556
</S>	0.0350146358985	0.0146874993794	0.0480690784992	0.034723500726	0.08933780812	0.778167434
