 	le	melanzane	devono	girarsi	dopo	le	cucini	</S>
e	0.570462285858	0.013446475446	0.082379185894	0.0552629681	0.0314705436999	0.00973067849096	0.012921678635	0.224326184695
m	0.232854073493	0.7405589792	0.01291720009	0.005629643978	0.000982069739226	0.00275750798276	5.08589417565e-05	0.00424965499504
a	0.1620468848	0.545642123	0.11137123102	0.0283054552	0.010495170452	0.105079224022	0.0338291474448	0.00323073005
r	0.054175569	0.906213204	0.02251827468	0.0052531311756	0.000550564490824	0.00156450219523	0.000346469303911	0.00937828967436
a	0.2100926347	0.422693228	0.107352573	0.094885032586	0.0523421694736	0.0178022262279	0.0232279179641	0.071604220711
n	0.033971847472	0.902960604	0.05858507662	0.0027187997476	0.0011869576844	0.000129251828671	4.80139400181e-05	0.000399420561385
g	0.018717758936	0.4121868282	0.18714742594	0.16478875147	0.091493857844	0.010734282222	0.0188694184747	0.096061673077
i	0.3971281708	0.265599825832	0.29149749054	0.0230330020867	0.00823834176276	0.0019372736064	0.00851517001649	0.00405067650173
à	0.0363511603803	0.4850070074	0.35768230966	0.01065140376	0.104120851936	0.00053344429194	0.0006901239804	0.00496368363499
n	0.00257049890672	0.3665546466	0.248209414088	0.18198243664	0.0190916162184	0.178997470465	0.00167876773021	0.000915179057204
e	0.087605341528	0.1559032804	0.3123790684	0.30135792512	0.03371723342	0.0259779956316	0.0511924160763	0.03186673028
è	0.0117741042358	0.1869126596	0.646911088	0.1002276934	0.052603325408	0.0011163948654	0.000263105079366	0.00019159629342
n	0.000616176251245	0.19706561838	0.36546712558	0.19958385614	0.044237966398	0.189359922663	0.00272248766216	0.00094681580869
e	0.0198339386786	0.07536444384	0.288081105	0.348301963904	0.0610861998	0.061913090662	0.0986087818405	0.0468104819146
s	0.005670312695	0.11526884691	0.28247588	0.3674510364	0.2207374108	0.006965842146	0.000995461589	0.000435215834
e	0.0080930005628	0.024389476002	0.2539670904	0.26851954214	0.1584153744	0.07425583572	0.149377025508	0.062982651732
g	0.00130726487618	0.08499948712	0.1369588194	0.3419965192	0.414678951	0.01552400832	0.003664149582	0.000870780624
i	0.05426779256	0.0582344132948	0.1802886826	0.101426966032	0.289304688	0.1006747612	0.200027386006	0.01577530554
r	0.00181104874864	0.024125014787	0.0718331096	0.2575010026	0.561791396	0.074555851248	0.0052562583972	0.003126317828
è	0.01655249416	0.023582577382	0.1427879196	0.201240353584	0.2652134258	0.07003223016	0.21043481928	0.070156167566
t	0.000412120451176	0.024734622184	0.01341731916	0.231291172	0.4372412918	0.1958685719	0.0880808158	0.008954103012
s	0.0146467717967	0.0140615019032	0.03846972126	0.3456159504	0.2786589352	0.0585402046	0.226958063698	0.0230488663
i	0.0252197147472	0.0095920728804	0.13464052352	0.1521377328	0.193919816732	0.222433143	0.12938628238	0.132670712095
d	0.00102664082212	0.00311597984594	0.019580339242	0.2288949516	0.30634906	0.256207275068	0.0838746472	0.1009511012
ò	0.055610716754	0.0300276535312	0.0128628365	0.04506274944	0.235838144	0.2176495984	0.3863537638	0.0165945457
p	0.00011500276342	0.002858696376	0.0027967893818	0.0418285064	0.4399085422	0.15097080015	0.32631974088	0.03520188458
u	0.0219921665394	0.0112169889992	0.020718881266	0.10663726398	0.1730422866	0.2659978469	0.363953708	0.03644085112
e	0.000357809832787	0.00200134234892	0.0235883130751	0.07069652207	0.26165080606	0.187437066646	0.2608851112	0.193383046
m	0.00063803349126	0.00505214275462	0.0156329840372	0.00957772546	0.10256841688	0.164142674	0.61379797	0.0885900322
a	0.023046869446	0.00853625963206	0.0272517643588	0.083347312286	0.037610693	0.3757843142	0.368276436	0.07614637046
r	9.08249657097e-05	0.00048045414996	0.0089851542074	0.11373132576	0.24099449982	0.17167108124	0.32099226614	0.1430543892
è	0.002762462934	0.00160346744	0.003587493628	0.0448023058528	0.03200913142	0.22067741004	0.659496737	0.03506101222
i	0.00103701239274	0.00281632797768	0.0013684355454	0.012702848954	0.07065090248	0.09314298515	0.764992932	0.05328852
</S>	0.000460454169326	0.000309256775324	0.000539529655171	0.00251200392	0.01511448308	0.0387054605094	0.5096897694	0.4326690692
