 	che	vende	buon	pane	</S>
k	0.516572294963	0.0112322248603	0.171655239133	0.018147093326	0.28239315737
a	0.4809192	0.3422534616	0.1232044014	0.039731161548	0.013891759321
i	0.4294742488	0.512842906	0.02727696246	0.00104709968	0.029358799509
p	0.05468858016	0.62107238	0.21951630352	0.08794003784	0.0167827140674
u	0.041147104052	0.2640218292	0.499069016	0.1832736106	0.0124884606
l	0.12719041718	0.711264736	0.1308291526	0.025418647434	0.0052970489208
ì	0.02435225977	0.28454866026	0.5076809694	0.1512559336	0.03216214254
t	0.09939063678	0.2548631	0.497578666	0.12483563062	0.02333196767
s	0.03843819352	0.2411442388	0.58768691	0.0808277522	0.0519029115672
o	0.120807997652	0.296181326	0.084722062	0.32541223042	0.1728763907
m	0.129403787967	0.0869238714	0.2250007764	0.27363164488	0.28503992012
ì	0.0247833461728	0.0741518508	0.498721442	0.3874823686	0.01486103068
k	0.0212808320367	0.02854252914	0.3629153168	0.289637693	0.297623615
a	0.0234217780492	0.091366467	0.60480112	0.260803731	0.019606905
l	0.087931200219	0.0407045101646	0.08267563499	0.3907273823	0.397961264
ò	0.0088527834152	0.0191718611	0.4337324626	0.502577392	0.0356655343
</S>	0.00438223341128	0.0012714772428	0.10450336362	0.260597466	0.62924546
