 	le	canzone	si	scrivono	alla	notte	</S>
a	0.549364715166	0.0221220133208	0.0379065481324	0.12550873128	0.00448435835844	0.00512917294762	0.255484405788
t	0.561275984697	0.381060712	0.017160766558	0.00810455240668	0.0034768375337	0.0167327628898	0.0121884204973
r	0.2467295253	0.354857900288	0.053426443432	0.136718548404	0.0183432323226	0.0039325032407	0.185991870876
a	0.859261494	0.071311526168	0.04698308139	0.00315973467054	0.0004660619825	0.000109730339401	0.0187083514623
ù	0.33862773237	0.526483366	0.11212085386	0.002119954758	0.0030222389262	0.00324728754128	0.0143785400646
d	0.0596493505625	0.781657384	0.06092863232	0.00359198219406	0.073582747402	0.0170283851496	0.00356148291662
i	0.09378510728	0.24261367	0.2007881	0.02920544606	0.133835051646	0.239806683472	0.0599659876067
a	0.0322019591028	0.333981786	0.558202742	0.04826936766	0.020593336102	0.0036090135694	0.00314180496895
g	0.00134495825298	0.1644038394	0.5012123038	0.0810838830575	0.118475637212	0.125106333053	0.00837302848844
r	0.004174006748	0.03774316552	0.03715461338	0.37337340938	0.2325991926	0.2427647991	0.072190822324
à	0.154418347	0.07880649424	0.24265515	0.09629726745	0.1598238146	0.0688093417	0.19918955694
f	0.00609437708769	0.03604057026	0.10827205518	0.41304582456	0.2721927916	0.15238415804	0.01197023134
u	0.059469947474	0.03212173188	0.0574526716	0.23569621202	0.2570620572	0.21042352626	0.14777386748
t	0.0154567602165	0.0342063225521	0.19934522454	0.15212272974	0.460132831	0.08948840296	0.04924771192
t	0.0251832724008	0.0156518093137	0.022221685222	0.18490455169	0.3916582802	0.26923018068	0.091150228652
e	0.046163936572	0.003768251644	0.04445166788	0.32943322208	0.3152067844	0.05796876756	0.20300738035
t	0.00118861694589	0.00573612572646	0.068392061468	0.022435438356	0.539409749	0.14323803414	0.21959997654
s	0.0016776540556	0.0056976227156	0.007691071034	0.131243027772	0.37898985924	0.362680716	0.11202002316
e	0.02393283389	0.002529162986	0.01173276306	0.2507300911	0.302757018	0.1371454962	0.2711726062
n	0.000210188966413	0.00153162729848	0.0158421916714	0.011425503183	0.41691507	0.1992819032	0.3547934806
ì	0.0015352325618	0.0012243317602	0.002195191558	0.026695936926	0.22691937768	0.653721668	0.087708281
t	0.000346672141141	0.000790581442	0.0125639108979	0.164254911652	0.2152015312	0.530722628	0.0761197554
t	0.0156300111592	0.00133683023523	0.0074172112456	0.037015510104	0.209387269	0.651592198	0.077620964
a	0.057170762697	0.00925816337854	0.0149041807144	0.152932898301	0.15573506	0.2962102012	0.313788745
</S>	0.00620020750891	0.000986784801331	0.0087745858759	0.0171564593279	0.20481979018	0.0898778602	0.672184316
