 	il	morto	vuole	pianto	</S>
o	0.671550545784	0.03167105039	0.00143183762088	0.0130695706704	0.282276988976
p	0.12229206558	0.57622238954	0.289153578	0.0056389358722	0.00669303558651
e	0.01914715223	0.630442396	0.15099182058	0.108517554688	0.09090107972
s	0.0566297795	0.716750051	0.22051029166	0.001613905849	0.00449600700862
a	0.21032368338	0.406641528	0.05422274726	0.26494426506	0.063867763658
m	0.02898902868	0.856195674	0.1094940234	0.0019106148546	0.00341061827503
m	0.02034198928	0.581764574	0.0384169832	0.224523135	0.13495335074
è	0.193793284226	0.510119261	0.0153146647036	0.240853672904	0.0399190989593
n	0.0196397211485	0.4327159497	0.3764115328	0.072100400954	0.0991323676592
o	0.279204017849	0.27735393832	0.2399037508	0.1595060922	0.04403219986
t	0.0396076899369	0.1581080706	0.7063608	0.0606066142	0.0353168269
è	0.0044565046452	0.03952191454	0.478523215116	0.43009607596	0.0474022828
l	0.00507903997824	0.04783234992	0.779756302	0.12300804714	0.044324240146
i	0.16444415752	0.193436378	0.327830368	0.25812457586	0.05616452108
g	0.0239561787418	0.0808547493198	0.34585005	0.35017735268	0.1991616779
l	0.019830544368	0.01104974208	0.3484581368	0.4257077052	0.1949539002
a	0.166058301682	0.108774531292	0.0572403422	0.5728760708	0.095050777254
m	0.00157848093916	0.003167303707	0.0588030218	0.5075058225	0.428945364
m	0.009876871034	0.02794730364	0.0506590334	0.650332358	0.2611844002
è	0.102045668286	0.184050209733	0.0526839795	0.465862952	0.195357154707
n	0.00108162723529	0.004777992936	0.15182948348	0.43664163484	0.4056692584
o	0.312872739394	0.0106672815	0.083564489	0.53079920692	0.0620962574
</S>	0.00282462157622	0.00305194379861	0.03027654014	0.289931284085	0.673915621
