 	quella	famiglia	non	ha	da	mangiare	</S>
c	0.575032471872	0.151307420152	0.0138206784988	0.00546402890194	0.0132063119369	0.00303099005556	0.238138101329
ì	0.45365714886	0.33394596174	0.1250397389	0.0603928629916	0.0195737770675	0.00399511164952	0.003395382904
s	0.57427146864	0.366818865	0.0261291482494	0.0273740831195	0.00513041812112	4.58038046875e-05	0.000230164875493
i	0.49960650804	0.269160991123	0.0428826458999	0.038095478274	0.0691043191313	0.0151348601874	0.0660151858337
f	0.2380456644	0.573590604	0.078517985084	0.0973090808799	0.0116294653605	8.73760535102e-05	0.000819829421368
a	0.3479964587	0.325478598696	0.09872724337	0.036291893736	0.12361762276	0.0618876985924	0.00600047272
m	0.064828802756	0.6026846148	0.15501424216	0.146226956422	0.0303606074114	0.00029835632621	0.000586417358968
ì	0.29394407362	0.3381459042	0.1014006294	0.0328027352	0.11257723928	0.09741042638	0.02371902892
g	0.0623762176626	0.638835192	0.079906228	0.17431056088	0.038015291226	0.0046632146236	0.00189333813164
l	0.244683504541	0.1262615123	0.03542922586	0.2353672078	0.2353897294	0.01980196868	0.103066862976
i	0.203631314948	0.252293954	0.0547947918	0.14106242686	0.125765975	0.04913707295	0.173314451654
a	0.0690703123264	0.1661560076	0.465462142	0.2001792962	0.07973698488	0.0074368410868	0.0119583731572
e	0.0138471232086	0.17432640584	0.503196008	0.1187617352	0.1542261468	0.019880776916	0.0157617929112
n	0.00452701002994	0.10114782846	0.423444103	0.2284880402	0.217730756	0.0198002167	0.00486205866584
è	0.007017685224	0.0358038297588	0.059862584956	0.30155546112	0.2745446071	0.2363059432	0.08490986852
c	0.00501991621546	0.094133416268	0.131068154	0.363589194	0.261808674	0.1191958856	0.02518476825
h	0.11930314415	0.1087444997	0.14089058524	0.1007531198	0.12914502224	0.344492178948	0.0566714485
i	0.021990922284	0.06877846918	0.062402553608	0.1778952026	0.314589082	0.275612774	0.07873098906
n	0.00219588926858	0.00775133904824	0.081113710422	0.10320651054	0.227867735	0.315440706	0.2624241264
a	0.0032856276618	0.002426721434	0.023949584778	0.09390110652	0.34585964296	0.45984003	0.07073729686
f	0.00108490522956	0.0170597239188	0.0211788643748	0.09449453288	0.203001225	0.523383356	0.1397973678
à	0.0014244856866	0.004037026228	0.00639187106	0.0358361904	0.1864649807	0.622529858	0.14331556258
i	0.000921190636577	0.001619819706	0.0018057452288	0.01179384038	0.06157665426	0.874843122	0.047439651
</S>	0.00212515264635	0.0041627425399	0.0158212442122	0.0187601287426	0.03892976976	0.420429708	0.499771278
