 	aveva	lavorato	tutta	la	settimana	</S>
ì	0.727889721238	0.0279700462122	0.0017839002514	0.0152254799238	0.0129185174579	0.214212340301
c	0.7717829752	0.1541682899	0.00224613956026	0.0547652135982	0.0151162959922	0.00192107445589
h	0.4476873848	0.2916286238	0.09043091557	0.0284758660456	0.140753583543	0.00102356615897
e	0.705781852	0.2620475274	0.0248395003328	0.0060803616476	0.000638987568716	0.000611804483324
p	0.3485869666	0.615267884	0.012572440552	0.0170901819443	0.00482030441045	0.00166219147919
o	0.125066926	0.552637642	0.112585711846	0.099151437446	0.106787500559	0.003770731291
l	0.2627209347	0.697030874	0.0214856162	0.01337394731	0.003583046226	0.00180555882015
e	0.008544042444	0.36433546784	0.293987617328	0.1253176362	0.180127110028	0.027688104056
m	0.0397445060928	0.583731254	0.2418927834	0.12709821306	0.00329482092	0.0042384169498
ì	0.015811791504	0.2004195308	0.43144466438	0.1518149262	0.183235938264	0.017273136572
s	0.00899547908	0.2848516656	0.24055566136	0.2982254996	0.10805246846	0.059319244654
o	0.03921826692	0.352622412	0.258471352	0.1774195408	0.13423627644	0.03803214786
n	0.0725884466682	0.19813553766	0.3265068014	0.317867112	0.0690686002	0.015833485264
t	0.0044786492266	0.05788015962	0.183663188736	0.275443642	0.4655255429	0.01300881578
a	0.0769148100761	0.052245529	0.3095746212	0.477536144	0.0574302877	0.02629858164
ò	0.0128168588317	0.06248847074	0.05660297482	0.439215514	0.3432534488	0.08562271854
l	0.0010059754484	0.00480999812	0.054778857014	0.286704516	0.600997718	0.05170293825
i	0.01663503466	0.04611544372	0.185298781566	0.2914248086	0.44638329214	0.0141426126
t	0.00476087335331	0.0288485053582	0.077158808886	0.3756990946	0.3999465946	0.113586128
i	0.006783916267	0.018510390934	0.022513964144	0.3399530386	0.578443312972	0.03379537368
n	0.00191577903643	0.0110876329887	0.07377446898	0.1957305298	0.582025598	0.1354659754
a	0.001610478294	0.007229299952	0.0034925428054	0.22294672402	0.676277982	0.0884429451
d	0.00162663350709	0.00735048153778	0.052351335727	0.1429360582	0.663126842	0.1326086368
d	0.003248516854	0.01218817632	0.0083608587046	0.2393182576	0.6550433126	0.08184084172
o	0.0665835923	0.01822997808	0.02886146718	0.342636416	0.289845851694	0.25384275049
m	0.00089402686	0.0014084816032	0.0069881283296	0.1052406934	0.249568426	0.63590022
à	0.02014077082	0.041925796788	0.0353343056375	0.2852147672	0.4896381052	0.1277462366
d	0.0024634193866	0.00237022709188	0.00278887189252	0.01393987214	0.61520734	0.363230222
a	0.025201152722	0.02013864348	0.00886477568	0.2057170978	0.6454611895	0.0946171606
</S>	0.00255143628273	0.00305493155573	0.00264857615128	0.008701243852	0.2264785088	0.756565336
