 	possono	essere	ancora	svegli	</S>
i	0.43965368157	0.0522708413974	0.053655097378	0.0469093514	0.407510996293
s	0.6927280736	0.09167235422	0.0218217613706	0.185109464227	0.00866833831141
ò	0.6323162264	0.16836117092	0.184856984426	0.00562788707185	0.00883771714258
z	0.719176132	0.2677597036	0.0116386126097	0.000531635113128	0.000893900855085
o	0.30695415778	0.3872229474	0.168612979068	0.0739662856531	0.063243619265
n	0.19426848102	0.726604728	0.07603754564	0.001229388526	0.00185987423
e	0.02680306848	0.5707362036	0.3009062693	0.0923809942965	0.0091734478236
ì	0.0567374804512	0.653531646	0.26894383532	0.014909397692	0.0058776746012
n	0.006400673276	0.4616914386	0.3012310831	0.221284078566	0.0093927563572
e	0.06138218276	0.407425297	0.308781311	0.166855809244	0.0555553826
a	0.0183380675043	0.20460856128	0.6336733496	0.13433491527	0.00904507876
n	0.00417724348621	0.083759322332	0.551248838	0.32286703494	0.03794755902
k	0.014392054872	0.05644740726	0.3357389978	0.3208656802	0.27255585082
ò	0.401297101276	0.0955136008	0.2551255172	0.18231719494	0.06574658332
r	0.0075900679304	0.104486198232	0.4230047744	0.367113722	0.0978052296
a	0.027754076796	0.0288427166	0.43229429	0.400533252	0.11057568266
a	0.0082809228548	0.170502159425	0.32729370192	0.39416056502	0.0997626582
t	0.00369214568774	0.0333446176987	0.2106468846	0.6608910456	0.0914252738
s	0.0524024554472	0.0392164773106	0.0905694736	0.4262901634	0.3915214458
ù	0.199909750454	0.022233168508	0.17072984008	0.27621245926	0.33091481372
n	0.000164850835618	0.0021099012188	0.1484200407	0.505425992	0.3438792228
n	0.0134650754786	0.002027368137	0.0268681629112	0.5016957458	0.4559436404
i	0.246463746551	0.0208748094985	0.041779264326	0.38124583554	0.309636353
t	0.00196067618961	0.00151097754041	0.056016801372	0.464279405	0.4762321426
i	0.197139774015	0.0116999285393	0.064527516988	0.265083973454	0.46154882112
</S>	0.000487950335718	0.00922014642845	0.0229408195592	0.0382400152	0.929111072
