 	i	genitori	non	è	che	li	dimentichiamo	mai	</S>
u	0.510586607392	0.0411183751844	0.0504822009252	0.0143718955044	0.00441914883	0.0078214177169	0.0120515035886	0.0265797929659	0.332569059521
g	0.375020534877	0.4192037606	0.05915954032	0.0231717430016	0.017454779223	0.0234665298583	0.0205637453143	0.0539632095333	0.00799614371318
e	0.270810628878	0.1364272428	0.23628690596	0.07135070432	0.11235021554	0.05170232076	0.0430537419156	0.0046281307226	0.0733900727227
n	0.289699864529	0.5006155264	0.1723413064	0.023347050034	0.0111793642816	0.001083422393	0.000787407204213	3.28447727218e-05	0.000913218912237
i	0.047061445656	0.5564056542	0.0996102482	0.05292448262	0.07975461166	0.018147384414	0.0664472557137	0.0109755339593	0.0686734015445
t	0.0996611633391	0.5923608196	0.2158005228	0.06238647394	0.02506385021	0.00329132759	0.001215693991	9.613724982e-06	0.000210526495492
ò	0.011247366242	0.5265817708	0.07507301566	0.0417581786	0.101712525888	0.01875063417	0.173526726523	0.0092184386058	0.0421313709931
r	0.103846078732	0.29164103916	0.3160914128	0.1879727448	0.0823080446	0.012423638982	0.0049670954796	0.000351809065277	0.000398113566953
u	0.23518422066	0.1648483044	0.145724428512	0.06473902826	0.118464284986	0.0259926653564	0.0797691261925	0.0101431891635	0.155134741019
e	0.0349415558721	0.0735249088	0.603669486	0.19023685	0.076901373	0.01929964512	0.0011247777646	7.0104809569e-05	0.000231273016697
n	0.00660472972613	0.13225747692	0.320702502	0.196028012	0.224740803	0.0638617474	0.042585194292	0.00296489798133	0.0102546402603
è	0.0010028263799	0.045461287952	0.06487660728	0.17404432298	0.2686188053	0.0395540106	0.27431157713	0.0355603778866	0.096570173171
n	0.00968766236782	0.022349999228	0.1153403806	0.47426263	0.2813816	0.0636118381	0.029757171988	0.0019233056512	0.00168539685062
u	0.177535583326	0.04299495936	0.05414115672	0.122268623	0.2741010156	0.0728476103	0.14039433686	0.061631154178	0.054085597802
s	0.00942230058343	0.0296751454415	0.12190534737	0.2600795782	0.328606364	0.2293120798	0.01546053996	0.0027513580774	0.0027872740706
a	0.00346156255546	0.0140491523788	0.012301305352	0.2477565312	0.2713210292	0.1445643624	0.19890544908	0.0931684937352	0.0144721631454
l	0.0026187196818	0.0501986751859	0.094532374966	0.2185648284	0.191134838	0.3491318392	0.08123793472	0.008246439362	0.0043343381414
l	0.005213216832	0.010527745876	0.008633919168	0.19316102176	0.1421292494	0.1136042724	0.2393630546	0.2520999199	0.03526759592
i	0.03542318428	0.01833293618	0.0214981052	0.092173043	0.278998034	0.246376094	0.211902206	0.05664141812	0.03865496182
m	0.00205405523733	0.013032191361	0.018483161104	0.06502842	0.164987889	0.2732301886	0.28901882702	0.052518754034	0.12164649564
o	0.016572847592	0.019544253409	0.021161312016	0.04332892364	0.1323732614	0.279289976	0.232882640474	0.23897706484	0.01586975328
n	0.00494841729817	0.0105367749808	0.01805612293	0.09623086904	0.1565905514	0.3316967068	0.206599424	0.102002442508	0.07333870728
ì	0.00258865872286	0.006733422752	0.0019030720032	0.0778838632	0.0624665464	0.14996470854	0.26202639872	0.4034135126	0.03301974034
s	0.000897757242021	0.0002777975212	0.0005827195136	0.00667310615	0.0113706852	0.0522858146	0.3746955866	0.51600456758	0.037211975248
o	0.0934853004074	0.01279359647	0.014914670572	0.05369244708	0.0559132482	0.1555205152	0.2104249402	0.3332099458	0.07004530214
m	0.00126946419765	0.00114834472913	0.00311585213828	0.0267650775279	0.029577207494	0.0971351414	0.21527460436	0.42327563402	0.2024386742
e	0.0068535866016	0.00482471731476	0.0057660732916	0.0190810292972	0.03622960048	0.123323055	0.198842909376	0.47361973	0.1314593116
m	0.00076998611863	0.00117948770695	0.00155484749965	0.0131104005779	0.0191389779746	0.05074634046	0.20104418374	0.46825247754	0.2442032734
a	0.0036647930886	0.0023025804156	0.0031980859076	0.0091744938276	0.01828612084	0.081746873	0.18284204876	0.561836568	0.136948486
i	0.00148895712602	0.00144106005098	0.00185947710772	0.0141440055875	0.02482739186	0.05072716108	0.16693661646	0.4782149752	0.2603603272
</S>	0.000515023768252	0.000934391450857	0.00126939382015	0.00160560876421	0.00328373165214	0.041702231154	0.1733008466	0.533968218	0.2434205548
