 	Marika	non	ha	mangiato	mai	un	rustico	</S>
e	0.531575188578	0.152872618561	0.00747387233213	0.0287631539626	0.0331823835359	0.0120174781485	0.0216064931915	0.212508813256
M	0.725121868	0.20903028536	0.0331622319897	0.0026281719342	0.0104738946062	0.00158660284086	0.0132790416972	0.00471791107808
à	0.3015656842	0.2594320628	0.02601772176	0.1403523885	0.15649579266	0.0599571209	0.04402646792	0.0121527491
r	0.620376692	0.2924542306	0.079708178614	0.0047509473404	0.00167287451432	0.000418865679078	6.36167750325e-05	0.000554587252514
i	0.19171518984	0.427360681	0.1862127672	0.0850951441	0.074289965548	0.0148710549584	0.00524928911787	0.015205907268
k	0.196159272287	0.522639524	0.252822855	0.0269445129	0.0012837632112	7.81343205807e-05	4.80949034679e-06	6.71119083576e-05
a	0.0117155240801	0.05649639154	0.23115137926	0.39775355692	0.24043426192	0.0271279744537	0.0257752757769	0.0095456565086
e	0.0432177471799	0.3663583978	0.414709838	0.1612674512	0.01279522306	0.0010184078233	8.58372838e-05	0.000547111010327
n	0.00749809225081	0.10419513778	0.3841043954	0.282611864	0.176243878	0.037146711928	0.00464981880134	0.00355012457363
è	0.0439493724176	0.02775370966	0.1772305582	0.4395803258	0.1029343718	0.109574518272	0.0297609830156	0.06921615454
f	0.0291291130812	0.11279916086	0.362263836	0.3850701626	0.09108163654	0.0179119701954	0.000845546041401	0.00089857672056
a	0.0154074735333	0.03154421086	0.22633346872	0.495484926	0.1669483234	0.029894305402	0.0256421025089	0.00874526354
m	0.00886786994008	0.0468352279803	0.12206423576	0.34885704874	0.4143819904	0.0497310734	0.0060863564526	0.003176205458
è	0.0174157039358	0.0174459074284	0.0854451282157	0.245008601	0.443915003	0.05599096486	0.125415778246	0.00936289776
n	0.00481806537012	0.0128150621094	0.08636621303	0.2186477572	0.37011263	0.2660003372	0.022674905232	0.01856499438
a	0.0100252483055	0.00847564896134	0.127561557992	0.1686035898	0.3841081	0.0830614376	0.203682944147	0.0144814958
m	0.00156153329602	0.00822733661383	0.0237949846802	0.0533835267422	0.4764507422	0.2921806484	0.1123049448	0.03209627656
a	0.00664924897923	0.0071796896664	0.0309178383553	0.06355486516	0.360585334	0.1944860636	0.2498554212	0.0867715101
i	0.000713420680988	0.00377361657068	0.0103286607997	0.0290920144091	0.39308802028	0.3269217578	0.1587464572	0.07733607796
a	0.00156462997132	0.00297952743	0.0122557888171	0.0279990551726	0.375676003868	0.344144022	0.20461875808	0.030762234486
r	0.00363330860367	0.00657943306409	0.0164661684303	0.0321274441258	0.34554745875	0.3587195512	0.2161852708	0.0207413753
ù	0.0133507886592	0.0063462872646	0.0143694369851	0.07752886008	0.151834943	0.350294443	0.2272053559	0.1590699138
s	0.00441102234678	0.0187164874505	0.049474536288	0.0219635402096	0.10337917888	0.2402476892	0.3373062572	0.224501306
t	0.00414450677278	0.013805026864	0.035227542318	0.034240576564	0.0474994242	0.26077979	0.4150543222	0.1892488016
i	0.00611613839003	0.00251295350322	0.00223572412051	0.0838995195823	0.036672596492	0.1988435784	0.413331712	0.2563877683
k	0.000879066269822	0.00291455410751	0.00531552745689	0.00289068878871	0.0180413475691	0.128839868278	0.3916257126	0.449493256
o	0.0026606519366	0.00270195524414	0.00516186446353	0.0060889515122	0.03083092426	0.15758195156	0.649912658	0.14506105344
</S>	0.00207854958623	0.0061292294218	0.0101725126415	0.00729058547909	0.0328241704186	0.12450241522	0.2906239348	0.526378604
