 	sono	stato	sempre	poveretti	</S>
ì	0.6104811955	0.102156061813	0.01573538907	0.0527492721017	0.218878023913
m	0.6051765924	0.3370247512	0.019170615958	0.0276538654686	0.0109741853204
e	0.5281287722	0.216897113	0.05620048268	0.189863750443	0.00890991378211
s	0.288167929	0.562709414	0.14497831622	0.00336160342458	0.000782736005951
t	0.1029291916	0.559488404	0.3084619754	0.0172977250011	0.011822746171
a	0.1677049445	0.605459073	0.1857693238	0.00178701377031	0.0392796411907
m	0.0810165850228	0.60029626	0.2473571256	0.0317613714706	0.0395686161352
m	0.08434304392	0.373938046	0.45133038	0.046736186586	0.0436523559
è	0.12478881138	0.5089249148	0.3186896697	0.00283806317486	0.0447585519456
n	0.006223235752	0.62083019906	0.245637353	0.0567659334771	0.0705433345214
a	0.1125359205	0.2385714126	0.55114212	0.07772584306	0.020024709204
p	0.0288253054909	0.25939766854	0.555408001	0.10862801238	0.047741046454
à	0.1057991445	0.11608714188	0.474949774	0.212845902	0.0903180356
n	0.0059567159764	0.161228494034	0.459175514	0.2870459212	0.086593364952
t	0.0162620526354	0.0542693284	0.4571998172	0.4224997516	0.04976904688
a	0.061660549774	0.03766235724	0.540420102	0.2284186931	0.13183826098
t	0.00626260813658	0.0643110749596	0.2068431402	0.32974729	0.392835902
e	0.144173766432	0.095848524386	0.3882870298	0.3493727368	0.0223179372
c	0.00209582293807	0.0261452736064	0.09686568032	0.606562948	0.2683302854
h	0.215392154059	0.0714705534568	0.09492400314	0.5628196512	0.0553936404
ù	0.030663505998	0.03674854347	0.27423180168	0.535574064	0.122782101
d	0.0351851464112	0.0077856715128	0.01010304497	0.73561536	0.2113107814
d	0.007873579686	0.146598353526	0.1810952344	0.62082366	0.0436091986
h	0.0238353287108	0.00865746338	0.1827288844	0.45308353306	0.33169476386
i	0.0667590605608	0.008034742427	0.128431812826	0.39850517	0.3982692268
</S>	0.000172545328955	0.0005810066736	0.005560724096	0.0857938612	0.907891826
