 	non	vuole	mangiato	mangiato	tutta	una	volta	</S>
e	0.648362899657	0.0314709578354	0.0025251529356	0.002341049542	0.0120073832956	0.0110601939651	0.00414342422128	0.288088915231
t	0.4453368562	0.470939318	0.060405032572	0.010185320388	0.000201372238394	0.00321434131897	0.00016478351252	0.00955295263429
è	0.08267063	0.473019944	0.16266147116	0.129857351776	0.018716238532	0.0337945973822	0.0156490840885	0.0836306765368
l	0.0490638748	0.921916	0.02517167594	0.001926558559	0.0001799763937	0.000802087409914	0.000117757765668	0.000822099189519
i	0.0726894208	0.462545516	0.1711549128	0.12566310948	0.023024469938	0.0181456476044	0.003823331162	0.122953596488
f	0.0782372607372	0.3098677152	0.54066176	0.06509275668	0.0042380725518	0.00162256546056	2.35358883e-05	0.000256328665945
a	0.0484565743624	0.1735732536	0.5141689212	0.207120765	0.03003867658	0.0157305947497	0.007980789572	0.0029304262812
m	0.0272714944723	0.19701684584	0.548608886	0.1908639528	0.027806844416	0.006941573686	0.00031659918524	0.00117383547838
è	0.0973619947604	0.05387974006	0.3554214958	0.224383132	0.1652527272	0.03605917925	0.05835232654	0.009289399714
n	0.0134912644947	0.206103956362	0.3813615654	0.176608012	0.0211686589766	0.095110961105	0.01660223236	0.0895533547836
o	0.0943084739831	0.08868269196	0.1790582664	0.340875541	0.0694616968	0.081027596174	0.12273176016	0.0238539705216
o	0.00744165126259	0.126163488717	0.137505792846	0.292387	0.33973650788	0.0710287396	0.0130166505826	0.0127201575652
l	0.00264296384254	0.0786321277663	0.056858220248	0.1941332614	0.37356963436	0.18707331	0.08043149578	0.0266589789118
i	0.115367350627	0.0184867504397	0.04238187028	0.1589082494	0.390169826	0.08668732454	0.16645909666	0.02153952778
m	0.00755190556827	0.0239873260115	0.173028306804	0.220939271	0.28737373	0.2102170898	0.04771910098	0.02918328229
i	0.0883569874898	0.05063432016	0.04229922668	0.1918530232	0.24495002506	0.06120597906	0.23007520148	0.090625228
a	0.00550457412978	0.0152918405991	0.078796278977	0.2417609688	0.219301603	0.2887980152	0.03486930524	0.1156774514
f	0.000697931349894	0.00983872472146	0.01855183162	0.057525652304	0.12093361052	0.544543522	0.1351524824	0.112756225503
o	0.101725741883	0.0190088836954	0.0142586094	0.0856410012	0.2061602394	0.2113973796	0.32858983026	0.03321828022
r	0.00204711247154	0.00380133145696	0.0239248386044	0.07804385554	0.082006246	0.4907595612	0.1380001258	0.18141693574
à	0.0274709347269	0.03471208314	0.01342953862	0.02291406252	0.019521483966	0.2912174502	0.442994161	0.14774029366
</S>	0.00056351060241	0.00132193968408	0.0010411895736	0.0027977287258	0.011202267358	0.21239004016	0.333776986	0.4369063154
