 	voi	avete	mai	mangiato	il	pasticciotto	</S>
e	0.647765454862	0.0703468805948	0.04659760713	0.002550787282	0.0127656600794	0.0281246447827	0.191849034641
s	0.6548221528	0.1595756124	0.090375042546	0.0457496263254	0.0356022501752	0.00881691353663	0.00505842436978
ì	0.52300765628	0.1894788426	0.10035888214	0.091038441872	0.061310266546	0.0041700591936	0.0306358162471
ì	0.384165698	0.465040154	0.11701443466	0.0277067769524	0.00456760797189	0.00024804105534	0.00125729550999
s	0.24515766074	0.5386056506	0.180019868	0.021373819868	0.0134590325227	0.000277205493316	0.00110681685153
e	0.25348063536	0.3293015156	0.0845446746	0.224979109052	0.0515696880458	0.00841211257488	0.0477122570836
s	0.0135475661498	0.556450222	0.345012256	0.082045195136	0.00248558625514	6.759125852e-05	0.000391561632908
t	0.202623052899	0.12555350252	0.3461776646	0.12773306656	0.0966113453142	0.045803909323	0.0554974274271
a	0.100509465206	0.3029932622	0.1881605884	0.22040695154	0.139772223348	0.0034443216622	0.0447131507722
f	0.0113730122655	0.1919630622	0.5480323734	0.1836888724	0.024780213603	0.002441956269	0.037720533776
a	0.0797359302958	0.05621971588	0.3572533008	0.26142512136	0.06624944496	0.16418885474	0.01492765674
m	0.00540924743458	0.12576030908	0.409218252	0.387508861	0.056602917523	0.004028670734	0.011471724922
è	0.0219676177439	0.0643938728	0.2087224582	0.2726887946	0.2171602498	0.20164021472	0.01342681296
n	0.00196806889572	0.09688001334	0.3632778324	0.320732346	0.09290125455	0.08540247822	0.038838010452
a	0.0446294562855	0.02817562326	0.2067915722	0.220489945	0.1224923068	0.3265556028	0.05086548038
m	0.00290537257959	0.0520362886013	0.177065744688	0.4639928682	0.24255460299	0.0313727926	0.030072352786
a	0.0242817224469	0.0708858071544	0.10867603228	0.31542574104	0.1457164144	0.2933789124	0.0416353993
i	0.00365102718263	0.031638344708	0.146662610819	0.42320932286	0.168697785452	0.123671065	0.10246985382
i	0.000662447891971	0.0274821898859	0.0736076683306	0.347430582424	0.2071730512	0.264548144	0.079095934274
l	0.00132523088642	0.0373735533987	0.0768641056806	0.23362550894	0.28635763508	0.3226340492	0.0418199326
p	0.014111852368	0.00456162308	0.02880012806	0.1466120472	0.16341318184	0.6056314288	0.03686971292
a	0.03509682008	0.04759972654	0.0348795072	0.1964633812	0.329994042	0.2690499864	0.08691656842
s	0.00167019153	0.0039324810057	0.0137296096528	0.032916268541	0.101683128678	0.451516054	0.394552252
t	0.005567841096	0.046693094608	0.069294553854	0.06747165188	0.0366041405	0.691135524	0.08323318684
i	0.024241278684	0.0028489226	0.0059565904888	0.09158909322	0.238276202	0.4207292312	0.216358660528
c	0.000913512659148	0.00139755624824	0.00280459434342	0.0085069800103	0.0238462434556	0.213027174	0.749503944
c	0.0097530976854	0.044186215526	0.066147819904	0.11022678436	0.14958676956	0.5682277412	0.051871599252
i	0.0415259458455	0.1445828239	0.0571923098	0.1677258834	0.15234468844	0.25350693494	0.1831214262
ò	0.0195363853937	0.00339918968449	0.0065565049294	0.0099796436886	0.052275879196	0.402924813	0.505327558
t	0.00157110076732	0.0127822611966	0.008382177483	0.0191796891224	0.011007074419	0.792533246	0.1545444622
t	0.00765238457164	0.0083478121698	0.0105530807619	0.0093918833294	0.04640440032	0.814054418	0.10359605144
o	0.0960863474748	0.004274885012	0.0113389496134	0.036631532202	0.12633226148	0.287218492	0.4381175594
</S>	0.0005916259391	0.000535400926042	0.00044863750175	0.00197653488663	0.00726732131078	0.187874672	0.801305844
