 	se	aveva	vestito	la	figlia	l	avessi	portato	alla	chiesa	</S>
a	0.614498031515	0.0206412320368	0.007173276986	0.013369106864	0.045116016974	0.023511378082	0.0179684233176	0.00698255163015	0.0162692889548	0.0596426093665	0.174828119894
n	0.630406338857	0.1234484398	0.2190853104	0.00313976297	0.01154450483	0.000672219086402	0.00014657403556	0.00070852880638	0.000327317694084	0.00926033211775	0.00126067524966
ì	0.182792051627	0.398350255	0.1515868932	0.0914742077354	0.00740532624046	0.0293379401196	0.0233111328712	0.0266288246332	0.00671262929772	0.000613137139994	0.0817876235029
c	0.090506218571	0.804840694	0.09204087636	0.011868619576	4.7567636664e-05	3.37361316376e-05	5.14437044002e-05	1.57559409748e-05	7.86885245669e-05	9.68283069284e-05	0.000419577132753
h	0.029492041745	0.4494944228	0.1584013278	0.05958648087	0.0891236129312	0.0579311418988	0.0329480100713	0.00973458483246	0.0287957222071	0.03900009661	0.0454925385088
e	0.1164434448	0.504546576	0.271647375	0.0421146858	0.027995335396	0.0023079041636	0.00181794618816	0.00218728732526	6.70785042596e-05	7.69297004632e-06	0.0308646020557
n	0.0151035041625	0.20852298608	0.680798894	0.07756318969	0.0072940692412	0.00159892981673	0.00726715458215	0.00125221744731	0.000451518501535	3.89656686772e-05	0.000108566378801
d	0.003655782328	0.2082026854	0.2952541349	0.1736844409	0.0025231117294	0.005242791494	0.129618738405	0.0190212821629	0.085709853681	0.0477187232593	0.0293684290526
ì	0.0231540706	0.0784316888	0.3689010714	0.227854154	0.164526903366	0.054609328814	0.0182900679927	0.0432723152465	0.00719252929264	0.000255209374836	0.0135126639683
s	0.0545666465247	0.364047149026	0.364611813	0.0535543401	0.053895909236	0.0752196982092	0.0184861002558	0.0133454916692	0.00168459619945	1.94117610202e-05	0.000568840830682
o	0.0212388847191	0.0753118766	0.369789416	0.280192709	0.049863358792	0.039787936672	0.0986659060579	0.0106329953018	0.0143276301966	0.0129545474221	0.0272347295773
n	0.0104078414124	0.0448798958345	0.3617966215	0.3743194392	0.14667760326	0.041833439414	0.0128519842773	0.0066168637323	0.000532151370656	6.49127549504e-06	7.76412749664e-05
t	0.00270591540816	0.053902104228	0.0756663442	0.4276327131	0.01660397196	0.02174739476	0.23838839527	0.0433150834752	0.0834412261278	0.0186343836128	0.0179624969103
a	0.0334921740684	0.029839206066	0.1101760204	0.406714338	0.15294369	0.06858411426	0.0261825160028	0.116104633611	0.0466888067438	0.00134617012094	0.00792833787169
i	0.0136393373343	0.0937192780318	0.14704037258	0.212010744	0.237019283	0.21972129054	0.0387994956805	0.0303972179812	0.00619758008451	6.99618913063e-05	0.00138546328641
k	0.000435553545073	0.052967514712	0.05073992456	0.1570473988	0.2705912556	0.19019103046	0.1096062742	0.06751749676	0.0393080070059	0.0392099854141	0.0223855547248
i	0.0446235176796	0.0209524915163	0.022979104998	0.19794928764	0.2730006024	0.1671625002	0.05105556954	0.065124355568	0.103520904563	0.021122551127	0.032509124228
a	0.00327961189432	0.0229246858282	0.0719128974	0.159715532	0.3155262234	0.28866856712	0.0756488896	0.0580043624334	0.003336447994	0.000277357232094	0.00070542095766
t	0.000330350866761	0.0272044011647	0.0252717943954	0.09288515092	0.2062196482	0.2146286548	0.2147111472	0.1317917124	0.0514051999548	0.0309421801229	0.00460981960639
è	0.00943621266538	0.0164187720106	0.01451514543	0.10172819	0.1199136384	0.158817146	0.308515257	0.03486707874	0.0484826377008	0.070928704589	0.11637724052
r	0.00362389409619	0.0204659362134	0.013155397774	0.07449103294	0.086627067	0.18614511228	0.463343917	0.1358225616	0.0077795607	0.00588483750388	0.0026606831424
a	0.02102606002	0.0305766094	0.0335095063	0.1070277146	0.2512935072	0.241607678	0.148465452	0.0812233009	0.0368668252	0.0122597061389	0.03614360082
i	0.000696180828556	0.00249581098408	0.00770311730045	0.027340320154	0.10584075294	0.37245643728	0.235229274	0.1508647553	0.089330160194	0.0058333550116	0.0022098167508
n	0.000281901874605	0.00424768944591	0.00422463431114	0.014359712625	0.047981080198	0.16317203784	0.361976096	0.1943922334	0.1443310888	0.0575523418609	0.00748120419926
ì	0.0002768658157	0.006239460072	0.00459776163968	0.00908126624	0.015454860802	0.0381656848	0.43102975588	0.09795319076	0.1128522854	0.132411604784	0.1519372297
c	0.000443472754552	0.00215496225826	0.00380237278962	0.024946307504	0.070504289352	0.234156714112	0.374542734	0.1974540474	0.038170887932	0.0482645877625	0.005559584564
h	0.0196265208174	0.232764761354	0.057032960503	0.03667828288	0.06023735172	0.05079220752	0.24077088648	0.0705401842	0.015567828128	0.190909924589	0.025079057734
