 	il	cibo	vuole	mangiato	appena	lo	cucini	che	è	più	saporito	</S>
o	0.691645934458	0.010933783387	0.001581320594	0.003717312948	0.012054754214	0.0077672136024	0.00597639108609	0.00300191350126	0.00256477359568	0.0051982778582	0.0358058633077	0.219752460262
m	0.163046439398	0.742899524	0.0781810882	0.0015975554796	0.0114341452619	0.000921754464	0.00017932677446	0.00010036954364	2.70222662815e-05	3.37802087577e-05	1.28360212126e-05	0.00156617155031
a	0.10141659772	0.5747394614	0.05155585458	0.022681278736	0.082753800644	0.0267093531248	0.0112289820338	0.0236895035712	0.0250716966572	0.017370330562	0.06154149775	0.00124160059982
r	0.06781436068	0.774186342	0.1098348402	0.027316881336	0.012574623521	0.00470757591432	0.000887328922048	9.7396631943e-05	3.78193733487e-05	0.000133870855367	8.92932875631e-05	0.00231963940008
ì	0.144529652136	0.3385687572	0.1351571564	0.14763509912	0.0738799849586	0.014928297759	0.0221979779625	0.0150976466352	0.00894222964789	0.00580349805839	0.0418703606341	0.0513893289633
o	0.0115903317848	0.681926884	0.272751118	0.022925376944	0.00463104237966	0.000735466985306	0.00516916728049	9.5886894624e-05	3.62096865161e-05	7.23886228001e-06	4.75422912424e-06	0.000126537578893
t	0.00563225417908	0.0873725726	0.742099312	0.0689155472894	0.038421300658	0.0329087393745	0.0145238196085	0.00492972762128	0.00291705532648	0.00103235063747	0.000566915312601	0.000680434257573
è	0.005208134084	0.0691568389	0.4479199988	0.2793762378	0.09462301664	0.013055553664	0.0277364706504	0.0225863850664	0.012770620671	0.00387013607077	0.000705914677656	0.0229906996541
l	0.0051233364208	0.2404156434	0.561478892	0.14746853232	0.0168378654672	0.00268581470634	0.0246647836311	0.000829136732598	0.000289547720842	5.03062770285e-05	3.53428502811e-05	0.000120797546667
i	0.055450047306	0.2058299668	0.2896249026	0.2345993368	0.0423835778	0.05087658018	0.0173628815339	0.0149180756364	0.0126911392625	0.00664966304266	0.0112898066817	0.0583239787172
f	0.0109380402852	0.0686803944	0.2654736788	0.4970332788	0.1039624328	0.02123227594	0.014397075836	0.012705787367	0.0050791069872	0.000210174244447	4.57880012392e-05	0.000241991278499
a	0.0233470096874	0.027217818654	0.2138586148	0.3065325743	0.241016017468	0.0426726206	0.0201641074426	0.0221082324842	0.0419528225972	0.0314327243439	0.0276152929068	0.00208217590054
