 	quando	Giovanni	venne	a	casa	la	sera	andava	molto	stanco	perché	aveva	lavorato	tutta	la	settimana	</S>
m	0.622498154	0.01344221791	0.0167627153902	0.003844010907	0.0011569887401	0.00848117018016	0.00301248026648	0.00269695718425	0.00390525887842	0.0044370000258	0.000493879069856	0.00101964061423	0.00173867043674	0.000277752352942	0.00165740507505	0.00812703447459	0.306448685403
ò	0.792760370764	0.0048966552448	0.0003666723664	0.0004698361191	0.00035712072407	0.00013407024394	0.00030651183554	7.40212204e-05	0.000449428179839	2.73730690203e-05	3.8263366904e-05	8.18771685e-05	4.4436454802e-05	9.617561572e-06	0.000128095701944	0.194573561149	0.00528209570395
t	0.5490354154	0.260350252722	0.000460433753281	0.0005379564933	3.8283310146e-05	7.62864615424e-05	0.000126364007994	1.318126174e-06	3.62292573819e-07	1.16128666678e-06	1.46467812044e-06	1.22492506936e-06	2.78720710898e-06	2.3539912322e-07	0.000239775050897	0.00836074816532	0.180765941292
t	0.77239084466	0.021301276668	0.0008611198898	0.0004813994304	0.00275578942472	0.00029833214232	0.000814708143056	0.000198623904231	0.000231647039202	0.000322907855295	0.000950610448113	0.000861300826864	0.000286258508235	2.30462790759e-05	0.000139053104985	0.196578971612	0.0015041172337
e	0.3488840118	0.319460542776	0.121730508183	0.025143494884	0.00126419760808	0.00274388175005	0.00438941824847	0.00155124524491	0.00170215985802	0.00104446570907	0.00392012004556	0.00572319663497	0.0148347296588	0.0222439953769	0.0165093597587	0.105388025212	0.00346667809998
o	0.2776342196	0.65058561626	0.015234885068	0.0052883016412	0.00086541098218	0.000694137801608	6.37655768139e-05	0.00142560931356	0.0010379709409	0.000452904524963	0.000462553098809	3.37100621013e-05	8.24603013386e-06	2.07512794698e-06	0.000578751633731	0.0279171386635	0.017714699972
G	0.205861115982	0.576118119004	0.0168782935758	0.00028089070224	2.1372040332e-05	5.7819337932e-05	0.000268313239754	2.28919006e-06	3.13399497726e-06	3.90771229517e-06	8.6555331796e-06	3.39352122068e-07	1.78651452656e-05	9.90492935166e-07	0.000608227047341	0.147297371228	0.0525713040007
i	0.493086766	0.159938482	0.08404780284	0.04674917874	0.071015505574	0.01626189642	0.0133098244214	0.00920889425054	0.00547257106799	0.0110107449772	0.00393465618148	0.00775328766175	0.0148941618671	0.0298459769129	0.0142515090912	0.00549412450459	0.0137246300557
u	0.156417646158	0.7295079412	0.08948889914	0.01742806066	0.002197574648	0.0009219968286	0.00043318393052	3.0550144728e-05	1.21795179423e-05	6.18229423684e-06	5.3642380914e-06	5.92070869645e-06	1.36074935642e-05	3.78427009614e-06	0.000827226388121	0.00016809972904	0.00253184085345
v	0.200987800368	0.290951471656	0.301486651942	0.0046529433826	0.0024835478428	0.00156616913912	0.00164689192676	3.334301234e-05	1.95560767368e-05	1.74340161574e-05	5.08374248091e-05	8.64800805562e-06	7.95880910212e-05	4.57486993486e-07	0.000835445228037	0.071329895876	0.123849316251
à	0.2235704916	0.3157433846	0.239354169816	0.02910233692	0.0342485565	0.00855604888	0.002481240258	0.001752722405	0.00072055209226	0.00114207318397	0.000943950262708	0.00120201552129	0.000662827740083	0.000567672489762	0.0013135711524	0.0990790333375	0.0395593664123
n	0.0156486044654	0.332061980667	0.43281059211	0.0146357069	0.004323609056	0.0006127836552	0.00054992064228	0.00018408042476	0.000220664701715	3.24756192968e-05	4.40542021652e-05	6.33821483755e-05	7.02830706994e-05	1.15963505252e-05	0.00532308390834	0.0876352879873	0.105771905638
n	0.01106441406	0.05316909734	0.162653653552	0.2594860792	0.08280594752	0.052179422	0.020446077086	0.0371461416965	0.0276610917223	0.0131606911871	0.0399068126575	0.0456551786248	0.00345308390652	0.00357202508201	0.00816082468168	0.157567459093	0.0219119986527
i	0.282175175289	0.05311685172	0.3303270826	0.204706184	0.067685587	0.01930997024	0.0095810123752	0.0089159721078	0.00444222498087	0.000962595884616	0.0019375721006	0.00143863970186	0.00043903959272	0.00184121353498	0.000711627946358	0.0113508150742	0.00105844806136
ì	0.0177892371008	0.0323644208	0.2604021206	0.3360522148	0.0912298972	0.0507905238	0.01928312336	0.0586524758488	0.0395063081694	0.0156992120996	0.0241589234047	0.00541220584644	0.000683879095881	5.54950328628e-05	0.0030903491933	0.00460590619656	0.0402236916285
r	0.197927320014	0.0093474302092	0.503428691705	0.033397093586	0.052093864752	0.003122619926	0.00163077903092	0.000881912552	0.0002564400166	0.000183550108494	0.000173347773358	0.00026423841442	0.00092426224474	0.000187484448733	0.02888133303	0.0655777385874	0.101721877749
t	0.0381552137062	0.0469126971	0.02996986408	0.3239062766	0.13512892391	0.0934495412	0.036467929692	0.0077872860388	0.0166160826626	0.00270886059224	0.00619913267078	0.0107928542093	0.00492859480719	0.0427130498545	0.015737389478	0.180232188834	0.00829412293838
e	0.176052803293	0.02558374102	0.176342914574	0.3007850782	0.2392474969	0.025212298	0.0184399106648	0.0037351410946	0.00137148588	0.0059129783444	0.001232446378	0.001041761608	0.000668701206202	0.0035362329074	0.000528709687032	0.0147000120874	0.00560826853204
è	0.0130032168493	0.0101675751556	0.0543998936	0.3076234756	0.230624096	0.187710074	0.03019148036	0.030911578004	0.030236385462	0.0217747312759	0.0373679863536	0.0193804987207	0.00193717167679	0.000113262705348	0.00199505928451	0.00299745273917	0.0195660765547
s	0.188706290911	0.0089240156771	0.067276488584	0.141786620418	0.285635338862	0.066443624342	0.018661255068	0.02216589237	0.00238538657	0.001026075136	0.0008047118318	0.000639689292966	0.0023932528841	0.000168485079314	0.0238939890319	0.0708312994875	0.098257590485
s	0.0199209799186	0.02095561493	0.01467681504	0.2471823172	0.176945246928	0.1782452628	0.07454951888	0.01656501171	0.015959197904	0.00539858783	0.0086139884894	0.0137418839322	0.00714824484677	0.0422134178294	0.0234413070051	0.129358405325	0.00508424356101
u	0.143792531546	0.0164833291512	0.0743550818798	0.2006657848	0.322122844	0.0952185422	0.0580725807984	0.00585756266	0.003293531812	0.027295334066	0.006007043733	0.00542820721924	0.00252073776174	0.0294693126974	0.00183984962371	0.00352840779671	0.00404932601862
t	0.00493990500482	0.00643395596003	0.02823664131	0.10032244666	0.210620094	0.362853965	0.08662575348	0.04432545042	0.0277448427	0.023764489394	0.0378152825	0.0399017884129	0.0072449459112	0.0003540359292	0.0023420550775	0.0020265918305	0.0144477511761
o	0.0044006373751	0.0068523702724	0.0107129241808	0.15802088164	0.24782832834	0.1700596356	0.037320108305	0.0425449657488	0.0282253623224	0.0083931732388	0.007612510718	0.021966911463	0.0218719641256	0.0118953763925	0.0155066095471	0.201541010647	0.00524721788415
v	0.00201605538227	0.0152151026608	0.047964425894	0.06911186894	0.1125725912	0.260266612	0.16162914526	0.190918324756	0.02804346657	0.02455007312	0.028690223624	0.046016243792	0.009040253968	0.0003048882388	0.0013171508772	0.0004095163338	0.00193406117013
r	0.00598625508	0.0184250070948	0.006790815626	0.06474060676	0.1445083443	0.2025100872	0.03586738808	0.070493422062	0.145287876816	0.04950851679	0.016784491872	0.0123190376	0.009004754642	0.00372413810132	0.018903432328	0.165436495357	0.029709337308
à	0.119124836862	0.002342398714	0.0265793485	0.1135645806	0.1206680836	0.152780226	0.09446716794	0.0691104136	0.04824859706	0.01664403982	0.00776407376	0.01022662622	0.01018852628	0.05580911965	0.006540897088	0.121226357373	0.024714706589
