 	i	bambini	non	possono	mangiare	non	possono	mangiare	il	gelato	prima	di	mangiare	</S>
a	0.328317528409	0.19951204643	0.027613821014	0.0008137617142	0.000762377139	0.042857508254	0.0034333179636	0.00239049825292	0.0357060955492	0.0382374868123	0.029929580845	0.0348600355546	0.0229590216713	0.232606892039
p	0.41798583288	0.22898473734	0.13741791814	0.083156861762	0.0761549887229	0.0277085701688	0.00699090761771	0.0171405895895	0.000205834534125	0.00124520405309	0.000435400182127	0.000267728002719	0.000445723209753	0.00185970496859
e	0.2286898536	0.07947098131	0.27034724772	0.112020973454	0.047987874906	0.074383372623	0.0762589542282	0.0131793983752	0.0265510568053	0.004759525894	0.0228829883469	0.0018937342132	0.00863141885008	0.0329426313194
t	0.320054453964	0.25915455592	0.2193113867	0.152480475929	0.0101393543338	0.022776720816	0.0121985632483	0.00286526503708	1.43615757477e-05	0.000211898077039	0.000127515457978	8.57708867239e-06	7.87268111973e-06	0.000649019507407
ì	0.01808363318	0.2551241772	0.2818264772	0.1080536366	0.0381492431712	0.0324580027354	0.054003831487	0.0159418580841	0.0443244662011	0.0250805418387	0.0436734771676	0.00276332515732	0.0337455729045	0.0467717604551
a	0.06537883358	0.2491768361	0.4104052268	0.1339684242	0.08979243214	0.024061286954	0.0120948985762	0.014015801131	0.000118923172144	0.00069966504854	0.000207824113044	4.15356561069e-06	3.3053994078e-06	7.23755958313e-05
e	0.0296493404668	0.0408360867427	0.55467711	0.216308629	0.04083695286	0.058944808788	0.0160666733664	0.0109142581822	0.00619289029847	0.0132876078777	0.0105429820805	0.000851150987947	7.93990743884e-05	0.000812065059316
s	0.019712557063	0.0465208186072	0.325675584	0.40075574	0.0564862185	0.0739599562	0.029555963682	0.0161403132811	0.012097412368	0.0071942391382	0.00849051260101	0.00158676267786	0.000163291093057	0.00166066691302
ò	0.000568293874	0.055109629396	0.1677419856	0.352486681	0.0613892966	0.0444885764	0.04947465048	0.0374907974806	0.0866477125096	0.0486366981608	0.0350624885414	0.00759805322011	0.012202722312	0.0411023972626
z	0.002241582087	0.0733593913938	0.2143609392	0.407991218	0.1743041152	0.04569324636	0.05046522758	0.029011217374	0.000514045398714	0.00133994876766	0.000623446108119	4.74874638229e-05	1.38842711744e-05	3.42474720281e-05
u	0.195621803848	0.0905671613866	0.040994647	0.25033004984	0.038996424	0.0248352781	0.069720983982	0.007055224445	0.0071918472444	0.077369530003	0.0712326411188	0.00341915306066	0.0128396565307	0.109825545289
n	0.00605881615671	0.0101478303055	0.17371074266	0.2064337328	0.2990883848	0.202754753	0.0660369984	0.02596927658	0.0068217758566	0.0006230726114	0.00187975079	0.0002303950007	1.37578604454e-05	0.000230697879799
e	0.00291227862029	0.0466748997974	0.01467843118	0.336126572	0.1993550122	0.07179566225	0.1217229416	0.02756306	0.022427519406	0.030769133256	0.0450209484787	0.0157325541084	0.0400653806255	0.0251556128929
f	0.00236485534261	0.00408672418834	0.061380821994	0.108027388	0.3763551566	0.2477300436	0.1226384848	0.0620868958	0.012558045698	0.000776225198	0.00133822464208	0.0004706759826	5.8269995114e-05	0.00012816749182
à	0.00712499384	0.019428675728	0.02020347132	0.0694909042	0.3746563044	0.07661770258	0.0742483924	0.04449345406	0.0340092349	0.06220926882	0.0893403737432	0.0247369582062	0.0311267741865	0.072313479684
i	0.0004007686003	0.00438824496672	0.0157872889	0.063695225	0.387246784	0.1571068706	0.1183402248	0.1982494318	0.032083957096	0.008535758876	0.011524000512	0.0020398910318	0.0001829729038	0.00041857943598
e	0.00150472436538	0.00730819518179	0.0329268095095	0.11038173812	0.0682375916	0.252732991	0.2454961892	0.0921809032	0.0192258969268	0.0511974669	0.110434385274	0.00545692637794	0.00153685754112	0.00137930104475
s	0.000279983585761	0.00465768806306	0.0454757004876	0.06574569854	0.057730527	0.181396308	0.3969560468	0.1126544626	0.02695993192	0.04031594784	0.0523276142735	0.0135109512775	0.00151233690471	0.000476791630066
ò	0.00021448308957	0.0020533319304	0.0078615141192	0.06258189786	0.0445874906	0.07838846856	0.3343035536	0.0612200696	0.0419364208	0.07299843478	0.107045591868	0.02711945577	0.0485737569036	0.111115513768
z	0.000511276584707	0.00207987485548	0.017264538444	0.03839762794	0.13489760108	0.166713376	0.375023398	0.1837047562	0.026075648112	0.022104921	0.018644641166	0.008675651364	0.001862867028	0.0040438525965
