 	se	vieni	a	casa	mia	ogni	sabato	compra	pane	di	portare	</S>
a	0.472914608181	0.006483602362	0.015239562354	0.151644782286	0.005039557234	0.002473600012	0.010676180856	0.0180150626768	0.0353208743713	0.0335361712515	0.067343707116	0.181312278388
n	0.49254615304	0.273689378	0.20435257836	0.0182771825888	0.00154047720592	0.0004872162506	0.00010870240846	6.1912332384e-05	8.20445293182e-05	0.000558656305901	5.58309144228e-06	0.00829010328381
è	0.180245886152	0.23956246814	0.2352496224	0.196430488082	0.012903574162	0.00888356414	0.0035636487796	0.00162901793144	0.000106160000253	0.000837423051796	0.000125224545362	0.120462895218
r	0.150815264192	0.5899051066	0.2351589946	0.0195910366455	0.00339798918686	0.0005442213322	9.94186074e-05	5.6538410159e-06	1.57879832854e-06	3.95897447026e-06	6.0813520366e-07	0.000476111802763
t	0.0290776139	0.21326809256	0.4933582712	0.1578544673	0.022266448294	0.027799579486	0.00322986676674	0.0156635944114	0.00123254089563	0.00364187190288	0.000918913683254	0.031688740057
i	0.048298015512	0.3841293494	0.4283588686	0.06705030622	0.0396308956	0.004807654496	0.0006956663232	5.50944345372e-05	0.000387115155992	0.000354603241331	1.65027340431e-06	0.0262308016862
n	0.0242317561638	0.1297413196	0.54416869	0.2116359382	0.08015830054	0.00836612926	0.0006404309692	0.000614937586312	1.84734224448e-05	1.22288583253e-05	7.43253574434e-06	0.000404328575561
è	0.010594618432	0.161090417372	0.3493712594	0.32549510192	0.04447440956	0.0357655723788	0.01557951147	0.0305239068801	0.00191732154401	0.014140084377	0.00076369631464	0.01028409534
s	0.0879511320757	0.146745747946	0.4342381028	0.2517269028	0.0574447933	0.01453056038	0.0064062426052	0.000331476816729	4.24205672193e-05	1.67560448896e-05	2.84446753795e-05	0.000537387802287
s	0.019590534032	0.01882479973	0.505003656	0.2397313944	0.08908226694	0.03436189171	0.021539963924	0.0195903465467	0.00408812795787	0.0152609777475	0.0108879473391	0.0220381094764
u	0.0647989558354	0.048183341668	0.2734657708	0.25614783088	0.16844435896	0.0726300002	0.08614494615	0.000826105710778	0.0130128123627	0.0115217071166	2.44125430149e-05	0.00479980091273
m	0.0107985361676	0.0448226119138	0.21322098494	0.2578706727	0.2242754624	0.2303830774	0.010637355852	0.0062328300447	0.000170794197074	0.000187221880941	4.02331230676e-05	0.00136018686657
u	0.00854172890701	0.024875860482	0.1913163274	0.2793102298	0.18797677772	0.07787049654	0.014483025	0.0979954877594	0.0446053490835	0.0264290702233	0.0329255328412	0.0136700909257
k	0.00322345844592	0.0114535716365	0.15257763868	0.21839095348	0.2816674572	0.238546772	0.0532389226	0.0186931678248	0.0005026170254	0.00071422435954	0.000176270837579	0.0208149612418
u	0.0119908117964	0.015873676868	0.1846713095	0.18071374928	0.203247522114	0.10405589952	0.07917188096	0.0668771207111	0.021064790416	0.0964770012752	0.0270691268312	0.008787113166
à	0.00116475805719	0.00886569292092	0.055961426134	0.14968668396	0.2905641312	0.341176596	0.1108742176	0.03579546542	0.001139812662	0.0018226150424	0.000459399382164	0.00248924641277
i	0.00242629249962	0.0426825882175	0.03013320803	0.08432869854	0.231901017	0.362520912	0.1732765005	0.021990102	0.02057619398	0.020834107746	0.00518302961959	0.00414735028601
s	0.00952771667256	0.0086274895151	0.011992621477	0.219026142216	0.07123870826	0.251478849	0.24768186756	0.0622007244	0.03882631902	0.010928125606	0.0571801949202	0.0112912083071
à	0.0015427775594	0.07827631669	0.02481297422	0.0768943799	0.106957432	0.190463456	0.2930698604	0.07905856662	0.018109916472	0.045024369868	0.02252348562	0.06326646806
m	0.00543230292439	0.0127567100501	0.004265487944	0.093610437874	0.092525370574	0.1204728332	0.488846688	0.0989062224	0.0275648844	0.0172597252	0.03179789466	0.006561457441
b	0.0041037487343	0.0113989136814	0.022854240036	0.1414368996	0.0226450974	0.0952519696	0.35030941284	0.032400987	0.0469606764	0.0575770668	0.20572677566	0.0093341843
a	0.020955814238	0.0018277917534	0.0367557389646	0.03902316338	0.0433721814	0.13009799596	0.404984397	0.050587131744	0.1492966204	0.09821391562	0.01518445998	0.009700791772
v	0.00191056356834	0.00437388120975	0.00142035120169	0.04642327632	0.025173161364	0.1298529492	0.2666165088	0.2004113034	0.1817979585	0.0589863156	0.02373633058	0.05929736422
ò	0.00197047981697	0.00260735134426	0.0081953850496	0.133691695108	0.00695331242	0.07431090342	0.29496962364	0.15293269467	0.14522024682	0.081876295052	0.0925614815	0.004710539076
r	0.000298586554965	0.0127409231512	0.0003151181138	0.049531789552	0.023485765406	0.1334368934	0.2240634706	0.1903070712	0.12850798274	0.0855440822	0.1208898256	0.0308784586
a	0.0113080783145	0.0036250366827	0.0097979828994	0.073069979146	0.01417867457	0.09914005196	0.2028864516	0.09466923349	0.1779461576	0.080102648	0.220552545	0.01272317012
s	0.00188187784512	0.00379398981818	0.000722754227664	0.0219085206029	0.0256077768918	0.02664096094	0.1429343519	0.1140018934	0.3509945563	0.1636887524	0.06444445706	0.0833801124
o	0.00040696634334	0.00256828899814	0.0015965024722	0.0556995830874	0.0049678624932	0.03329919974	0.0403702776	0.0462763732554	0.2273297836	0.1688886824	0.3947652256	0.02383128062
t	0.000585089005797	0.000579840275482	0.0004521434927	0.0258653816094	0.0129164122193	0.01094954567	0.112534247146	0.11375794	0.2807376398	0.25030829	0.135622242	0.05569120166
s	0.000133786902984	0.00322716530989	0.00176527749584	0.0432329883243	0.00376023012	0.015474754257	0.029337979468	0.043241596157	0.13684404778	0.22488227992	0.4873796674	0.01072024542
o	0.0007698166529	0.003583435142	0.001631000704	0.01223838075	0.00575054082	0.04834880748	0.0887378008	0.0680114964	0.344907716	0.212137004	0.144713522	0.069170492634
