 	l	anno	che	viene	mia	sorella	sta	per	sta	per	studiare	medicina	</S>
t	0.620469093155	0.067617360172	0.015965142146	0.003651061536	0.004594274353	0.00418885144681	0.0119955759672	0.00719313729776	0.0135287039636	0.0121804417254	0.0157287352186	0.0514199314998	0.171467655689
o	0.5734839552	0.2262637456	0.00770812489	0.005648400126	0.0014408503554	0.016393452426	0.000352341158522	0.000590117771651	0.000422625201387	0.00266043156389	0.000703476095006	0.151506787381	0.0128256472007
c	0.286757994	0.6060088276	0.02198032994	0.01116565813	0.0186166669412	0.00444369956808	0.00269985276187	0.00557955938581	0.0028321090563	0.00114984457544	0.00265974684874	0.00173671481691	0.0343689750999
h	0.0929776245697	0.3689851556	0.01872309049	0.035972905114	0.058951481828	0.225785355149	0.0836946775823	0.0220770478763	0.0397348712516	0.0235805554625	0.0167783649595	0.00333886359424	0.00940001714985
r	0.217238188056	0.547488912	0.07201279966	0.035314487826	0.048921239617	0.0153726893319	0.00782608306812	0.00531960728088	0.00536269457623	0.00222657780866	0.00138222937041	0.000727933928237	0.0408065681939
ò	0.046205858356	0.715797826	0.0618895772	0.06278616404	0.0084414530124	0.0918921319588	0.00436176975434	0.00465030522451	0.00166528204465	0.00041192806663	0.000137174652434	9.57512178977e-06	0.00175095242331
n	0.0928254276232	0.5669161426	0.220246238	0.03231222894	0.054629054936	0.0264710051868	0.00398828036288	0.0016327517258	0.000139584920088	6.781980866e-05	4.14911318374e-05	1.18410744418e-05	0.000718147254332
o	0.097421678628	0.3636372646	0.1984551966	0.0362273554	0.052712927428	0.100046474847	0.0213089151274	0.0149340901061	0.0267834270563	0.0200874272312	0.0256915079131	0.0305423448431	0.0121514336546
k	0.0493706991731	0.0827144366	0.502192932	0.1331451236	0.060902089148	0.0879182410001	0.0724224453167	0.00613489817432	0.00449148909056	0.000260471020555	9.48241313029e-05	1.96282255483e-05	0.00033273200564
a	0.07211095688	0.222147122	0.27408626	0.1141550264	0.0671847106	0.07646162552	0.036828839052	0.0179756019291	0.0289885316102	0.0257066283402	0.0146637129205	0.0405462703911	0.00914470951788
m	0.00477787307034	0.0291468306	0.410917424	0.227351755	0.1140611834	0.105378079312	0.0896256257334	0.0116307200162	0.00615812241795	0.00055734324156	0.0001332847223	1.62276130522e-05	0.000245558634686
b	0.0378591649	0.2562696894	0.1708898664	0.1165722774	0.09396397232	0.0819643654	0.0439530496112	0.0349864578508	0.0389785160972	0.0395934447979	0.0330864971724	0.0187146582849	0.033168031164
è	0.06946362784	0.2250013116	0.1781253003	0.084118747	0.132523764	0.0732556183984	0.115192100972	0.0397499845508	0.0166312969522	0.0154744593107	0.0276209087989	0.00267551989939	0.0201673326136
n	0.0170190868098	0.02223414046	0.3022395038	0.09897051754	0.2136465844	0.16337200454	0.091486194944	0.0515428635112	0.0180546319212	0.0110757091815	0.00238581853579	2.25194102355e-05	0.00795045666312
n	0.119426445266	0.0244354988	0.205503106	0.1218611876	0.1735664512	0.121555175	0.046870349	0.02942174361	0.0434169909252	0.0330253070346	0.0327638820785	0.0296868987373	0.0184669784622
i	0.114669491654	0.03590886606	0.0876478142	0.1685543998	0.2424349148	0.1020002198	0.08618815334	0.0355933742388	0.0212230846968	0.0514832567689	0.0482916016614	0.00323864506369	0.00276620000711
t	0.00967374982324	0.00440827320852	0.060139926	0.1514413401	0.386407795	0.1729445234	0.07915809526	0.06742675676	0.035168798578	0.0195198820372	0.0109483124733	0.000287404038187	0.00247511452085
i	0.0024667450198	0.00661763388	0.0889450138	0.1828549148	0.2751462308	0.0997674546	0.0276836247	0.042796276626	0.033175687908	0.0661408187569	0.0556700917754	0.102218929199	0.0165165638775
n	0.00170140098889	0.00090336459544	0.0373642737	0.0609724178	0.29414446606	0.3433782914	0.10732527106	0.08417386936	0.045278778968	0.017935762894	0.00623307922555	0.000108669059045	0.000480368002393
a	0.00583500395273	0.012541173536	0.03851457588	0.0692645244	0.2590509216	0.231377783	0.0923667534	0.0323102534	0.04577189648	0.03326976887	0.0485190555412	0.0370716336592	0.0941066792392
d	0.00131059145311	0.0008056185985	0.032797026814	0.04238777206	0.1876693296	0.381306548	0.1591439856	0.1181650868	0.04262154588	0.021390314902	0.0119540078696	0.0001604292257	0.000287770652027
r	0.0140025519837	0.014145566468	0.03477114814	0.0528916674	0.108559436	0.326187368	0.1333389708	0.0364273096	0.0466845927	0.044857062613	0.091290480304	0.0596083947882	0.0372354303508
e	0.0866467041	0.01657107566	0.01397940424	0.04705244652	0.2026087263	0.2479581498	0.1227630038	0.048705583	0.0265740347	0.02287502942	0.083036625986	0.0144307151156	0.066798533698
f	0.00226908357257	0.00236706168406	0.012041329776	0.012061274	0.0935596887	0.346873406	0.224064992	0.1442006712	0.08625836652	0.040368000618	0.028362400694	0.001621959029	0.0059517983918
f	0.00395416847542	0.001628200672	0.015203007084	0.0097636967	0.08243264852	0.33544754956	0.11434403396	0.06007192894	0.037675555512	0.05132464687	0.0791756067625	0.192133681725	0.016845252877
ì	0.2495791172	0.04587186698	0.01405187426	0.0220831938	0.08951082612	0.20828439308	0.1339786038	0.02989216168	0.02355511726	0.023379064206	0.0836757093072	0.017736822025	0.0584012721404
m	0.0008712990582	0.0020086285264	0.0044224355206	0.006289650228	0.03967602948	0.3900299192	0.175054038	0.1411978974	0.1054339388	0.048733904964	0.045549649802	0.00835315045036	0.0323794574724
m	0.049177809959	0.030959317182	0.027404625034	0.01974485386	0.045003229	0.1530990752	0.23632265	0.0679497418	0.1024422356	0.113364500852	0.044482936288	0.0987593882976	0.011289622542
u	0.0075016429752	0.008612346262	0.004962769984	0.01671653559	0.0649964573	0.09945210318	0.4119029322	0.11414030632	0.0793487176	0.10042516258	0.0612989375828	0.002723697266	0.0279183571102
è	0.000912629451301	0.000697887499506	0.00332368547834	0.0030598683374	0.02920352584	0.0971213702	0.27664286	0.258909192	0.126338307	0.1012634364	0.071826140908	0.0112409653063	0.019460125117
n	0.000188228951957	0.000736866205884	0.00213459780784	0.0027869298018	0.021920527956	0.19993268784	0.11606000192	0.3030264852	0.0772449822	0.0960992788	0.1238366285	0.039000451895	0.0170322985972
a	0.00762451539664	0.0196988695214	0.0254994578003	0.0286928561246	0.04396247072	0.100094227	0.264755018	0.142452422	0.1331700978	0.0564756198	0.0495220794	0.1156508224	0.012401542932
è	0.000372234848101	0.00115644951049	0.00751742602724	0.0100808210168	0.0145578632701	0.133379534512	0.120054108	0.304215852	0.1565657048	0.1515158594	0.0743614288	0.015012015208	0.011210709733
n	2.3822845036e-05	0.00104672629738	0.00227877481754	0.00155372151344	0.0114005348816	0.09707959826	0.08998090704	0.323047464	0.1133795368	0.133212799	0.130752855	0.069673132306	0.0265701510028
a	0.00332365205834	0.00959729839155	0.0196960198024	0.012676961137	0.042779917942	0.09869147912	0.17705048	0.131943029	0.1934224582	0.0861620646	0.05043532	0.160088572832	0.01413277686
s	0.00159139242599	0.00475739971094	0.00558753504387	0.0144231342334	0.00656383989126	0.115611667968	0.07133505152	0.146483004	0.1456704828	0.2551430744	0.1549660156	0.0528639446	0.02500344236
t	0.00873618181672	0.0131052965694	0.014436718176	0.024447890172	0.018057420334	0.03622776124	0.124641358	0.1242530642	0.2016843856	0.1318178172	0.1073848548	0.15923166828	0.035975604332
u	0.015103586338	0.0085378109092	0.003120813584	0.00377512464	0.0210926668	0.02693711459	0.1350539074	0.1280909788	0.319835142	0.159154342	0.1120961564	0.03060660328	0.03659570554
d	0.000195086022347	0.00181589071504	0.00332895766271	0.00475827952094	0.005810358197	0.019028436166	0.0401600194	0.126083842	0.145892352	0.310485025	0.161907174	0.057341785	0.1231928113
i	0.0226928548788	0.0052605028524	0.0117227042416	0.00649229748092	0.00651695476114	0.01839728764	0.03788638798	0.0984036256	0.1952827826	0.215998788	0.175206665	0.1932906878	0.01284847059
è	0.000774452827656	0.00560903750794	0.00436876178209	0.00736894785216	0.0091455980366	0.04340145835	0.0633319814	0.1078279686	0.172061016	0.208148696	0.201582547	0.0944004123	0.0819791466
