 	è	che	stanno	ancora	alzati	</S>
è	0.735410601303	0.01181624286	0.0017486925984	0.01649345162	0.0099638599806	0.224567149458
n	0.43534530468	0.3683857964	0.155799417454	0.032558393596	0.00485836698319	0.00305270956909
a	0.3585143617	0.3444794064	0.1884591029	0.040378260734	0.0529330170234	0.0152358381955
s	0.03120226	0.627298064	0.33176253992	0.00947975256	4.5825918146e-05	0.000211545891334
t	0.099552819148	0.3245307944	0.292677954	0.244548919041	0.0164586048139	0.0222309081889
a	0.1136010494	0.563649844	0.3053753092	0.005715611584	0.00039709621688	0.011261112894
s	0.062377384102	0.400540766	0.468193277	0.0251980912	0.00233799561568	0.0413525167717
ù	0.02889408126	0.2008865094	0.41028707	0.314055700588	0.0198790819138	0.025997561846
n	0.0331008350876	0.2487868284	0.521753906	0.16063829472	0.0069128652076	0.028807314872
e	0.01491148843	0.077891035	0.5470622666	0.1586127542	0.1699217454	0.03160071548
a	0.0191459927851	0.0873352855845	0.291262971	0.583183869	0.009170882794	0.009900987112
n	0.00129371421825	0.016881532973	0.174613822488	0.696425028	0.0950659356	0.0157199786924
k	0.005813428184	0.00946311752	0.07791756036	0.3416493182	0.209906208	0.35525035868
ò	0.1871394898	0.17660014468	0.322417268	0.25054183628	0.0370438682	0.02625740269
r	0.0501371443966	0.027909282474	0.1994626528	0.3518153008	0.083055377	0.287620236
a	0.0267533961568	0.0214597296	0.164648434	0.549972754	0.116756463	0.12040925096
o	0.00802495157807	0.0365005271372	0.225155921265	0.2779324986	0.228178108828	0.2242079992
r	0.00213241773128	0.00302779830974	0.057380776629	0.242756977	0.46591475	0.2287873054
t	0.053101752294	0.031488394098	0.049924735154	0.09790231104	0.48364623	0.28393658
ì	0.176826542905	0.0168262681	0.0692872514	0.0916030918	0.4123088996	0.23314794884
</S>	0.00361772535996	0.00387208077506	0.0185773142016	0.06778143464	0.202980658	0.703170786
