 	il	ladro	è	entrato	da	qui	</S>
o	0.655404324843	0.013556345117	0.0013525225552	0.0028339623844	0.00869886168786	0.0139557865018	0.304198234141
l	0.375089276244	0.5801409721	0.015338231092	0.018671046952	0.007325518012	0.000657230849054	0.0027777275785
à	0.007733154064	0.2664134566	0.0323956485	0.2634490246	0.355316870234	0.0618735234	0.012818316817
d	0.049800280252	0.6781419264	0.1879690864	0.06336752096	0.0072817906182	0.0103272498979	0.00311215489526
r	0.184152709033	0.242708392	0.04209405304	0.3036113666	0.101614577406	0.0222775672658	0.103541306637
o	0.29049511414	0.30280784924	0.12734507986	0.0649982826	0.064105881838	0.0008528311449	0.149394910078
i	0.0646580072734	0.2152311992	0.51858706	0.13248073318	0.05582735054	0.00486879337476	0.00834686323722
m	0.00939289120354	0.2257052789	0.332274848	0.283947938	0.11767231526	0.025787278034	0.00521946939693
b	0.0012292191926	0.015066878764	0.0646536991	0.4538006852	0.326871422192	0.129545149998	0.0088329768392
ì	0.04264532362	0.039809206192	0.36011704972	0.50026914408	0.0398055774	0.0064173298	0.010936351504
k	0.031921506421	0.054687346972	0.2213895005	0.2324171328	0.2141423842	0.04513912192	0.200303028668
e	0.009648192461	0.0283436264766	0.2514384679	0.3845874563	0.27380204879	0.0346886955276	0.01749153426
a	0.00628019545137	0.00689203672669	0.0638517073966	0.23745369422	0.533901712	0.1091768518	0.04244379508
p	0.00278362778733	0.00242374514267	0.023233598314	0.210362074	0.3380478898	0.3688424206	0.054306588056
ò	0.0001270064556	0.00269951705174	0.0219929822095	0.26048862	0.13834626896	0.564639990988	0.01170562725
t	0.00070095265178	0.00309379548802	0.0139776407248	0.18312070606	0.19301894374	0.576381656	0.0297063086
t	0.00311663507149	0.00520826467622	0.0233322769486	0.22933613354	0.131076575	0.542838766048	0.06509138042
u	0.031603796182	0.0122488961651	0.0946184243125	0.085267886856	0.1328518578	0.354316848	0.2890922542
</S>	0.00026639743644	0.000216725592516	0.00254901564276	0.0321955575898	0.0257233451	0.235020402	0.704028566
