 	forse	sono	usciti	</S>
f	0.599606284725	0.012070949648	0.007308459916	0.381014253115
ò	0.774099332	0.143104302	0.0754153598828	0.007380957968
r	0.80010633	0.158984563934	0.0302054557256	0.0107036201764
s	0.2336343652	0.43912047	0.296321967652	0.0309232007782
i	0.421613509128	0.3844327702	0.09001635788	0.10393733867
e	0.279560066303	0.590396243	0.06694146592	0.06310219498
g	0.118476633248	0.5382453462	0.28600150114	0.0572765133904
g	0.157669903408	0.1903246524	0.5432976732	0.1087077934
u	0.283571198309	0.3845454427	0.2845470591	0.04733631036
ì	0.0585423815446	0.1328641026	0.3941535232	0.41443998
k	0.014064138528	0.20860064348	0.554936907	0.2223983116
a	0.04208854264	0.42096308334	0.410435518	0.1265128496
n	0.0094018319038	0.03458570504	0.1262696901	0.829742778
e	0.0959746240349	0.2197685626	0.318479258	0.36577758
</S>	0.00410248987807	0.006003253562	0.07211353143	0.917780744
