 	può	che	sono	ancora	svegli	</S>
i	0.600139536744	0.0161915193781	0.005922292852	0.043842998696	0.0311838075932	0.302719880195
s	0.7007015437	0.13833526502	0.008424074892	0.0127231024862	0.137431741167	0.00238429827372
ò	0.64372819626	0.110671160074	0.061817619628	0.172477611248	0.00277708344077	0.0085283503063
z	0.599192648	0.34957655	0.04460861372	0.00562813242722	0.000330531199788	0.000663543618144
i	0.2596834384	0.353915203	0.12808796888	0.135462425193	0.0403077906865	0.0825431774758
k	0.07729304152	0.699063996	0.195452421	0.027044695454	0.00037839850122	0.000767470129
a	0.0075217492	0.44902474096	0.22284675116	0.274408418628	0.0409224846626	0.0052758696088
ì	0.0131447293	0.360302064	0.521412341	0.0967236316	0.00295666691	0.005460547936
n	0.025806632434	0.14003548096	0.4618098228	0.16847520812	0.196250532297	0.0076223219732
e	0.0253619785	0.1720426	0.47200737	0.1748446484	0.116209061265	0.03953434574
a	0.00816292700533	0.044972681082	0.2463301008	0.676762508	0.0184354919	0.00533625654
n	0.0021623896556	0.023340806262	0.1612004612	0.636813572	0.15122261958	0.0252601323056
k	0.010976637574	0.01647267075	0.12466988655	0.2842510176	0.2922438641	0.27138590616
ò	0.334147672348	0.0739767584	0.10838289916	0.28450439772	0.12801851674	0.070969777108
r	0.021922669462	0.02042046859	0.1505051082	0.476402086	0.242042608	0.088707091
a	0.017410254824	0.0215556033	0.0481003528	0.494898466	0.3259657526	0.09206955712
a	0.00137609031011	0.0203395678788	0.177062430156	0.39655761492	0.35096231078	0.05370199288
t	0.00453615049531	0.0118342526367	0.018456259788	0.2924753572	0.613090252	0.0596077296
s	0.054722449277	0.0505623686204	0.027520932734	0.1947687996	0.3452069684	0.3272184615
ù	0.26712724142	0.02090297386	0.03751080174	0.2054305876	0.24427518176	0.22475318642
n	4.5181579304e-05	0.00012160321724	0.001622769163	0.17997512254	0.486825676	0.33140968554
n	0.0065509986522	0.006971758122	0.003166477768	0.04491757628	0.4922415581	0.4461516092
i	0.155211058955	0.0351661599214	0.0080397054328	0.0985066919	0.402430646	0.300645744
t	0.000992498377223	0.000850999490038	0.0015653385231	0.0802839544	0.5240426248	0.392264578
i	0.089562416996	0.0816684557653	0.008822088959	0.084524570186	0.28887426428	0.44654822034
</S>	0.000335983511541	0.00126501961798	0.0119914286404	0.03834848374	0.0577400238	0.890319062
