 	se	si	era	vestito	la	figlia	l	avessi	portata	alla	chiesa	</S>
a	0.526102955226	0.038823219265	0.0088340328588	0.019007088128	0.010815240762	0.047009864298	0.033271510592	0.0186761905115	0.0291211576435	0.0244388783584	0.0719105236399	0.171989310906
n	0.557767393325	0.195137769	0.2097263146	0.005843911824	0.0011635167574	0.0159811437326	0.000391450316717	5.349713668e-05	0.000862996801428	0.000599823686525	0.0109914336876	0.00148074960825
ì	0.18717668936	0.3029368202	0.13378962152	0.12628551703	0.050515603286	0.00961640319688	0.0190155694509	0.027303983738	0.020833707566	0.0112799784634	0.000719023152512	0.110527086217
c	0.108847518886	0.766752122	0.1043006986	0.013787413586	0.0052924985504	4.197707106e-05	3.1522970284e-05	4.63931503038e-05	5.58315742354e-05	0.00016615475689	0.000121819141508	0.000556078004663
h	0.019528610214	0.3451066054	0.1228845736	0.1656413178	0.071380492388	0.0627084253314	0.0488200306501	0.0353401805551	0.0211350354914	0.0360931871002	0.0236521069835	0.0477094969279
a	0.13641268446	0.416951526	0.252942298288	0.12070059562	0.01427433376	0.0130205662012	0.001066959034	0.00119298157367	0.0025636269406	0.00015373346686	1.1025390256e-05	0.0407096599495
n	0.019937677065	0.280119924	0.4471480328	0.1988525634	0.03636082958	0.007322733544	0.00167064616303	0.00520034850256	0.00254902361408	0.000544896865445	5.2879062007e-05	0.000240495041884
d	0.002122073464	0.0465509912	0.39108282168	0.1894366966	0.0690739758	0.002849949874	0.0030773409808	0.0976490518549	0.0451942015964	0.106018343781	0.0325417691274	0.0144027642081
ì	0.0178559581	0.1785896942	0.1668997608	0.305010709	0.082422084	0.12055987745	0.041342571608	0.0122974783851	0.0488369475481	0.0149977280998	0.000274862582444	0.0109122782576
s	0.106895468359	0.203884367993	0.174355759	0.4245220616	0.0270870674	0.0209047062322	0.0177640517814	0.0139690350223	0.00955101601224	0.000731735241169	1.37042164524e-05	0.000321013779087
o	0.0151571405917	0.1268047469	0.1423580576	0.3015027386	0.1731652992	0.03374815894	0.034497496488	0.0851958815318	0.0169948282112	0.0104173248272	0.00992373971403	0.0502345827254
n	0.0114692093861	0.0814429456282	0.09472763486	0.398674756	0.279506825	0.098458291	0.018769906604	0.00963811827341	0.006952371321	0.000294226069324	3.55896614426e-06	6.21604949535e-05
t	0.00148970039698	0.011726405787	0.0619976514	0.19601368434	0.3095339428	0.01357464236	0.0106466139	0.188057451798	0.107588230109	0.0817653114313	0.00997963974701	0.0076266971612
a	0.0459338756085	0.0302452998852	0.02640746468	0.1825302792	0.308936874	0.1346163612	0.05900600304	0.01780549589	0.130026429399	0.0573626019903	0.00113378807177	0.00599554355432
i	0.0156627830267	0.0843914856085	0.03889214766	0.2038421474	0.370608806	0.15713824608	0.07011531902	0.0278575745539	0.0275359244855	0.00307489474513	4.39028831443e-05	0.000836774067262
k	0.000372861597924	0.0200813573438	0.022962711014	0.0983861722	0.2410250166	0.22831611898	0.0803230034	0.10329459788	0.140219301314	0.0354352671212	0.0134909804537	0.0160926088306
i	0.033432635929	0.014963885358	0.0298136187012	0.05108821894	0.1901038992	0.2685097424	0.1588710077	0.04616575256	0.072824496532	0.091136193822	0.0154733661785	0.027617187852
a	0.00272754006726	0.0139621480656	0.0137384825	0.1283812558	0.321646078	0.2821046534	0.14965618216	0.037396984642	0.0479152772962	0.0019710019214	0.00015985394626	0.00034056665086
t	0.000161587090804	0.0106018681978	0.010433405292	0.04967877546	0.10447448512	0.1948782748	0.2163546324	0.1588736618	0.19552105378	0.0383336260132	0.0169188067572	0.00376983449669
è	0.006856106657	0.0108875966068	0.024277360462	0.0257730694	0.163202318	0.1218092436	0.1857902808	0.204021302	0.0449925212	0.054951300582	0.0564222379876	0.101016668904
r	0.00403883641936	0.015875119055	0.0038505225044	0.057372047786	0.16303595348	0.0665029704	0.1231484156	0.450503282	0.100963064	0.006612248994	0.00542054587768	0.0026769461364
a	0.0164249876312	0.02042539998	0.039846102704	0.0578229793	0.115845158	0.2781352112	0.2099953408	0.14710438666	0.0627049198	0.02796221466	0.00860182603531	0.01513151454
i	0.000595253297249	0.00199399441286	0.00132792845864	0.018859521462	0.0706880832	0.109247631	0.389250382	0.201111721	0.14291787536	0.059468258494	0.00332268715328	0.001216671482
n	0.000195887926251	0.00204687952814	0.00141414017158	0.0080014651004	0.012040235484	0.05972002998	0.1814716652	0.402969417	0.2007225832	0.0954336486	0.0328340057085	0.00315006089444
ì	0.00026217722	0.0026335871626	0.0049316787979	0.0068143383246	0.00940155749	0.01322514434	0.042834241	0.4635494366	0.09612841148	0.1171543227	0.116712494059	0.1263525985
c	0.000513258707032	0.00222319434076	0.00076028469106	0.0168571806623	0.084532280762	0.0526879865232	0.20487247124	0.422501618	0.1648078836	0.022980684696	0.0243036761858	0.0029594395694
h	0.00958498970587	0.135789441395	0.062291474704	0.051614873312	0.05138387318	0.10217717633	0.049423558032	0.218648392266	0.0761371952	0.01555715122	0.184791275383	0.04260059442
a	0.0117707358115	0.029327426447	0.026515966654	0.0299093328988	0.05145976308	0.136643699	0.1476760652	0.0956512236	0.2884444544	0.1422613126	0.0180532347464	0.022286771552
p	0.00144014724313	0.00184727282503	0.00140385291232	0.005419926167	0.0059522697634	0.02622267736	0.106571383526	0.0617667866	0.2707811874	0.389561346	0.0632441608	0.06578895
à	0.00266316611708	0.00618315797632	0.0101746103893	0.0202046909358	0.0296651248938	0.00381760042	0.02650925378	0.25334703802	0.22551434228	0.1964859844	0.21954165796	0.00589339124
r	0.000504210743251	0.000555706852498	0.000185291606466	0.0032027989038	0.0141501672484	0.021866218502	0.10638930404	0.1749660436	0.406348014	0.115346786	0.12362687124	0.03285860476
