 	non	deve	parlare	davanti	a	Anna	di	questo	</S>
e	0.710060497893	0.037379277817	0.0006439064036	0.0107638277568	0.001184276994	0.0031136843516	0.0269476774503	0.0155203632388	0.194386511752
n	0.5787098506	0.329703216	0.0812556644	0.00226582782908	0.0040053788828	0.00160546137233	0.00042879200786	0.00136435112698	0.000661454153859
è	0.16639501142	0.255632952	0.146959669	0.11773154748	0.163417018536	0.0278291053613	0.00740775300566	0.00145318331376	0.113173774783
n	0.06494822656	0.622149294	0.2697063577	0.0300972699476	0.01021553465	0.00271428880081	2.13070082e-05	3.85007816605e-05	0.000109192281562
a	0.073413620266	0.4498756254	0.179541886	0.103413629876	0.124268989746	0.0456381748068	0.00843600246335	0.0114311918934	0.00398081663096
m	0.0175054648044	0.384067884	0.541096608	0.04541803042	0.00959359876	0.00218620447384	4.974976396e-05	1.86798800026e-05	6.37817922638e-05
i	0.0153237641208	0.0954758016	0.4843453828	0.15969957444	0.1187284597	0.0055606594	0.0895600043542	0.0285256456509	0.00278071589168
l	0.0551831755327	0.12441418346	0.669595822	0.096444987	0.04849569166	0.004566047862	0.000531199242	0.000193441491176	0.000575425500769
ì	0.0168398504858	0.0188276034	0.625888857	0.0844097552	0.12823819268	0.0230271477	0.0714350075006	0.010391398828	0.02094218828
s	0.00936015672652	0.02122175214	0.292778202	0.512031796	0.1271148534	0.030463716492	0.0050826439628	0.000728264445795	0.00121861304936
i	0.00565765198278	0.02739988334	0.3878661736	0.2041308406	0.188826976	0.01999377706	0.0425668859208	0.0624492693055	0.061108556521
m	0.0325494476453	0.0656426691649	0.11549189828	0.402945398	0.2692242468	0.10770976918	0.00518316268	0.0006190773426	0.000634337124412
b	0.0326865241581	0.00919997478	0.212464358	0.308860382	0.135585087	0.12728769968	0.11171440996	0.057066843378	0.005134715786
r	0.010787071788	0.01413037052	0.2954570506	0.2035632368	0.3436227268	0.100367348066	0.02106330865	0.0032773548866	0.00773153267
ò	0.00903900534971	0.0154568464544	0.05986449196	0.37923893204	0.326553736	0.1079810934	0.08740716968	0.01055694568	0.003901776424
s	0.00262159565621	0.0072408059092	0.01976496746	0.342118764	0.2638436448	0.2438186552	0.06072267452	0.030970070974	0.028898842318
t	0.00959921636687	0.01685485026	0.05768418928	0.275924978	0.3145435918	0.1599493551	0.05047586306	0.090082469874	0.024885516754
i	0.00734910462993	0.009150951159	0.05772331054	0.1045407226	0.51732742	0.1831273444	0.0749730788	0.01036964024	0.035438400746
n	0.00124365267973	0.00132674692807	0.0054176666916	0.08856245086	0.237289472	0.345203652	0.2527985816	0.02850747526	0.039650299588
A	0.004168404638	0.00264850675384	0.0077151998176	0.0171052143	0.0649627114	0.498422347406	0.2086641734	0.18778812308	0.00852532156
n	0.000339346071659	0.00054571621908	0.002189783258	0.12890813048	0.0480750864	0.417387924	0.1279663822	0.240805347	0.033782300494
n	0.00782789898918	0.0066384430802	0.010999022508	0.0620381971	0.1053998202	0.2860404606	0.2188194868	0.2860497148	0.01618693178
a	0.00959191166125	0.00368309298547	0.016179907422	0.0212926887	0.1146337546	0.1797043504	0.484916624	0.1357150384	0.034282620914
à	0.000461378488412	0.000310253554199	0.00122599838661	0.038195922202	0.0509898376	0.1782642676	0.451303186	0.1782568654	0.1009923116
t	0.000838962189462	0.00085727714032	0.00117623539974	0.024459017552	0.00414459502	0.148744897	0.255128805	0.535869638	0.0287805746
s	0.0372877291038	0.0356275535549	0.0382119082182	0.0669186719236	0.03447673942	0.0990672076	0.2903903114	0.3816260128	0.016393845368
e	0.0320566008557	0.00498368245142	0.020943139772	0.04287675188	0.0438550241	0.05541690626	0.430255154	0.2275418688	0.142070820428
t	0.000203982314289	9.53103412311e-05	0.000357403561418	0.0226741136983	0.010886439547	0.1081847885	0.342111301	0.326045898	0.189440774
ù	0.00643311560419	0.00266885499123	0.00686003110564	0.0785739542547	0.004812863774	0.013625732728	0.236555571	0.581057364	0.06941245792
o	0.000102335259292	2.7651447592e-05	0.00013934708798	0.0119313379273	0.0034397416112	0.0393098077	0.0576522874	0.779385906	0.108011574
</S>	0.000100578038756	0.000104587923122	0.000318215736842	0.00459901104786	0.000760714959	0.02148200302	0.0660991698	0.686807632	0.2197280898
