 	il	muro	vuole	uno	specchio	</S>
o	0.58004350245	0.0384747421882	0.0055924825766	0.0028754368822	0.0042209668791	0.368792861919
t	0.308267782658	0.187546467	0.2693529382	0.21563029682	0.0173236550998	0.00187888735217
ì	0.19783917602	0.36579564274	0.08510755305	0.147755577527	0.194227734908	0.00927434936526
c	0.03725665639	0.693778164	0.16875519042	0.096519579851	0.0014789747262	0.00221142922258
h	0.0821760554592	0.3435854152	0.1177599822	0.2243209971	0.167858720193	0.0642988066932
o	0.4563955253	0.0865466402	0.0991465374	0.17083106488	0.000619842158	0.186460350779
t	0.0236496759079	0.36651942686	0.521172844	0.07276580472	0.00103535651858	0.0148568652265
è	0.00930541684	0.1064214214	0.45730317	0.15555823548	0.26554855366	0.0058631836008
l	0.0117960439134	0.27542176	0.50013098	0.1065161154	0.004454101708	0.101680999943
i	0.106429008941	0.35680242712	0.278213888	0.159964743	0.043762141	0.0548277789468
n	0.0155112472339	0.209984996238	0.3166953208	0.3450447454	0.03842878472	0.074334884848
a	0.0096801424276	0.03207309576	0.1644818	0.36470852466	0.420542184	0.008514242382
n	0.0063201346898	0.219676323691	0.25785200932	0.3024949758	0.1872041803	0.02645234094
g	0.0053963901404	0.009099111888	0.05457531518	0.3651963994	0.522483998	0.04324881898
h	0.2514390514	0.02569691866	0.0956469345	0.3289847512	0.2469008021	0.05133156078
i	0.1093179763	0.01546654364	0.066557851	0.2419353892	0.2927654679	0.273956742808
a	0.00150409177789	0.0305550032561	0.10064335682	0.1333311482	0.250295106	0.48367132
l	0.000200419132228	0.00862989677508	0.0185916489868	0.3716584837	0.429998646	0.17092091686
ì	0.00151753021	0.038241251468	0.01256013738	0.22448633856	0.701887756	0.0213069733
</S>	0.00151676400094	0.0090184975988	0.012620449952	0.0351972932	0.3624379388	0.579209076
