 	non	ti	dimentichiamo	mai	</S>
e	0.618567686111	0.0530751479302	0.0041628609266	0.0331095764668	0.291084723197
s	0.45835707613	0.4360946448	0.0719468176	0.0280214454178	0.00558001576971
e	0.225762778754	0.416467074	0.253713728	0.0313038424	0.072752566096
a	0.076919902456	0.880320738	0.0393291598	0.001696144432	0.00173400677684
l	0.0215050280316	0.336222511	0.5403852186	0.090422711798	0.0114645436712
l	0.006149204176	0.02291972968	0.60172366334	0.3484182432	0.0207891721
i	0.0235455457	0.56382098	0.3260992748	0.0794522447	0.0070819292344
m	0.0474253335236	0.3040755828	0.34315819	0.073756463936	0.231584423552
o	0.061329614772	0.100759093868	0.518430692908	0.3084319854	0.011048570824
n	0.0666549730054	0.25754476314	0.33033234	0.17654688824	0.1689210966
ù	0.007840858794	0.20655654682	0.3097567915	0.4457375314	0.03010827748
m	0.002642567867	0.043354909988	0.33811200708	0.562155298355	0.0537352139
e	0.073367794908	0.23276344098	0.21622802018	0.452812908	0.0248278306
m	0.0257298916341	0.0568980622702	0.13887530968	0.54591720796	0.2325795364
à	0.0107028370613	0.01564528284	0.139948766714	0.74397328	0.08972981342
i	0.000864216112868	0.0103043780133	0.191861532132	0.6684665176	0.1285033422
</S>	0.00409545967577	0.00359643575594	0.007148098652	0.548496294	0.436663714
