 	non	mi	aspetti	che	non	vengo	</S>
m	0.244377007706	0.330087681682	0.0029660922884	0.002290234258	0.01364774163	0.0355405725078	0.371090606012
ì	0.21332975406	0.228861181108	0.326980225877	0.20851542714	0.013393185536	0.00691591858299	0.0020042931264
m	0.0626712974638	0.612424888	0.2916274412	0.02756054156	0.0053610741858	2.870207202e-05	0.000326035948253
e	0.0336603964882	0.255034092323	0.425270864459	0.0845577566	0.08776261782	0.105909375338	0.0078048885628
m	0.0223631654066	0.4887993028	0.3903109632	0.0819039392	0.015597505692	0.00015969036256	0.000865455785138
ì	0.0974085427016	0.154328706659	0.444878100995	0.11069113239	0.07671975123	0.110539666759	0.005434098761
n	0.0172153993252	0.08063805736	0.555082149012	0.243812362	0.0901904918	0.003543729358	0.0095177514164
i	0.0932505845028	0.13039522602	0.364726872464	0.16840254	0.1680911512	0.0594659544	0.01566770766
k	0.00994810880535	0.0060141714036	0.235123154604	0.580032726	0.162542367	0.00243566646	0.00390376399108
a	0.0146621603204	0.0489232508648	0.306279769872	0.214693708	0.091990864	0.30112023	0.02232999038
e	0.0182947100733	0.0067141171406	0.17810883736	0.472560048	0.280342864	0.0267044131	0.01727504726
n	0.0017012777254	0.0147481209387	0.146123603866	0.2113145484	0.4077098348	0.15762733406	0.06077532011
è	0.0005428365024	0.005869100098	0.035244819796	0.082598791792	0.20750134006	0.461713236	0.2065298714
r	0.00575169939368	0.0482429827898	0.1286869806	0.0911167882	0.2918547252	0.3526852608	0.0816615414
k	0.00491973773106	0.0284681411266	0.088276159233	0.08011642646	0.2022952318	0.52895805	0.0669662392
o	0.0484757462847	0.013961844723	0.0332515479238	0.1454000136	0.141853473	0.3786138552	0.23844348282
m	0.0735019034591	0.0395107413508	0.013594721002	0.038411734192	0.1059631996	0.2456334178	0.483384302
e	0.00875387258036	0.0139268972364	0.11346174888	0.0510718346	0.242130724	0.4924522248	0.0782026981
</S>	0.0115355802209	0.00358470426749	0.00268457321133	0.011170444798	0.05951278678	0.172497431	0.739014454
