 	mia	sorella	quest	anno	che	viene	vuole	diventare	dottoressa	</S>
a	0.640985895127	0.0272969744444	0.0222130394768	0.015419731304	0.015301690176	0.0049456841277	0.00408311932593	0.00402269579314	0.0152837715821	0.250447378692
d	0.457564244792	0.51747056546	0.007325099014	0.00411508949552	0.00165542457152	0.00212946181446	0.000487029064487	0.00086052319298	0.000373734400086	0.0080188172751
r	0.27732260598	0.392083344	0.11014944314	0.07289662768	0.0468226943108	0.0200282435832	0.0232043131612	0.0260958007898	0.0165508082753	0.0148461498423
e	0.3957105234	0.4671503056	0.10013503734	0.026284572164	0.00314714948816	0.000516128913706	0.000923531663529	0.000634948990076	0.000115628339267	0.00538224469778
f	0.06217558279	0.78219534	0.0804576748	0.051040368114	0.004438500314	0.0025986283637	0.00236085449522	0.00115688398262	0.00150192963231	0.0120742019395
f	0.05600558666	0.405533976	0.2716071812	0.074691464	0.030615992684	0.0312374989288	0.0146496675091	0.00741858601004	0.0394518862992	0.0687881707937
ì	0.2551972122	0.463174397428	0.166628211064	0.0961252237174	0.0109317167231	0.00515550493512	0.00105982147051	0.000288436419561	0.000167562242613	0.00127193114053
m	0.150478478338	0.513637564	0.250080962	0.06165385546	0.0149945366394	0.00449542522056	0.00228171524401	0.000368244370041	7.15580124406e-05	0.00193764912999
m	0.0579721989	0.3383815104	0.25110136046	0.054411659	0.02767705706	0.009099293304	0.00652762427263	0.00606707900058	0.20495456412	0.0438076439377
u	0.082742360046	0.3000198196	0.3339208846	0.06925979016	0.03851109606	0.01033291862	0.00830376160466	0.00818497803568	0.00225202214257	0.146472348883
f	0.104248713411	0.11914171146	0.4859601186	0.1738177439	0.0475733946	0.010283316228	0.0266802313565	0.020696934858	0.00152188170643	0.010076008792
ù	0.072719686676	0.0685526422	0.39153046657	0.30348702306	0.02251480908	0.00841235319	0.0096224782616	0.0048359422283	0.10720614461	0.0111184348534
e	0.0114557444569	0.0240544263	0.447326064	0.2789666972	0.1515332346	0.026579688376	0.0499284557794	0.0077488402185	0.000250063921278	0.00215679457541
p	0.00160234983968	0.0041836399614	0.0696288514	0.3972583724	0.1804803188	0.022151964	0.057635242806	0.146748691447	0.116423509039	0.00388705474491
p	0.006339018901	0.0190865332	0.119552513203	0.50200850356	0.044793907	0.041564639	0.037834868492	0.0125323820224	0.211012338123	0.005275266112
ò	0.11222769614	0.038727705066	0.0903008234	0.4431779994	0.14515969088	0.0733281094	0.03555928138	0.021782448798	0.0322403270828	0.0074959485832
r	0.002471983377	0.005201966676	0.0963773586	0.50559995	0.142036494	0.03101686826	0.13859887576	0.055192764214	0.0058374498286	0.0176662897834
k	0.0057274149461	0.020344268668	0.06448897414	0.4255692802	0.1781365934	0.0625552505	0.06313218272	0.024773682096	0.1388394591	0.016432911136
e	0.0958749895924	0.0266546469626	0.0573981216	0.342720111	0.1698659792	0.134035717	0.083416289	0.0228405294	0.05793160194	0.009262031376
t	0.00313834029067	0.00426640529326	0.024367421689	0.1603497632	0.3825796886	0.1157117444	0.1169550544	0.14608885204	0.0080098828928	0.038532851181
e	0.0379263481936	0.00946648741755	0.118061319907	0.332779373216	0.209191281	0.07792252248	0.0302760555	0.011764818834	0.163459900665	0.00915192027
e	0.000734789933718	0.00219844939828	0.0516785177151	0.0575191578	0.264222066	0.2925880374	0.2037104332	0.11153223176	0.004322189429	0.0114941553315
t	0.000272698164803	0.000242004994606	0.0367338230608	0.02020830124	0.0893858286	0.1805033224	0.315068352	0.28499522556	0.0673026201868	0.00528780952708
è	0.0116643568913	0.00574906431361	0.0252389543194	0.07279459802	0.0662778226	0.24312892638	0.19005274776	0.0304015498	0.275920256046	0.07877169993
l	0.00015747014407	0.0004441012816	0.0808477916534	0.0744436356	0.073374596	0.111995077	0.374200638	0.202136044	0.045947162674	0.036453475412
i	0.01182983632	0.00955507228	0.0433701493	0.0959922796	0.1081715622	0.1173280262	0.241581599	0.0674233876	0.25386437594	0.0508837112
n	0.000421492567325	0.000502783346148	0.028981684722	0.07226975208	0.07182529336	0.086291317	0.2400124988	0.3578247724	0.0559766518	0.0858937242
a	0.00256923870136	0.00267664766026	0.0119060999165	0.01746810594	0.01737556032	0.04751616852	0.254840603	0.262379036	0.3048772822	0.078391299148
d	0.000220564376012	0.00036856773745	0.0304380246492	0.068253452252	0.05850777364	0.0573227074	0.1544335724	0.4215722992	0.11684344046	0.092039586
i	0.0060667434842	0.0055823077786	0.079787443221	0.0604616444	0.0237486694	0.0400698572	0.2096648492	0.295980698	0.257157727	0.02148004174
v	0.000124982043823	0.000465905550194	0.035003402945	0.064283712468	0.03379805276	0.07102514346	0.1232041064	0.396226976	0.1844573505	0.0914103716
e	0.017597842276	0.008832286891	0.0814791350872	0.05441855563	0.01878421464	0.0273021168	0.1574654036	0.274344174	0.3300739294	0.0297023082
n	0.000106774190227	0.000397874162224	0.0176610720776	0.026578125732	0.018846327514	0.06475958846	0.0795774824	0.349801584	0.26725643198	0.1750147546
t	0.00328340212999	0.00369072191066	0.00661847496988	0.0060900827622	0.00669218241	0.01221347676	0.07390254548	0.2477141636	0.4720784554	0.16771653944
è	0.0434520640446	0.00292253498449	0.0123111226824	0.00345700899	0.01400119458	0.018802838472	0.04005372884	0.1609870336	0.564163716	0.1398487342
s	0.000110288276796	0.000267828119736	0.00204472975171	0.00112715619806	0.00097552516348	0.001770586565	0.00869055256	0.1263847576	0.529900112504	0.3287285034
s	0.0247639795305	0.021201585834	0.0534843600381	0.071572963284	0.03325765761	0.051312488336	0.0957680074	0.1859660346	0.4142569372	0.0484160216
i	0.13327818462	0.00194727909696	0.0040197024826	0.004126006414	0.00869256445	0.0065695386	0.028087612	0.149906214	0.416712409	0.246660475486
m	0.000523455506685	4.27519227913e-05	0.000484479710471	0.0006689892036	0.00373491831092	0.0055178545112	0.01144736226	0.0562041734	0.257691870438	0.663684142
e	0.00931403751193	0.00352319088742	0.0561146938353	0.0379062046599	0.0114170701552	0.007523077336	0.0462367857	0.1957420778	0.59413783	0.03808504268
s	0.00138662637361	0.000267853881172	0.00270342306971	0.0106384158365	0.018058099558	0.030697127648	0.02662581606	0.092248062	0.36586680834	0.451507748
s	0.0062326922	0.00931640589409	0.0290279562044	0.0408216355738	0.027971583452	0.035859834792	0.05331442676	0.23144625488	0.517020994	0.0489882009
è	0.006363953648	0.00270331473434	0.00517152464678	0.004783689128	0.0083830066	0.012261266494	0.01817687082	0.1079027102	0.60051865	0.2337350234
r	3.87510994886e-05	2.0518567352e-06	0.000277295031164	0.000181363349066	0.000237637560636	0.00055695936592	0.002075349361	0.0307275108	0.43478643122	0.531116636
a	0.00743982969473	0.00279119775458	0.034236451535	0.0496259606936	0.0127753414924	0.01253324676	0.03009149206	0.1758236382	0.603792356	0.0708904952
</S>	0.0020942095803	0.000118635502229	0.000222470572579	0.000722964837448	0.0115340086727	0.0077204658804	0.015824334718	0.03410878276	0.183144173144	0.74450998
