 	qui	dentro	deve	mettere	un	tappeto	</S>
c	0.62847616405	0.064765392757	0.032598587262	0.0022898322802	0.0022021180146	0.0158129170017	0.253854952207
i	0.45604343688	0.29025219088	0.0592876451088	0.148308435408	0.0173913439398	0.0256679794521	0.0030489845168
ù	0.4219680664	0.4415013726	0.09440975445	0.03442927628	0.00659459879172	0.000241646391668	0.00085526459331
m	0.0811553794	0.849920232	0.01583622986	0.052355513526	0.0005360148979	3.65771891868e-05	0.000160016307174
è	0.0634354819	0.42212491	0.1996389806	0.040298727508	0.177560119452	0.0927946432788	0.00414714054948
s	0.05555621653	0.871023364	0.0517626614	0.0210116395	0.0001531594888	0.000326801273408	0.000166122793309
a	0.0195662382528	0.3579439092	0.26510772982	0.13034670508	0.155706624753	0.0604992559618	0.0108295085386
è	0.01981394844	0.2793706078	0.599339834	0.0968504968	0.002291050954	0.00127058300947	0.00106346925676
n	0.0021365894147	0.0650478734	0.39756852306	0.33972935426	0.192866724366	0.00217086960571	0.00048007317723
a	0.0156181500865	0.100615153092	0.2620006264	0.2289595324	0.2535573322	0.121075492908	0.018173677392
v	0.00864818929741	0.128723611755	0.4338936304	0.3695449338	0.0488793862	0.006181697976	0.00412857074086
à	0.011158853413	0.01941001214	0.10136783948	0.3994531599	0.1184595594	0.34021658966	0.00993400286
l	0.00297244973712	0.0306566214	0.1438550476	0.4467256168	0.318653238	0.0485464076	0.00859064134
i	0.146601372114	0.0312063584	0.11912675612	0.3400290662	0.25092158224	0.10297024968	0.0091446085
è	0.0191620709392	0.0800825516581	0.061238429826	0.1692019024	0.422478151	0.1813310946	0.06650579722
n	0.00125904733154	0.00580050104132	0.02859809885	0.32365988056	0.49341086574	0.13690989288	0.01036170014
a	0.0234125556428	0.0399036099604	0.0524864722	0.0893181316	0.449766601	0.2842947752	0.0608178374
t	0.0727823731478	0.0196391394789	0.044605614461	0.104593548615	0.2893542777	0.327372305	0.1416527068
a	0.040872338163	0.0252796119613	0.0867213704948	0.052097900236	0.376986832	0.276080049	0.1419619226
p	0.0560040708423	0.0373674958665	0.0148098750632	0.0481286025466	0.1460189422	0.4585355606	0.239135453
p	0.0072464737924	0.003020138263	0.0189011897252	0.01661000474	0.0788559055	0.847765982	0.0276002935
è	0.111256149924	0.072252364386	0.013606941906	0.0954416692	0.2403285336	0.4069911648	0.0601231668
t	0.00052906699046	0.0021497384752	0.0002744692848	0.000988076893	0.057129447206	0.765602812	0.173326406
o	0.0711405966821	0.0147845604822	0.0190858252251	0.00772418718	0.1220316352	0.64565489	0.1195783196
</S>	0.00535557301692	0.0621887389726	0.00481686492152	0.00720302218472	0.03208213868	0.262643654	0.62571
