 	lui	sapeva	che	oggi	fa	freddo	e	non	ha	voluto	venire	</S>
c	0.59367602734	0.0016868117506	0.003145475903	0.006970570245	0.0202624621805	0.0172631050686	0.052948212749	0.0268388957266	0.00629368119074	0.0681270765832	0.0200710396802	0.182716654717
ì	0.60284530518	0.0486318428	0.22298904864	0.117784306797	0.00311605589396	0.000441512700194	0.00011122719794	9.605855588e-05	0.00010715571429	0.0016836109202	0.000182297653766	0.00201152396244
o	0.5353458286	0.310226569426	0.0337896773964	0.114672631123	0.00358932103059	0.000421043109504	0.000247474541653	0.000139208667852	1.41163757867e-05	2.73862842129e-05	5.08668140302e-05	0.00147583091185
ì	0.2484214136	0.563214561986	0.048465717896	0.112997450407	0.0233402795206	0.00159790639237	0.000335849464523	0.000313149276764	6.83185084782e-05	0.000103978548306	0.000621127679597	0.000520267563635
s	0.21269146034	0.580154363036	0.012032744188	0.188614084309	0.00551497233151	0.000206720421383	8.61162647217e-05	6.72188278932e-05	2.21210352709e-05	2.48230794462e-05	6.40940330077e-05	0.000521296800067
s	0.190539274	0.3665614178	0.1051654476	0.160144918212	0.0501979513414	0.069985034798	0.0125182481234	0.0158168652937	0.00464555356021	0.00954819330242	0.00429336030364	0.0105837181765
e	0.149252271154	0.679540624	0.0996433184	0.060089286726	0.002723933946	0.00113569368316	0.000988153012669	0.000409758550912	9.79515501686e-05	3.94372998311e-05	1.48382709532e-05	0.0060647094513
r	0.186104581222	0.436515726	0.239897105	0.054656767464	0.0579992972886	0.0124304176221	0.00454219769234	0.00315681073551	0.000444495374993	0.00398538319448	2.0552906694e-05	0.000246683929349
e	0.06703364982	0.42166446416	0.2341384026	0.0905711502	0.043512746184	0.0712544450413	0.0304699466891	0.0161570704849	0.00545248899801	0.00366714710401	0.00322255726347	0.0128559022361
k	0.071410036418	0.1466647524	0.461184356	0.17950767286	0.101086789709	0.0215690794695	0.010798471595	0.0049749170444	0.000794040119211	0.00144311546546	9.87871050841e-05	0.000468012869355
a	0.0194969380682	0.0455335652	0.280700879	0.3280184794	0.0390005631	0.07286900598	0.0302471611374	0.02065745023	0.00994664762736	0.082591255823	0.0487621281412	0.022175955374
s	0.00606014833986	0.03454344332	0.4453943	0.254076326	0.18728934182	0.037706119244	0.023427478776	0.0084069342356	0.00157843819338	0.00087100988321	0.000157834524125	0.000488601902521
ì	0.013749326086	0.0435740296	0.249858271	0.3166610452	0.051528003	0.1223873423	0.050690453882	0.026432094942	0.0104162535514	0.0596976527287	0.0128599157897	0.042145638933
m	0.00682902179724	0.00498916964	0.1362617982	0.518437804	0.2334077709	0.04998648808	0.0325838309472	0.0091335266964	0.00302592349559	0.00402119166635	0.000186276352323	0.00113722004793
b	0.0335008240094	0.02351347884	0.1676289184	0.3766063114	0.0390627134	0.07518461536	0.030013940448	0.02527623486	0.0164695992665	0.0977411337704	0.0999247030749	0.0150775822086
e	0.208742060082	0.0331988012	0.0991908322	0.4050451418	0.0661481468	0.01928259766	0.063784793358	0.041865700256	0.013049259641	0.0343557210389	0.00153076663826	0.0138061785165
r	0.114905368273	0.0090341809563	0.1019917554	0.23811885294	0.2041474384	0.1574747512	0.0780094948	0.05511184298	0.021134323726	0.0180748955569	0.000326220662788	0.00167087334858
i	0.0865607020612	0.022891037078	0.1320139442	0.37073459814	0.13209659188	0.09738188128	0.06578933184	0.027214047288	0.0201800840564	0.0141476508922	0.027749252254	0.0032409360346
k	0.00322484715833	0.0014301720952	0.018638946874	0.1433697172	0.339291332	0.246355534	0.1336781902	0.078908077294	0.023390705928	0.0102287265119	0.0003951632954	0.00108857448696
à	0.0236022761631	0.0052759561828	0.05160536486	0.2471096248	0.1595715076	0.172933707	0.071714131	0.03343779048	0.026068621058	0.109753126411	0.0870440636396	0.01188384326
n	0.000345548286	0.0002499598692	0.00430746512	0.1343163273	0.401171032	0.2474120632	0.10348326068	0.04779483884	0.0355965432112	0.020730180602	0.0022756142874	0.0023171750856
n	0.00406179791212	0.0005272440174	0.019892414434	0.07408625152	0.2237147204	0.226084121	0.093771166	0.043494562316	0.0389160292	0.112997460928	0.143829323328	0.018624879306
i	0.204577696626	0.006755462272	0.00568091479	0.09921630456	0.1087747376	0.26010888912	0.0883197346	0.05728869104	0.06335900124	0.06879436199	0.034626848519	0.00249732237
s	0.00277343467232	0.00112042556809	0.00336269559	0.014264792154	0.095598722	0.291266878	0.349083358	0.1376990694	0.07064673075	0.028396471084	0.00222203364	0.003565388328
s	0.022892400187	0.0047401155944	0.02314006166	0.0253352218	0.158588293	0.2668996596	0.189059186	0.05731404814	0.066388737	0.05356741062	0.107184109812	0.0248907900452
ì	0.037511984844	0.006037207712	0.00928637772	0.06257997704	0.12860871116	0.2848307446	0.1882283906	0.0830193329	0.09033079754	0.060618246096	0.0397182606352	0.00922998128
c	0.0005481365404	8.285404926e-05	0.000718487339	0.011019919454	0.1479200632	0.264915676	0.254633544	0.111092962	0.1269334016	0.04251074644	0.022987610566	0.016636580484
h	0.111068659826	0.028379700626	0.0613334201	0.20052188264	0.10286561962	0.165990751	0.02824228038	0.07182183016	0.03593972846	0.06101081442	0.110932600237	0.0218927182
r	0.027690120068	0.00803810237	0.008144202434	0.05651428351	0.107481567	0.2441161428	0.236547266	0.088641647	0.09934590736	0.0804260702	0.020553331436	0.022501361202
a	0.0190310588817	0.00180542956628	0.004610369108	0.024350710434	0.0597785377	0.1939788175	0.297006439	0.0720360194	0.0869852598	0.13818921768	0.091830347512	0.010397776034
c	0.000798833573652	0.00027597024544	0.0007740432276	0.0017109306889	0.02189463164	0.117840667	0.3873440048	0.1925361228	0.1410150946	0.07689823796	0.01497417004	0.0439372767
e	0.0068056730272	0.0129916809019	0.127499251916	0.03628880696	0.0968889272	0.0777454128	0.0839065198	0.12136773026	0.0703410344	0.1591463412	0.17239172222	0.03462690676
e	0.0005870852614	0.00098099582458	0.0056765311262	0.003567568952	0.07823376886	0.0989186404	0.341253524	0.2372567392	0.1204447314	0.0813896748	0.010794550994	0.020896206552
t	0.00010898003226	0.0001640803146	0.001008027192	0.0082640115024	0.023620525646	0.0455259424	0.2284319576	0.2215112274	0.152946294	0.1025036052	0.1298703398	0.0860450010608
è	0.014003533518	0.006868610006	0.005099833326	0.00987304758	0.02637915632	0.0732896832	0.1685132208	0.11709000468	0.1515562888	0.1555958952	0.16528051922	0.10645023288
l	4.840746568e-05	1.313588624e-05	0.0001150899704	0.0019784167008	0.028275268432	0.11499902538	0.0995160282	0.0996415178	0.2364476766	0.207441002	0.1263874048	0.0851370565
i	0.0015779583	0.0040879888368	0.00359157899	0.00955308262	0.03517997676	0.1510891206	0.1164684446	0.1206333344	0.106800983	0.151463605	0.24047010252	0.0590837676
s	0.000368705987653	0.00014261652964	0.0002829172509	0.0007410906254	0.011776102878	0.05609138634	0.114117449	0.1352049882	0.11732461	0.2020807638	0.13812583634	0.2237435448
e	0.002008477386	0.001011566246	0.010940563864	0.004878323932	0.021053451724	0.05136600704	0.0724727479	0.0930235022	0.1046197841	0.21075624	0.36738145514	0.060487862
n	4.07936210928e-05	3.0382055898e-05	0.00018633094248	0.000414511089716	0.0093036540656	0.080047436554	0.0709717228	0.0755440332	0.0874857196	0.220204319	0.197338381	0.258432739
