 	la	donna	vuole	pulire	la	casa	ogni	giorno	per	stare	pulita	</S>
e	0.696813714832	0.008082195766	0.005137505472	0.006711252084	0.002880610236	0.00451506575147	0.0210203082436	0.0182500464338	0.00909030308758	0.021264224033	0.0975001252124	0.108734696954
j	0.269614143186	0.521326319172	0.005869932504	0.00151247586065	0.00012026648246	0.000187665205004	2.9228785088e-05	5.5364071326e-06	0.000461432132064	0.0667796859427	0.0393894495182	0.0947038833071
i	0.4993553142	0.2920275996	0.025299496556	0.070161718897	0.0049278212346	0.0123212127471	0.00506999703686	0.0034892312085	0.00794411842937	0.0144838242543	0.0572373245901	0.00768235475272
n	0.38797981702	0.480173838252	0.09429232024	0.003357562212	0.0011728138828	0.00017571439015	0.0025853250166	0.000562186564148	0.000216730049656	9.93920110807e-05	0.0118642920009	0.0175200115532
è	0.3202184914	0.397669455	0.232286416	0.01553887778	0.0057903885462	0.00877120585988	0.00409151201156	0.00122866696443	0.000484264094503	0.000120409230667	0.00184159892372	0.0119586977609
k	0.011252751844	0.736941037796	0.0513813236	0.0017335408028	0.0009083417512	7.8624590876e-05	0.00047526077106	0.000584713510702	0.000442880657209	0.00155753278691	0.0168975551586	0.177746453231
a	0.1266684056	0.449253908142	0.0662693568	0.0872781248	0.046816577972	0.0086795538286	0.00975948509001	0.0228138272739	0.00326188101812	0.0360357120843	0.118607624858	0.0245555827108
t	0.0413863586197	0.172952063258	0.616801718	0.0330602128	0.0112819795644	0.00222332349024	0.00656540612374	0.00611091390197	0.00209693703855	0.00121417900056	0.060687708014	0.0456192327222
è	0.083031864314	0.1375044193	0.4179857104	0.1534708492	0.05737195104	0.010725891196	0.0074973010788	0.0104907791426	0.00276770089513	0.00149474607462	0.0537689983516	0.0638897570184
l	0.00179765412131	0.144680972472	0.6057251354	0.08319185424	0.01529816635	0.0025315623308	0.00476550194168	0.0106684274456	0.0112047729393	0.0274890305129	0.0588361807108	0.0338107151887
i	0.09366450634	0.15050775216	0.2661605392	0.210925052	0.10303034856	0.008979145324	0.0147123012016	0.0194832730284	0.00385682361134	0.0206446869069	0.0491192876816	0.0589162497401
n	0.0129818122442	0.0247752012332	0.34603796	0.3972305748	0.0836407316	0.011536841686	0.007241766302	0.00293479900888	0.00189583811836	0.0019885331705	0.08070400475	0.0290319146222
a	0.008405680424	0.00643542478	0.3295946369	0.2713507374	0.05275173646	0.081122305683	0.031007143852	0.0237566417555	0.00501363134403	0.0193029713413	0.139701158791	0.0315578788969
p	0.00416612826783	0.0145284884166	0.256384169	0.4631917842	0.1448885306	0.02545095062	0.01307500574	0.0030255317848	0.0183038711808	0.0237968538656	0.0240091639072	0.00917952619277
u	0.00508173506	0.008213357486	0.07367356614	0.4499952858	0.10594307732	0.08947588418	0.0244006566	0.0318962262523	0.00572165788312	0.00728477235288	0.160096361825	0.038217422636
l	0.000337191907438	0.0047237640028	0.1632400971	0.376011412	0.2287570802	0.0500394194	0.0342268968	0.014973365714	0.0025512693704	0.0025854392797	0.10752403154	0.0150300311252
i	0.00367859856	0.029206234214	0.06427251412	0.398787448714	0.15573188194	0.06376989454	0.03154699246	0.0379594015025	0.0083264718812	0.00288298485716	0.106686393375	0.097151173034
z	0.000354449531635	0.00174038085	0.09826017226	0.2543011	0.3293882306	0.0740464332	0.0794177325	0.024345584382	0.00929290179	0.0019856727494	0.116784894638	0.0100824254654
z	0.003163211372	0.011899904428	0.058277586	0.298161376156	0.2086207387	0.1013034352	0.05162588172	0.0320563495586	0.0259432871608	0.00263373622581	0.077033480405	0.129280994756
è	0.293503328986	0.05053449387	0.02288003652	0.290019899772	0.0901584752	0.04353165884	0.01293100238	0.0043799617132	0.002367454102	0.0098353106706	0.018377941204	0.161480432574
s	0.000198259215005	0.0136073987908	0.05813024661	0.21554846576	0.28033532268	0.17720159786	0.04192977504	0.007900606476	0.005382328252	0.00098055024214	0.184566306288	0.014219118413
s	0.0229878788556	0.017464588546	0.0942129071	0.2110408506	0.1898894092	0.15925362324	0.145459741	0.04500599527	0.02532827676	0.0174231380947	0.054780343174	0.01715326728
i	0.241068435156	0.0058491177	0.004325086094	0.23548249614	0.1348099877	0.2035386261	0.08801823154	0.011724264388	0.01286375396	0.04361742956	0.007959237648	0.01074331261
o	0.00165290293319	0.00105393268431	0.00993294986634	0.05364713116	0.1818333538	0.2497795244	0.2476294	0.0327383887	0.06050766216	0.005821432148	0.120613902642	0.034789426718
s	3.910052077e-05	0.000887471412624	0.0136073055554	0.01467435308	0.130647384	0.2559784916	0.1905050722	0.0888762676	0.032420577972	0.12909898922	0.113974021072	0.0292909716552
