 	voglio	che	Maria	che	venga	domani	</S>
i	0.601737416776	0.015529760736	0.0014757673884	0.004954368634	0.048953369698	0.003005389881	0.324343990742
t	0.413331379801	0.1278624414	0.24126544936	0.047573233204	0.11890464834	0.0497074149104	0.00135543334132
è	0.5333593922	0.2159998545	0.057043469612	0.0310178648308	0.02412613438	0.136971395393	0.00148184286749
l	0.425919191	0.3795263598	0.1681463818	0.01601242356	0.0034377034348	0.0063554393056	0.00060254300592
o	0.345408195	0.1016915668	0.034170679853	0.15480835944	0.100042888774	0.0800953752828	0.183782892891
k	0.13029485226	0.724621144	0.1267906474	0.01461677446	0.002550492684	0.00072763058338	0.00039842720596
a	0.087252442114	0.328078050364	0.054847315704	0.1529745156	0.309853685496	0.0644299049872	0.002564055968
i	0.11130268088	0.563942156	0.21424667984	0.0819016068	0.01995990898	0.003611845755	0.00503509824372
M	0.0018610373626	0.02459680232	0.404118585752	0.1094007362	0.17575456574	0.2746517609	0.009616531928
a	0.025124785929	0.208109200009	0.0736654191686	0.0849565108	0.244094518259	0.291007036532	0.07304249844
r	0.20698953586	0.19583794062	0.446407759431	0.0468904989508	0.0776880390893	0.00771121823306	0.0184750044407
ì	0.29054505272	0.104595212072	0.0880137758152	0.03266712564	0.06941892496	0.25886146704	0.155898427076
a	0.180345876073	0.203884782007	0.15084860067	0.1224578928	0.06032529418	0.22587683933	0.0562606985656
n	0.0445091945873	0.155505112265	0.0152742863	0.322321561	0.1941999502	0.2327766406	0.03541324334
a	0.03800371632	0.238463875854	0.017896287758	0.2155612964	0.18848106622	0.2104094604	0.09118433406
r	0.0372101519813	0.190741405906	0.1886619899	0.2175200028	0.2323699971	0.089248804156	0.0442476588
t	0.0497874155	0.162009708406	0.023281595994	0.11718799068	0.3434283875	0.27314078082	0.03116412032
i	0.2134438437	0.087771767862	0.059109998714	0.06518247964	0.22746992485	0.01044267036	0.33657932056
à	0.0120281884849	0.101254432254	0.075180453334	0.14723197	0.188449887	0.23429813074	0.24155691
v	2.5298184872e-05	2.9967121523e-05	0.0391991673832	0.01121595118	0.08475208772	0.820012514	0.044765031594
v	0.001107699436	0.0021237110956	0.0427672454092	0.047558350468	0.2337514994	0.5027325726	0.169958919252
r	0.3513273606	0.0507131728	0.02141904804	0.02127879348	0.089964409072	0.16956283712	0.295734389
i	0.25041437956	0.13489468255	0.000426721121	0.0117275193492	0.129062102962	0.15689904418	0.31657555707
</S>	0.006481493776	0.00559604523649	0.00344536631191	0.01903482995	0.012865789868	0.05767140506	0.894905074
