 	il	abito	della	sposa	corassi	si	chiama	la	sposa	ee	ee	vuole	bianco	</S>
o	0.652104349833	0.0166557734052	0.003509638147	0.000209503365	0.0004251825722	0.00195021819264	0.0010856993448	0.001730365071	0.0001574428915	0.001484073083	0.00292191232206	0.00440828936469	0.0665057391873	0.246851822056
à	0.0527095277838	0.038875121	0.674368284	0.203300402962	0.0282942054779	0.000452970239708	0.000482275094	0.000136481914488	0.000133349409945	2.48308604e-05	2.1018996288e-05	0.000115137350425	0.000114865640816	0.000971523841242
b	0.136323260948	0.20194578512	0.474998514	0.0868818521052	0.0556031088766	0.005853449671	0.0183252033988	0.00887586832158	0.00684639089724	0.000657530600586	0.00138263926322	0.0022254569062	1.13349098087e-05	6.95784306201e-05
b	0.0926755090116	0.4096851576	0.115684301	0.14241592153	0.0009451970068	0.0574773039652	0.001945433757	0.0132128018322	0.00330300036073	0.0182931605077	0.0165350268937	0.00824440645255	0.114248700236	0.00533408716143
e	0.105180362	0.66483143	0.0262702382	0.01856542786	0.0161614039782	0.0420028220223	0.0865273330892	0.0155683771427	0.014525395566	0.00268923452372	0.00411591885019	0.000394915167512	0.000199889846697	0.0029672840095
t	0.130012129262	0.589661512	0.0930935212	0.127127717812	0.00586326545	0.0140457603747	0.0257242382468	0.00689501654639	0.00294082836668	0.00202255787795	0.000279640833716	0.000428694814923	0.000683102121496	0.00122204252204
o	0.04390700846	0.327929882	0.224775796195	0.0847530283196	0.0138760025114	0.0691209958691	0.0677780233713	0.0421897356402	0.0053379766847	0.0533966520885	0.0222507427549	0.00199776366446	0.0414588754942	0.00122752169381
à	0.00377824487994	0.36643700014	0.288754324	0.16360057388	0.010696487094	0.058698767033	0.097613946026	0.00679280004979	0.00181905758364	0.000255351477426	0.000185624652905	0.000104860444009	5.60718868522e-05	0.00120691946402
t	0.000316926615122	0.05124851886	0.291449501412	0.3230599072	0.0386654464528	0.06044618876	0.225780121684	0.0015959031258	0.00610838120992	0.0001576152874	8.787936612e-05	0.00080645655007	5.14895654302e-05	0.000225671967999
t	0.042395573788	0.26646541546	0.09745147402	0.16201111688	0.00908925758	0.1430725008	0.078235208248	0.1052108076	0.0065392934608	0.0388807693252	0.0347558156103	0.00422510273237	0.0106800628274	0.00098758783856
o	0.0956185899	0.10972799308	0.099484334064	0.20993197652	0.15499413386	0.0697691738	0.102751534	0.0593165367	0.029695927114	0.0117964839557	0.0270477527025	0.00349949387928	0.0070549054916	0.0193111453566
