 	mio	fratello	non	mi	ha	mai	scritto	una	lettera	</S>
a	0.551553084593	0.0414225754152	0.0348821386328	0.010238136356	0.00254975339794	0.0301831342296	0.00982333897656	0.00799172426132	0.0403062057346	0.27104987887
d	0.520777180976	0.16437727308	0.19300266606	0.012528148138	0.0216465799594	0.0725183639363	0.00154493659832	0.000565551579469	0.00915837804259	0.00388090252696
r	0.25136215978	0.349428487	0.04871600232	0.02342190224	0.135064077832	0.109319457186	0.0404737965934	0.019751277601	0.00180012902664	0.0206626911632
e	0.25835130862	0.2997577672	0.206139003274	0.107835927012	0.0833477515408	0.0193771747526	0.0161828217026	0.00211490990201	3.3130723708e-06	0.00689003892892
f	0.041100837398	0.5949128026	0.1952717674	0.0467235454	0.101564679737	0.014120617802	0.00034842752847	8.83252635e-05	2.24306905708e-05	0.00584657186318
f	0.07575156994	0.5290018782	0.0629874197	0.0698677361	0.051209048696	0.01935186394	0.0152091504729	0.00560788311286	0.00248165786017	0.168531815167
ò	0.2523545978	0.4741421862	0.02011038279	0.056970922752	0.026229820894	0.0368284655532	0.106393082416	0.013772229715	1.6627934654e-05	0.0131816711082
m	0.008207663288	0.4916369568	0.1261138707	0.1826574456	0.14861479422	0.020750806471	0.0200042753332	0.0007068181927	4.54867216628e-05	0.00126186019968
m	0.0701574927858	0.460038116	0.06785259226	0.097158709	0.05334460922	0.02521253757	0.0440861982327	0.0484864914021	0.0172414626859	0.11642180982
u	0.174711989167	0.203997459	0.01989588972	0.06948138134	0.15050153508	0.0842773848	0.0985590910176	0.010671944921	0.00020041136864	0.187702903894
e	0.00952003132867	0.050396260712	0.400393632	0.2498979568	0.17606666774	0.098073149	0.00581448819	0.00138284379307	0.00012606112316	0.00832892753511
m	0.00663236675343	0.04451596581	0.288203324	0.3008485628	0.1752723885	0.1370707234	0.018737459278	0.01145215556	0.00878646709136	0.00848059592709
o	0.0993722062273	0.15273051308	0.1017318498	0.16226383786	0.0579468666	0.13230038166	0.157150594921	0.0757209051	0.0455008277031	0.01528199308
m	0.00293732222409	0.0277703003986	0.1260196792	0.212069932	0.300535886	0.269896238	0.035558663	0.0141426947	0.001426651406	0.009642683314
a	0.0374839496752	0.07518039122	0.1252002583	0.0823011768	0.0710673132	0.2464047038	0.183637167721	0.0762686578	0.062183296776	0.0402730657
i	0.00501503630608	0.0192963648425	0.09770971894	0.1276912408	0.270321815	0.386083712	0.0493610196	0.01490944008	0.005429546526	0.024182118506
g	0.0017188720756	0.0190471473133	0.089497214456	0.0541825932	0.154233121	0.44266567	0.1145699254	0.0910813534	0.0131202258212	0.0198838622988
r	0.0315091812698	0.023995988624	0.02090995534	0.03605053514	0.1221960438	0.2726668792	0.179942833583	0.1184877966	0.11882848777	0.07541231336
a	0.13244883517	0.016547163642	0.01464273496	0.03335039074	0.0976179482	0.2178840868	0.1828660648	0.1430299566	0.0991234499	0.0624893745
m	0.00151028146548	0.00408053717561	0.009703991266	0.04324379028	0.0905774476	0.4387295894	0.1609512699	0.17114746822	0.04431603556	0.0357395869
m	0.041856106074	0.042776437781	0.021552190372	0.050604945059	0.0575556682	0.1936327408	0.176801743774	0.1058261266	0.22218457488	0.0872094669
è	0.028375345172	0.008261073576	0.04057213096	0.009720050352	0.07827336662	0.15601215888	0.287819143	0.1957760262	0.01505572892	0.180134940749
n	0.00311543567927	0.00740457788786	0.012688688582	0.02347086304	0.08749553216	0.20270428846	0.18994859974	0.20404084468	0.1273507548	0.1417804316
a	0.21040063461	0.0116168054854	0.0090887014702	0.019085002264	0.124229940408	0.1616498108	0.11255042836	0.1188481418	0.1806180842	0.05191244524
a	0.00291265855867	0.0018525749753	0.00510259676499	0.0383560212926	0.0363729141366	0.13902355396	0.23451036132	0.20436731606	0.16294731116	0.1745547224
n	0.000455972413321	0.00102179950521	0.004407419809	0.004273988477	0.014287975078	0.092115046108	0.1179857968	0.2830656788	0.3338238676	0.14856247764
g	0.0061125163126	0.00481166312454	0.00387599929882	0.0233510537761	0.075692760854	0.052439024374	0.0250103299	0.3125217156	0.3072590133	0.18892593654
r	0.087544273256	0.00519993572	0.006979762552	0.009842868574	0.049013987	0.158072763	0.1406781656	0.341393886	0.11189211	0.0893822614
à	0.1435328696	0.00703705910746	0.001868522132	0.00315572667	0.013717069436	0.04138779358	0.1544209556	0.315843662	0.1469774564	0.172058899126
m	0.000911340413065	0.000344074508297	0.00039484260396	0.00623424081408	0.002307461218	0.0090659358	0.0461098244874	0.289360286332	0.31304141136	0.332230623
m	0.0488178286116	0.0633090209522	0.0371789622806	0.058219262324	0.073974729769	0.05349276804	0.14164632888	0.1960678548	0.20953461378	0.11775864116
a	0.0356137142	0.0031132652934	0.0033544681478	0.00261985650982	0.0189466679581	0.0236096888	0.1468772955	0.28652703808	0.14268473704	0.336653262992
</S>	0.0020708037273	0.000927945158573	0.00299278065762	0.0136905385828	0.00512772611317	0.0130942015628	0.033598838804	0.113738506946	0.151096425	0.663662216
